@relation Musk.pre.arff

@attribute att01 {MUSK-jf78,MUSK-jf67,MUSK-jf59,MUSK-jf58,MUSK-jf47,MUSK-jf46,MUSK-jf17,MUSK-j51,MUSK-j33,MUSK-f205,MUSK-f184,MUSK-f159,MUSK-f158,MUSK-f152,MUSK-344,MUSK-333,MUSK-331,MUSK-330,MUSK-323,MUSK-322,MUSK-321,MUSK-316,MUSK-315,MUSK-314,MUSK-311,MUSK-301,MUSK-293,MUSK-292,MUSK-285,MUSK-284,MUSK-273,MUSK-272,MUSK-256,MUSK-254,MUSK-246,MUSK-240,MUSK-238,MUSK-236,MUSK-228,MUSK-227,MUSK-224,MUSK-219,MUSK-213,MUSK-212,MUSK-211,MUSK-190,MUSK-188,NON-MUSK-jp13,NON-MUSK-jp10,NON-MUSK-j97,NON-MUSK-j96,NON-MUSK-j93,NON-MUSK-j90,NON-MUSK-j84,NON-MUSK-j83,NON-MUSK-j81,NON-MUSK-j148,NON-MUSK-j147,NON-MUSK-j146,NON-MUSK-j130,NON-MUSK-j129,NON-MUSK-j100,NON-MUSK-f209,NON-MUSK-f164,NON-MUSK-f161,NON-MUSK-f150,NON-MUSK-334,NON-MUSK-327,NON-MUSK-320,NON-MUSK-319,NON-MUSK-318,NON-MUSK-309,NON-MUSK-308,NON-MUSK-305,NON-MUSK-297,NON-MUSK-296,NON-MUSK-295,NON-MUSK-290,NON-MUSK-289,NON-MUSK-288,NON-MUSK-286,NON-MUSK-271,NON-MUSK-257,NON-MUSK-253,NON-MUSK-249,NON-MUSK-247,NON-MUSK-232,NON-MUSK-226,NON-MUSK-220,NON-MUSK-208,NON-MUSK-200,NON-MUSK-199}
@attribute att11 numeric
@attribute att21 numeric
@attribute att31 numeric
@attribute att41 numeric
@attribute att51 numeric
@attribute att61 numeric
@attribute att71 numeric
@attribute att81 numeric
@attribute att91 numeric
@attribute att101 numeric
@attribute att111 numeric
@attribute att121 numeric
@attribute att131 numeric
@attribute att141 numeric
@attribute att151 numeric
@attribute att161 numeric
@attribute att171 numeric
@attribute att181 numeric
@attribute att191 numeric
@attribute att201 numeric
@attribute att211 numeric
@attribute att221 numeric
@attribute att231 numeric
@attribute att241 numeric
@attribute att251 numeric
@attribute att261 numeric
@attribute att271 numeric
@attribute att281 numeric
@attribute att291 numeric
@attribute att301 numeric
@attribute att311 numeric
@attribute att321 numeric
@attribute att331 numeric
@attribute att341 numeric
@attribute att351 numeric
@attribute att361 numeric
@attribute att371 numeric
@attribute att381 numeric
@attribute att391 numeric
@attribute att401 numeric
@attribute att411 numeric
@attribute att421 numeric
@attribute att431 numeric
@attribute att441 numeric
@attribute att451 numeric
@attribute att461 numeric
@attribute att471 numeric
@attribute att481 numeric
@attribute att491 numeric
@attribute att501 numeric
@attribute att511 numeric
@attribute att521 numeric
@attribute att531 numeric
@attribute att541 numeric
@attribute att551 numeric
@attribute att561 numeric
@attribute att571 numeric
@attribute att581 numeric
@attribute att591 numeric
@attribute att601 numeric
@attribute att611 numeric
@attribute att621 numeric
@attribute att631 numeric
@attribute att641 numeric
@attribute att651 numeric
@attribute att661 numeric
@attribute att671 numeric
@attribute att681 numeric
@attribute att691 numeric
@attribute att701 numeric
@attribute att711 numeric
@attribute att721 numeric
@attribute att731 numeric
@attribute att741 numeric
@attribute att751 numeric
@attribute att761 numeric
@attribute att771 numeric
@attribute att781 numeric
@attribute att791 numeric
@attribute att801 numeric
@attribute att811 numeric
@attribute att821 numeric
@attribute att831 numeric
@attribute att841 numeric
@attribute att851 numeric
@attribute att861 numeric
@attribute att871 numeric
@attribute att881 numeric
@attribute att891 numeric
@attribute att901 numeric
@attribute att911 numeric
@attribute att921 numeric
@attribute att931 numeric
@attribute att941 numeric
@attribute att951 numeric
@attribute att961 numeric
@attribute att971 numeric
@attribute att981 numeric
@attribute att991 numeric
@attribute att1001 numeric
@attribute att1011 numeric
@attribute att1021 numeric
@attribute att1031 numeric
@attribute att1041 numeric
@attribute att1051 numeric
@attribute att1061 numeric
@attribute att1071 numeric
@attribute att1081 numeric
@attribute att1091 numeric
@attribute att1101 numeric
@attribute att1111 numeric
@attribute att1121 numeric
@attribute att1131 numeric
@attribute att1141 numeric
@attribute att1151 numeric
@attribute att1161 numeric
@attribute att1171 numeric
@attribute att1181 numeric
@attribute att1191 numeric
@attribute att1201 numeric
@attribute att1211 numeric
@attribute att1221 numeric
@attribute att1231 numeric
@attribute att1241 numeric
@attribute att1251 numeric
@attribute att1261 numeric
@attribute att1271 numeric
@attribute att1281 numeric
@attribute att1291 numeric
@attribute att1301 numeric
@attribute att1311 numeric
@attribute att1321 numeric
@attribute att1331 numeric
@attribute att1341 numeric
@attribute att1351 numeric
@attribute att1361 numeric
@attribute att1371 numeric
@attribute att1381 numeric
@attribute att1391 numeric
@attribute att1401 numeric
@attribute att1411 numeric
@attribute att1421 numeric
@attribute att1431 numeric
@attribute att1441 numeric
@attribute att1451 numeric
@attribute att1461 numeric
@attribute att1471 numeric
@attribute att1481 numeric
@attribute att1491 numeric
@attribute att1501 numeric
@attribute att1511 numeric
@attribute att1521 numeric
@attribute att1531 numeric
@attribute att1541 numeric
@attribute att1551 numeric
@attribute att1561 numeric
@attribute att1571 numeric
@attribute att1581 numeric
@attribute att1591 numeric
@attribute att1601 numeric
@attribute att1611 numeric
@attribute att1621 numeric
@attribute att1631 numeric
@attribute att1641 numeric
@attribute att1651 numeric
@attribute att1661 numeric
@attribute class {0,1}

@data
MUSK-316,0.5036,0.40741,0.36948,0.52941,0,0.22135,0.60417,0.52029,0.55703,0.40637,0.65893,0.81034,0.65155,0.69524,0.59621,0.10574,0.79429,0.56984,0.82574,0.37597,0.52429,0.51796,0.62443,0.02618,0.00562,0.46914,0.73757,0.08682,0.45794,0.05097,0.00325,0.33904,0.28571,0.20408,0.32637,0.10909,0.01003,0.55742,0.424,0.6973,0.55882,0.7017,0.54466,0.60613,0.94474,0.53201,0.2397,0.55725,0.79287,0.37166,0.68739,0.50708,0.57808,0.50117,0.14785,0.49896,0.68421,0.10381,0.42655,0.28704,0.26957,0.16848,0.49162,0.02158,0.54307,0.32461,0.00467,0.47592,0.64602,0.525,0.47471,0.38306,0.63956,0.87111,0.5396,0.0873,0.64548,0.47689,0.86465,0.58605,0.46939,0.54348,0.68959,0.19198,0.15062,0.54242,0.54206,0.16038,0.50365,0.02784,0.0027,0.18182,0.36441,0.4881,0.34071,0.11084,0.27624,0.53247,0.42365,0.66154,0.56376,0.29139,0.61735,0.61928,0.65729,0.32189,0.21006,0.66377,0.40416,0.97126,0.71274,0.57203,0.54501,0.61202,0.18805,0.47153,0.01671,0.57803,0.66422,0.61756,0.01592,0.11598,0.06341,0.13396,0.06463,0.32597,0.48284,0.13348,0.50862,0.41471,0.31624,0.06774,0.51004,0.71591,0.60927,0.46108,0.57364,0.54128,0.64323,0.53347,0.63722,0.65014,0.63881,0.60121,0.0028,0.00865,0.07031,0.57015,0.58333,0.74247,0.27642,0.4552,0.37931,0.53333,0.71242,0.51613,0.05598,0.31061,0.02564,0.49688,0.55937,0.33333,0.10861,0.53846,0.68235,0.33876,1
MUSK-316,0.5036,0.44108,0.35743,0.52574,0,0.23438,0.61458,0.81623,0.52255,0.32072,0.62645,0.43487,0.49165,0.60476,0.50136,0.14502,0.82286,0.50333,0.59208,0.46705,0.49798,0.51198,0.61086,0.0288,0.00562,0.53333,0.72376,0.14469,0.46106,0.00243,0.00325,0.31507,0.2828,0.08617,0.32898,0.11273,0.01754,0.54902,0.424,0.66757,0.55515,0.70455,0.37691,0.66274,0.53684,0.50993,0.27715,0.60305,0.66147,0.43121,0.42413,0.49008,0.60548,0.41725,0.14785,0.63825,0.6817,0.11073,0.4322,0.15509,0.25507,0.19022,0.49162,0.00719,0.55056,0.32461,0.00467,0.44759,0.65192,0.48333,0.45525,0.37903,0.54066,0.49556,0.45545,0.05556,0.63814,0.60084,0.53939,0.56047,0.46939,0.55163,0.45383,0.16905,0.14815,0.57069,0.53894,0.88994,0.50365,0.01392,0.00541,0.17112,0.35876,0.34524,0.34956,0.12315,0.29282,0.54286,0.43842,0.65385,0.57383,0.2947,0.52551,0.59759,0.55754,0.49142,0.23669,0.6029,0.42032,0.5431,0.51491,0.50104,0.48418,0.60383,0.34292,0.56948,0.02864,0.66185,0.67647,0.61756,0.00796,0.11598,0.05854,0.1215,0.05442,0.30939,0.2451,0.03939,0.30172,0.42353,0.32906,0.08065,0.5261,0.42614,0.57837,0.4521,0.62016,0.55352,0.6901,0.53144,0.46992,0.61433,0.62534,0.59517,0.0028,0.00865,0.17188,0.5403,0.56845,0.72055,0.27913,0.45878,0.37931,0.52941,0.71242,0.5129,0.03562,0.17677,0.01026,0.49688,0.55145,0.33875,0.10861,0.53846,0.68529,0.34528,1
MUSK-321,0.20863,0.0202,0.07631,0.54412,0,0.38281,0.5651,0.54893,0.51459,0.30677,0.64965,0.53448,0.57041,0.56905,0.53117,0.09063,0.76857,0.50111,0.58812,0.42829,0.47976,0.49401,0.59729,0.0445,0.01404,0.52593,0.67403,0.39228,0.42368,0.01214,0.00325,0.50342,0.45773,0.11338,0.68146,0.11636,0,0.63305,0.008,0.53514,0.05882,0.125,0.44662,0.65802,0.57368,0.51876,0.20599,0.58015,0.55679,0.35729,0.42779,0.52408,0.55342,0.48951,0.06989,0.45946,0.62907,0.15917,0.50282,0.19213,0.12174,0.04076,0.59777,0.00719,0.48689,0.04712,0.00467,0.3966,0.00295,0.35278,0.05447,0.00403,0.59341,0.52667,0.48515,0.05556,0.57213,0.55882,0.6,0.59535,0.53968,0.4837,0.49705,0.13467,0.10123,0.57069,0.37072,0.34906,0.33942,0.01856,0,0.16043,0.35876,0.40476,0.52212,0.40148,0.32597,0.58701,0.0197,0.55897,0.05034,0.18212,0.58673,0.62651,0.55499,0.3927,0.06509,0.58551,0.40647,0.57184,0.50949,0.56367,0.60097,0.61749,0.24558,0.54897,0.0358,0.76012,0.67647,0.64873,0.01326,0.10052,0.0878,0.40187,0.33673,0.28177,0.32108,0.06346,0.39009,0.53235,0.62821,0.79032,0.46386,0.41477,0.50773,0.4521,0.70543,0.49235,0.54948,0.4503,0.46429,0.52617,0.51752,0.57704,0.0056,0.01729,0.11719,0.35821,0.375,0.62192,0.65312,0.42294,0.43574,0.01176,0.39869,0.03871,0.02545,0.19697,0.00769,0.00625,0.11609,0.1626,0.02622,0.63462,0.83529,0.21824,1
MUSK-321,0.10072,0.03367,0.16064,0.46324,0,0.02604,0.5625,0.56563,0.53846,0.43227,0.64501,0.56897,0.66587,0.51667,0.52846,0.06949,0.79714,0.56763,0.53663,0.35853,0.46356,0.49401,0.61086,0.0288,0.01685,0.46667,0.74586,0.16399,0.39875,0.0534,0.00974,0.28425,0.69388,0.17687,0.35248,0.13091,0,0.54062,0.008,0.67297,0.11029,0.1733,0.56427,0.5967,0.61053,0.48786,0.27341,0.50891,0.48998,0.40246,0.45521,0.50708,0.55616,0.51282,0.18817,0.50936,0.66416,0.14879,0.15254,0.30093,0.73043,0.00272,0.48603,0.02398,0.47191,0.01047,0.00467,0.4221,0.00295,0.51944,0.1284,0.00806,0.64176,0.6,0.57673,0.07937,0.62347,0.46218,0.59596,0.58837,0.49206,0.49728,0.49705,0.03438,0.17037,0.509,0.4891,0.25472,0.46715,0.0232,0,0.12299,0.68079,0.47222,0.25664,0.32512,0.01934,0.53247,0.00985,0.62821,0.08054,0.21192,0.64541,0.63133,0.51918,0.30472,0.16272,0.61159,0.42032,0.57759,0.5122,0.55532,0.57908,0.62022,0.18142,0.42597,0.02625,0.60405,0.65441,0.66006,0.02653,0.12113,0.02927,0.66978,0.02041,0.54696,0.4902,0.12473,0.50647,0.51471,0.32051,0.43871,0.45382,0.48674,0.52097,0.28743,0.60465,0.34251,0.59375,0.46045,0.45113,0.61157,0.5876,0.55891,0.0056,0.01729,0.07813,0.55224,0.52976,0.73425,0.57724,0.30108,0.37931,0.00784,0.34641,0.00968,0.04835,0.2197,0.02564,0.03125,0.00264,0.26016,0.16105,0.65385,0.72059,0.00326,1
MUSK-322,0.20863,0.02357,0.08434,0.54412,0,0.38802,0.59896,0.54893,0.81698,0.3247,0.63805,0.78352,0.58473,0.6381,0.58537,0.06042,0.78857,0.49446,0.84752,0.39922,0.75101,0.82335,0.88235,0.06283,0.01124,0.58765,0.69613,0.34727,0.42368,0.00971,0.00325,0.50342,0.45481,0.11111,0.68146,0.11636,0,0.59664,0.008,0.57297,0.06985,0.125,0.46841,0.64623,0.88947,0.49227,0.28839,0.75827,0.87082,0.34908,0.66545,0.86119,0.89315,0.54079,0.0672,0.46362,0.6416,0.15571,0.50282,0.2037,0.11594,0.03804,0.59777,0.0048,0.48689,0.04712,0.00467,0.38527,0.00295,0.37778,0.07004,0.00403,0.5956,0.80222,0.5099,0.04762,0.5868,0.52941,0.85859,0.57907,0.85714,0.6413,0.7387,0.13467,0.1037,0.62211,0.39875,0.32704,0.33942,0.01392,0,0.16043,0.35593,0.40278,0.52212,0.40148,0.33702,0.56883,0.01478,0.58205,0.05705,0.18543,0.60204,0.62892,0.62404,0.34335,0.07988,0.57971,0.40647,0.9454,0.73984,0.82881,0.92214,0.98087,0.22566,0.54897,0.0358,0.72832,0.67647,0.65722,0.00796,0.10052,0.0878,0.39564,0.33333,0.27624,0.34069,0.06127,0.40086,0.53529,0.62821,0.79032,0.56827,0.64015,0.53863,0.44012,0.68734,0.51988,0.89583,0.65314,0.70113,0.52893,0.531,0.56798,0.0056,0.02017,0.125,0.40299,0.41071,0.65479,0.65041,0.42294,0.43574,0.00784,0.39869,0.03548,0.0229,0.17677,0.00256,0.00625,0.11609,0.1626,0.02622,0.64103,0.83824,0.2215,1
MUSK-322,0.10072,0.0202,0.08434,0.46691,0.00282,0.02083,0.59115,0.54177,0.81432,0.32869,0.64733,0.78544,0.59189,0.64762,0.58808,0.07553,0.78571,0.49667,0.84356,0.40698,0.75709,0.80838,0.87783,0.06021,0.01685,0.58272,0.68508,0.34727,0.40498,0.01942,0.00974,0.2774,0.69096,0.12245,0.36554,0.12727,0,0.59384,0.008,0.56216,0.06618,0.17045,0.47277,0.64623,0.90526,0.50773,0.29213,0.77099,0.85969,0.35524,0.66728,0.85269,0.88219,0.52681,0.18817,0.4553,0.63659,0.15571,0.17232,0.20833,0.74203,0.00272,0.49162,0.01199,0.47191,0.01571,0.00467,0.38244,0.00295,0.36944,0.06615,0.00403,0.6022,0.81556,0.50743,0.05556,0.5868,0.53361,0.85859,0.57674,0.85941,0.63043,0.73674,0.03725,0.10864,0.61697,0.38941,0.3239,0.46715,0.0116,0,0.12299,0.66384,0.41468,0.27876,0.33251,0.01657,0.56623,0.01478,0.57436,0.05705,0.21192,0.60204,0.62892,0.63171,0.35622,0.08876,0.58551,0.40416,0.9569,0.74526,0.8309,0.91971,0.97268,0.23894,0.55353,0.03341,0.72832,0.67402,0.64873,0.01592,0.12113,0.02195,0.66355,0.01361,0.54144,0.35294,0.0744,0.41379,0.51471,0.33333,0.44839,0.58434,0.64962,0.54746,0.43713,0.68734,0.51682,0.88802,0.64097,0.69549,0.52066,0.52561,0.56193,0.0056,0.01729,0.11719,0.39104,0.39881,0.64384,0.60434,0.30108,0.39185,0.00784,0.34314,0.00968,0.02799,0.19697,0.01026,0.03125,0.00528,0.26016,0.15356,0.65385,0.72353,0.00977,1
MUSK-322,0.20863,0.03367,0.13655,0.54412,0,0.38542,0.63021,0.83294,0.66313,0.32271,0.63109,0.46169,0.48926,0.6,0.49864,0.16616,0.80571,0.50333,0.59604,0.47287,0.66802,0.81437,0.9095,0.02356,0.01124,0.7358,0.74586,0.2283,0.42368,0.00728,0.00325,0.5,0.45481,0.0907,0.68146,0.11273,0,0.56022,0.008,0.65135,0.09926,0.12784,0.37908,0.66274,0.54211,0.52097,0.31086,0.59796,0.65702,0.43737,0.46801,0.78187,0.96986,0.39394,0.0672,0.66736,0.66667,0.15917,0.50565,0.15741,0.11884,0.03804,0.59777,0.00959,0.48689,0.04712,0.00467,0.39377,0.00295,0.48333,0.10895,0.00403,0.54286,0.50444,0.46287,0.04762,0.59413,0.60504,0.56566,0.56977,0.75057,0.68207,0.66012,0.12894,0.14815,0.68895,0.47975,0.8522,0.33942,0.0232,0,0.16043,0.35876,0.35317,0.52212,0.40148,0.32873,0.54805,0,0.62051,0.07383,0.18543,0.52041,0.59518,0.54987,0.50429,0.21302,0.53913,0.43649,0.54023,0.51762,0.80585,0.87835,0.99727,0.33407,0.55809,0.03103,0.67341,0.66912,0.67422,0.01592,0.10052,0.09024,0.39564,0.32653,0.27624,0.24755,0.04595,0.30603,0.53235,0.62821,0.79032,0.49799,0.42614,0.57837,0.34431,0.65375,0.44037,1,0.68966,0.65414,0.58127,0.57412,0.56495,0.0056,0.01729,0.13281,0.5194,0.50893,0.72055,0.65041,0.42294,0.43574,0.00784,0.39869,0.03548,0.03053,0.18687,0.01026,0.00938,0.11609,0.1626,0.02622,0.64103,0.83824,0.2215,1
MUSK-322,0.10072,0.0202,0.23293,0.46324,0.00282,0.02604,0.54688,0.642,0.54111,0.36255,0.66821,0.78161,0.6253,0.62143,0.57182,0.12387,0.76286,0.5255,0.8495,0.42054,0.47166,0.49401,0.6086,0.03141,0.01685,0.64444,0.72652,0.17685,0.40187,0.04369,0.00974,0.2774,0.69388,0.17914,0.36031,0.12727,0,0.62465,0.008,0.72432,0.11397,0.1733,0.50763,0.62972,0.89474,0.54967,0.25468,0.5598,0.87751,0.36756,0.64351,0.48159,0.59452,0.48019,0.18548,0.71726,0.64912,0.08997,0.16384,0.24769,0.73623,0.00272,0.49162,0.02158,0.47191,0.01571,0.00467,0.54674,0.00295,0.60278,0.15953,0.00403,0.62857,0.8,0.51238,0.07143,0.62103,0.5105,0.85859,0.59767,0.43991,0.50815,0.67976,0.03152,0.12593,0.50643,0.45171,0.93396,0.46715,0.0232,0,0.12299,0.66949,0.47222,0.26991,0.33251,0.02486,0.5013,0.03941,0.64615,0.06711,0.21192,0.60204,0.6241,0.61125,0.37124,0.31657,0.70145,0.40878,0.95402,0.75339,0.53445,0.50608,0.60929,0.22345,0.52164,0.02625,0.77457,0.59559,0.57507,0.02387,0.12113,0.02927,0.66667,0.01361,0.54144,0.42892,0.11816,0.47629,0.51471,0.32906,0.44516,0.48394,0.63068,0.54084,0.36228,0.52713,0.26606,0.66927,0.63489,0.66165,0.69421,0.63073,0.60423,0.0056,0.01729,0.11719,0.60896,0.54762,0.75342,0.5935,0.30108,0.38871,0.00784,0.34314,0.00645,0.04071,0.29798,0.02308,0.03125,0.00792,0.26016,0.15356,0.65385,0.72353,0.00977,1
MUSK-322,0.10791,0.04714,0.15663,0.51103,0,0.13542,0.60156,0.52983,0.74801,0.40438,0.66357,0.82375,0.65394,0.78571,0.59892,0.1148,0.8,0.57871,0.78416,0.37403,0.72874,0.82934,0.89819,0.01309,0.00843,0.61975,0.75414,0.30547,0.31776,0.05825,0.00649,0.48288,0.61224,0.21542,0.4282,0.09455,0.00251,0.54622,0,0.65405,0.125,0.03977,0.54466,0.62264,0.96316,0.54305,0.26217,0.63104,0.67706,0.3655,0.71664,0.83569,0.93425,0.47319,0.18548,0.50312,0.65163,0.19031,0.30508,0.28935,0.62899,0.02989,0.45251,0.02638,0.55805,0.09424,0.00467,0.40227,0.00295,0.50833,0.1323,0.00806,0.64396,0.91333,0.53465,0.09524,0.61858,0.48319,0.85253,0.5907,0.81406,0.66304,0.7387,0.17479,0.15062,0.63239,0.53271,0.25472,0.41606,0.02784,0.00541,0.19786,0.62429,0.49603,0.53982,0.21921,0.39227,0.56104,0,0.60513,0.10403,0.10265,0.6148,0.61687,0.69565,0.35622,0.14201,0.58841,0.40185,0.95402,0.66396,0.82046,0.90754,0.99454,0.17699,0.43736,0.01432,0.63006,0.65196,0.69405,0.02122,0.06701,0.03902,0.66667,0.55102,0.22652,0.48775,0.14223,0.51509,0.41765,0.61538,0.03871,0.62851,0.77083,0.74614,0.31138,0.63824,0.37615,0.95052,0.6288,0.68233,0.58127,0.55256,0.56193,0.0056,0.01729,0.0625,0.55522,0.55357,0.72603,0.65854,0.36559,0.53605,0.01176,0.12745,0.02903,0.06107,0.33333,0.03077,0.01563,0.33509,0.21409,0.11985,0.69872,0.87353,0.39414,1
MUSK-322,0.02158,0.04714,0.15663,0.39706,0,0.07813,0.59896,0.53461,0.73475,0.41434,0.65661,0.81992,0.65632,0.77857,0.60434,0.0997,0.79429,0.56984,0.78812,0.37209,0.72672,0.81737,0.89819,0.02094,0.01404,0.62469,0.75138,0.30868,0.46729,0.05825,0.00649,0.02397,0.28571,0.21542,0.68668,0.15636,0.58396,0.54062,0.004,0.65135,0.12132,0.11648,0.5512,0.61557,0.96579,0.53201,0.26217,0.62341,0.69488,0.37372,0.70932,0.82153,0.93151,0.48718,0.09409,0.5052,0.65163,0.19377,0.4661,0.29861,0.44928,0,0.20112,0.02638,0.48689,0.05236,0.00467,0.39943,0.00295,0.50833,0.1323,0.00806,0.64176,0.90889,0.54208,0.0873,0.61614,0.47269,0.85253,0.5907,0.80726,0.65489,0.73674,0.02006,0.15802,0.63239,0.53271,0.26415,0.40146,0.0232,0,0.06952,0.37571,0.49405,0.42035,0.03941,0.04972,0.55584,0.00493,0.60256,0.10067,0.16225,0.61735,0.61446,0.69821,0.34335,0.13905,0.58551,0.40416,0.96264,0.67209,0.82046,0.90024,0.98907,0.18142,0.44647,0.02387,0.63295,0.65196,0.69122,0.02387,0.13918,0.07561,0.41433,0.32313,0.37569,0.4951,0.14223,0.51724,0.68235,0.69231,0.73226,0.61446,0.76136,0.73068,0.30539,0.63307,0.37003,0.95052,0.63692,0.68421,0.57851,0.54987,0.55589,0.0056,0.01729,0.07031,0.55224,0.5506,0.72329,0.58808,0.39068,0.30408,0.01176,0.04575,0.00645,0.05089,0.32323,0.02821,0.03438,0.28232,0.27913,0.32959,0.87179,0.85294,0.61889,1
MUSK-322,0.20863,0.0101,0.13655,0.54412,0,0.375,0.53906,0.53699,0.53846,0.4004,0.64037,0.82567,0.63962,0.77857,0.61789,0.10272,0.67143,0.72506,0.7901,0.37209,0.60729,0.49102,0.52941,0.05497,0.01404,0.58519,0.58011,0.41158,0.42679,0.02913,0.00325,0.50342,0.46939,0.14286,0.67363,0.11636,0,0.71148,0.004,0.51892,0.03309,0.12784,0.53595,0.62736,0.96579,0.48124,0.11985,0.77354,0.6882,0.37988,0.71846,0.52975,0.51781,0.55245,0.06989,0.46985,0.57393,0.13841,0.50282,0.25926,0.14203,0.04076,0.60335,0.00959,0.48315,0.04188,0.00467,0.52691,0.00295,0.41389,0.03502,0.00403,0.62637,0.91333,0.56188,0.06349,0.54768,0.51681,0.85657,0.58605,0.60091,0.46739,0.69352,0.14327,0.14321,0.58098,0.28349,0.49371,0.33942,0.01624,0,0.16043,0.36723,0.44246,0.51327,0.39901,0.27348,0.60519,0.05419,0.50256,0.03356,0.18212,0.63776,0.63614,0.69821,0.54506,0.59172,0.9942,0.42494,0.9569,0.65854,0.58038,0.60341,0.55738,0.19248,0.49886,0.0358,0.79769,0.65441,0.5864,0.01326,0.10052,0.0878,0.42368,0.34354,0.29282,0.43873,0.08972,0.46767,0.52647,0.62393,0.79032,0.65261,0.77083,0.73731,0.5509,0.72351,0.50765,0.5,0.48276,0.6109,0.60882,0.52022,0.63746,0.0056,0.01729,0.10938,0.30746,0.28869,0.52329,0.65583,0.42294,0.44514,0.01176,0.40196,0.04516,0.03053,0.18687,0.01026,0.00625,0.11346,0.1626,0.02622,0.63462,0.83529,0.21173,1
MUSK-322,0.09353,0.03704,0.10442,0.46691,0.00282,0.02344,0.57031,0.65394,0.85942,0.48406,0.56845,0.56705,0.66348,0.57381,0.54472,0.1994,0.78857,0.77827,0.46337,0.36628,0.7834,0.78144,0.85747,0.02618,0.01685,0.52099,0.72376,0.40193,0.39564,0.0534,0.01299,0.2911,0.69388,0.13605,0.35248,0.13091,0,0.59104,0.004,0.59459,0.09559,0.17614,0.59259,0.58962,0.62368,0.42605,0.23596,0.86768,0.5167,0.47639,0.57952,0.86119,0.8274,0.51049,0.19086,0.47609,0.6416,0.19377,0.14972,0.34954,0.73333,0.00272,0.47486,0.01918,0.47191,0.01047,0.00467,0.3796,0.00295,0.41667,0.09339,0.00806,0.60879,0.64222,0.61881,0.0873,0.62103,0.65336,0.5596,0.55814,0.89116,0.60326,0.67191,0.03725,0.22963,0.57584,0.47664,0.41509,0.46715,0.01856,0,0.12299,0.67797,0.41667,0.26106,0.3202,0.01657,0.58442,0.00493,0.57949,0.08389,0.21192,0.65306,0.59759,0.51662,0.72532,0.40533,0.77971,0.47113,0.5546,0.49051,0.83299,0.92457,0.95082,0.25442,0.32802,0.02864,0.70809,0.66912,0.68839,0.02387,0.11856,0.02439,0.66978,0.02381,0.54144,0.51225,0.10503,0.48922,0.51176,0.32051,0.43548,0.66867,0.55492,0.69536,0.39222,0.68734,0.45566,0.82292,0.51927,0.59023,0.53719,0.52291,0.571,0.0056,0.01729,0.08594,0.46269,0.47619,0.67945,0.57995,0.30108,0.37618,0.01176,0.34967,0.0129,0.0458,0.11364,0.02308,0.03125,0,0.25745,0.16479,0.66026,0.71765,0,1
MUSK-323,0.1295,0.0303,0.16466,0.50735,0,0.70052,0.5651,0.56563,0.53846,0.4243,0.65197,0.57471,0.66348,0.52619,0.52575,0.08157,0.80286,0.57206,0.53069,0.35659,0.46761,0.5,0.6086,0.02094,0.01124,0.46667,0.74862,0.15434,0.57944,0.05583,0.00974,0.49315,0.62974,0.25624,0.51175,0.09455,0.77694,0.54622,0.004,0.67838,0.11029,0.04261,0.55991,0.60613,0.60789,0.5011,0.27715,0.51145,0.48775,0.3922,0.46435,0.51275,0.5589,0.49883,0.18817,0.50728,0.66667,0.14533,0.71751,0.29167,0.62319,0.03261,0.46927,0.22542,0.94382,0.09948,0.00234,0.42776,0.00295,0.525,0.1284,0.00806,0.64396,0.60667,0.56931,0.0873,0.62592,0.47059,0.59798,0.58837,0.49887,0.5,0.49705,0.17192,0.16296,0.509,0.4891,0.24214,0.4635,0.14617,0.00541,0.19786,0.64689,0.47421,0.53982,0.23645,0.8674,0.53506,0.00493,0.63077,0.08054,0.10596,0.64286,0.63373,0.52174,0.32403,0.16272,0.61159,0.41801,0.57184,0.51762,0.55532,0.58637,0.62568,0.17478,0.41913,0.02148,0.60116,0.65441,0.66006,0.02122,0.11856,0.16098,0.65109,0.54762,0.22099,0.48529,0.17505,0.50431,0.76176,0.60684,0.45484,0.45783,0.49432,0.52097,0.29042,0.6124,0.34862,0.58854,0.45842,0.44737,0.61708,0.5903,0.56193,0.0056,0.01729,0.07031,0.55522,0.53274,0.73699,0.65041,0.62724,0.52978,0.01176,0.15033,0.03226,0.05344,0.2702,0.28974,0.01563,0.33245,0.20867,0.10861,0.69231,0.87059,0.38111,1
