@relation Vehicle.arff

@attribute att01 numeric
@attribute att11 numeric
@attribute att21 numeric
@attribute att31 numeric
@attribute att41 numeric
@attribute att51 numeric
@attribute att61 numeric
@attribute att71 numeric
@attribute att81 numeric
@attribute att91 numeric
@attribute att101 numeric
@attribute att111 numeric
@attribute att121 numeric
@attribute att131 numeric
@attribute att141 numeric
@attribute att151 numeric
@attribute att161 numeric
@attribute att171 numeric
@attribute class {opel,van,saab,bus}

@data
0.71739,0.80769,0.90278,0.26201,0.01099,0.0566,0.88235,0.02857,0.83333,0.67143,0.73158,0.84772,0.84277,0.32895,0.54545,0.02439,0.16667,0.03333,bus
0.45652,0.46154,0.44444,0.32751,0.24176,0.07547,0.28758,0.42857,0.16667,0.37143,0.26842,0.22662,0.51572,0.13158,0.22727,0.12195,0.56667,0.56667,bus
0.71739,0.84615,0.80556,0.52402,0.23077,0.16981,0.6732,0.14286,0.58333,0.74286,0.48421,0.59353,0.66038,0.11842,0.09091,0.70732,0.43333,0.66667,opel
0.45652,0.38462,0.58333,0.13974,0.07692,0.15094,0.28105,0.48571,0.16667,0.44286,0.24211,0.20983,0.32704,0.19737,0.04545,0.14634,0.33333,0.53333,van
0.32609,0.11538,0.18056,0.0393,0.10989,0.01887,0.03922,0.88571,0,0.14286,0.03684,0.02398,0.16981,0.38158,0.31818,0.34146,0.13333,0.06667,van
0.63043,0.80769,0.80556,0.27511,0.06593,0.15094,0.68627,0.14286,0.58333,0.8,0.51579,0.60911,0.71698,0.17105,0,0.7561,0.36667,0.56667,opel
0.6087,0.88462,0.83333,0.43668,0.16484,0.18868,0.75163,0.11429,0.66667,0.85714,0.53158,0.68705,0.59748,0.18421,0,0.26829,0.33333,0.53333,opel
0.69565,0.80769,0.77778,0.35371,0.10989,0.15094,0.69935,0.11429,0.66667,0.74286,0.53158,0.6259,0.67925,0.21053,0.22727,0.29268,0.36667,0.46667,opel
0.28261,0.11538,0.36111,0.1048,0.10989,0.11321,0.12418,0.74286,0.08333,0.12857,0.09474,0.08153,0.18868,0.22368,0.22727,0.65854,0.23333,0.2,opel
0.3913,0.23077,0.44444,0.12664,0.08791,0.09434,0.22222,0.57143,0.16667,0.2,0.21053,0.15588,0.25157,0.23684,0.40909,0.43902,0.26667,0.26667,saab
0.52174,0.5,0.75,0.45852,0.21978,0.15094,0.54248,0.22857,0.41667,0.41429,0.49474,0.46643,0.53459,0.14474,0,0.34146,0.4,0.53333,opel
0.91304,0.76923,0.83333,0.44105,0.18681,0.16981,0.70588,0.11429,0.66667,0.68571,0.52105,0.6307,0.66038,0.15789,0.95455,0.26829,0.43333,0.6,saab
0.6087,0.69231,1,0.42358,0.13187,0.16981,0.66667,0.17143,0.58333,0.62857,0.48947,0.57914,0.53459,0.07895,0,0.87805,0.46667,0.83333,saab
0.43478,0.07692,0.52778,0.25328,0.14286,0.11321,0.24837,0.54286,0.16667,0.1,0.22105,0.17626,0.1761,0.10526,0.09091,0.80488,0.5,0.56667,opel
0.47826,0.5,0.72222,0.24017,0.17582,0.16981,0.31373,0.45714,0.25,0.55714,0.24211,0.22542,0.38994,0.14474,0.31818,0.5122,0.43333,0.63333,van
0.6087,0.84615,0.90278,0.34061,0.13187,0.15094,0.6732,0.14286,0.58333,0.84286,0.47895,0.59233,0.71698,0.19737,0.54545,0.63415,0.33333,0.46667,opel
0.28261,0.38462,0.41667,0.09607,0.0989,0.07547,0.23529,0.57143,0.16667,0.38571,0.18947,0.15947,0.38994,0.35526,0.27273,0.21951,0.1,0.03333,bus
0.32609,0.19231,0.51389,0.22707,0.0989,0.09434,0.33333,0.42857,0.25,0.15714,0.28421,0.253,0.19497,0.10526,0.04545,0.21951,0.53333,0.56667,opel
0.65217,0.80769,0.93056,0.37118,0.0989,0.16981,0.72549,0.11429,0.66667,0.8,0.5,0.65348,0.57233,0.14474,0,0.70732,0.36667,0.66667,opel
0.47826,0.15385,0.43056,0.29258,0.15385,0.13208,0.29412,0.48571,0.25,0.22857,0.25263,0.21703,0.10063,0.05263,0.22727,0.97561,0.66667,0.9,saab
0.34783,0.19231,0.47222,0.14847,0.13187,0.09434,0.15686,0.65714,0.08333,0.21429,0.19474,0.11271,0.1195,0.17105,0.31818,0.17073,0.43333,0.4,van
0.06522,0.19231,0.25,0.0917,0.12088,0.0566,0.13725,0.71429,0.08333,0.12857,0.11579,0.08993,0.22642,0.36842,0,0.5122,0.03333,0.1,opel
0.41304,0.34615,0.48611,0.29694,0.14286,0.11321,0.22876,0.54286,0.16667,0.34286,0.23158,0.16547,0.32075,0.03947,1,0.2439,1,1,opel
0.73913,0.80769,0.94444,0.54148,0.23077,0.18868,0.69281,0.14286,0.66667,0.74286,0.48947,0.61871,0.72327,0.10526,0.59091,0.60976,0.46667,0.76667,saab
0.26087,0.26923,0.48611,0.1441,0.0989,0.09434,0.26144,0.51429,0.16667,0.22857,0.22632,0.18585,0.32075,0.22368,0.31818,0.39024,0.2,0.2,saab
0.32609,0.23077,0.5,0.22271,0.16484,0.11321,0.1634,0.62857,0.08333,0.27143,0.13684,0.11631,0.09434,0.05263,0.13636,0.14634,0.83333,0.93333,van
0.34783,0.26923,0.68056,0.30568,0.12088,0.11321,0.42484,0.31429,0.33333,0.21429,0.37895,0.34412,0.28931,0.14474,0.31818,0.43902,0.43333,0.5,saab
0.43478,0.26923,0.45833,0.15284,0.12088,0.07547,0.15686,0.65714,0.08333,0.28571,0.18947,0.10911,0.1761,0.18421,0,0,0.36667,0.23333,van
0.34783,0.11538,0.40278,0.25328,0.17582,0.07547,0.18301,0.62857,0.08333,0.18571,0.17895,0.1283,0.10692,0.09211,0.04545,0.92683,0.56667,0.76667,saab
0.36957,0.38462,0.56944,0.55459,0.54945,0.83019,0.24837,0.54286,0.16667,0.44286,0.36842,0.17746,0.34591,0.42105,0.22727,0.21951,0.33333,0.5,van
0.69565,0.73077,0.93056,0.44978,0.14286,0.16981,0.69281,0.14286,0.58333,0.7,0.47895,0.6199,0.55346,0.09211,0,0.4878,0.5,0.73333,opel
0.41304,0.46154,0.5,0.25328,0.10989,0.09434,0.30719,0.42857,0.25,0.41429,0.28421,0.23621,0.42767,0.13158,0.36364,0.2439,0.46667,0.46667,saab
0.52174,0.42308,0.76389,0.42795,0.20879,0.13208,0.49673,0.25714,0.41667,0.37143,0.45263,0.41007,0.41509,0.17105,0.68182,0.26829,0.46667,0.53333,saab
0.78261,0.61538,0.875,0.35808,0.10989,0.16981,0.61438,0.17143,0.5,0.54286,0.43158,0.53477,0.48428,0.07895,0.54545,0.5122,0.53333,0.66667,opel
0.47826,0.53846,0.45833,0.39738,0.25275,0.09434,0.35948,0.34286,0.25,0.48571,0.28421,0.29496,0.47799,0.13158,0.40909,0.46341,0.8,0.83333,bus
0.28261,0.38462,0.29167,0.0655,0.06593,0.11321,0.24837,0.57143,0.16667,0.37143,0.20526,0.17026,0.39623,0.34211,0.36364,0.19512,0.1,0.03333,bus
0.32609,0.57692,0.69444,0.32314,0.14286,0.11321,0.41176,0.34286,0.33333,0.48571,0.36842,0.33094,0.55975,0.11842,0.59091,0.39024,0.53333,0.6,saab
0.73913,0.84615,0.875,0.27511,0.02198,0.09434,0.91503,0.02857,0.91667,0.77143,0.73158,0.86331,0.81761,0.31579,0.22727,0.73171,0.1,0.16667,bus
0.67391,0.61538,0.90278,0.45852,0.15385,0.16981,0.62092,0.17143,0.58333,0.55714,0.45789,0.54317,0.37107,0.06579,0,0.46341,0.56667,0.86667,saab
0.34783,0.30769,0.31944,0.131,0.13187,0.07547,0.0719,0.82857,0,0.27143,0.09474,0.04676,0.25786,0.22368,0.54545,0.07317,0.33333,0.23333,van
0.36957,0.23077,0.23611,0.04367,0.01099,0.09434,0.15033,0.71429,0.08333,0.3,0.13158,0.09233,0.26415,0.34211,0.54545,0.19512,0.23333,0.03333,van
0.54348,0.42308,0.66667,0.31441,0.21978,0.15094,0.30065,0.48571,0.25,0.44286,0.22632,0.21942,0.28302,0.09211,0.63636,0.21951,0.6,0.7,van
0.63043,0.84615,0.84722,0.47598,0.21978,0.18868,0.71895,0.11429,0.66667,0.84286,0.50526,0.64149,0.65409,0.15789,0.09091,0.5122,0.36667,0.6,saab
0.28261,0.26923,0.36111,0.15284,0.13187,0.09434,0.06536,0.8,0,0.3,0.07895,0.04916,0.21384,0.05263,0.31818,0.26829,0.86667,0.9,van
0.6087,0.61538,0.875,0.47162,0.21978,0.15094,0.5817,0.2,0.5,0.54286,0.44737,0.5,0.40881,0.13158,0.18182,0.26829,0.43333,0.5,opel
0.78261,0.84615,0.77778,0.37991,0.10989,0.07547,0.84314,0.05714,0.75,0.74286,0.72105,0.80695,0.83648,0.34211,0.36364,0.21951,0.26667,0.1,bus
0.41304,0.46154,0.47222,0.36245,0.2967,0.09434,0.29412,0.42857,0.16667,0.35714,0.25789,0.22902,0.46541,0.14474,0.36364,0.14634,0.63333,0.66667,bus
0.32609,0.03846,0.25,0.15721,0.13187,0.07547,0.09804,0.74286,0.08333,0.17143,0.09474,0.07074,0.02516,0.05263,0.18182,0.2439,0.76667,0.83333,van
0.43478,0.23077,0.63889,0.33188,0.13187,0.13208,0.35948,0.37143,0.25,0.22857,0.29474,0.28058,0.12579,0.05263,0.27273,0.41463,0.7,0.76667,saab
0.5,0.15385,0.47222,0.36245,0.23077,0.11321,0.30719,0.45714,0.25,0.22857,0.27895,0.23261,0.15723,0.13158,0.13636,0.39024,0.46667,0.53333,saab
0.32609,0.38462,0.41667,0.31878,0.2967,0.32075,0.26144,0.51429,0.16667,0.35714,0.26316,0.18945,0.37107,0.22368,0.04545,0.21951,0.33333,0.26667,bus
0.32609,0.42308,0.61111,0.13537,0.08791,0.18868,0.28105,0.51429,0.25,0.57143,0.24211,0.20024,0.34591,0.21053,0.31818,0.26829,0.23333,0.46667,van
0.41304,0.26923,0.36111,0.03057,0.01099,0.09434,0.17647,0.68571,0.16667,0.31429,0.15263,0.11151,0.24528,0.34211,0.54545,0.46341,0.2,0.06667,van
0.32609,0.42308,0.41667,0.20524,0.15385,0.11321,0.20261,0.57143,0.08333,0.35714,0.17368,0.15228,0.40252,0.11842,0.31818,0.19512,0.66667,0.73333,bus
0.45652,0.23077,0.48611,0.34934,0.27473,0.11321,0.28105,0.45714,0.16667,0.21429,0.23684,0.21703,0.22642,0.14474,0.18182,0.12195,0.53333,0.63333,bus
0.73913,0.69231,0.875,0.34061,0.0989,0.16981,0.66013,0.14286,0.58333,0.62857,0.50526,0.58633,0.67925,0.17105,0.09091,0.09756,0.4,0.56667,saab
0.28261,0.19231,0.25,0.0655,0.0989,0.03774,0.03922,0.88571,0,0.15714,0.05263,0.02878,0.27044,0.25,0.40909,0.04878,0.26667,0.16667,van
0.13043,0.23077,0.44444,0.10044,0.06593,0.13208,0.19608,0.62857,0.16667,0.24286,0.18421,0.13309,0.22013,0.23684,0.31818,0.5122,0.16667,0.26667,opel
0.36957,0.23077,0.68056,0.33624,0.16484,0.11321,0.41176,0.34286,0.33333,0.2,0.36842,0.32854,0.28302,0.14474,0.5,0.36585,0.43333,0.46667,saab
0.28261,0.46154,0.36111,0.09607,0.10989,0.11321,0.23529,0.57143,0.16667,0.38571,0.21053,0.16427,0.48428,0.35526,0,0.17073,0.1,0.03333,bus
0.86957,0.57692,0.80556,0.45415,0.16484,0.13208,0.59477,0.2,0.5,0.47143,0.45263,0.51439,0.46541,0.06579,0.77273,0.70732,0.56667,0.76667,saab
0.30435,0.61538,0.63889,0.37555,0.18681,0.13208,0.42484,0.31429,0.33333,0.5,0.35263,0.34412,0.62893,0.10526,0.5,0.17073,0.53333,0.6,opel
0.76087,0.88462,0.86111,0.62009,0.30769,0.07547,0.83007,0.05714,0.75,0.7,0.70526,0.80456,0.74843,0.30263,0.40909,0.31707,0.33333,0.13333,bus
0.28261,0.26923,0.36111,0.14847,0.13187,0.03774,0.1634,0.65714,0.08333,0.21429,0.16842,0.11391,0.26415,0.19737,0.27273,0.34146,0.33333,0.3,saab
0.26087,0.38462,0.36111,0.07424,0.07692,0.09434,0.24837,0.57143,0.16667,0.41429,0.20526,0.16787,0.41509,0.36842,0,0.12195,0.1,0.03333,bus
0.6087,0.88462,0.84722,0.55459,0.27473,0.15094,0.68627,0.14286,0.58333,0.75714,0.53684,0.61631,0.67296,0.17105,0.09091,0.14634,0.36667,0.53333,saab
0.69565,0.84615,0.77778,0.33624,0.0989,0.13208,0.69935,0.11429,0.66667,0.81429,0.53158,0.63429,0.67296,0.19737,0.18182,0.12195,0.36667,0.43333,opel
0.32609,0.23077,0.66667,0.39301,0.24176,0.11321,0.36601,0.4,0.25,0.21429,0.36316,0.27818,0.26415,0.19737,0.13636,0.53659,0.33333,0.36667,opel
0.86957,0.76923,0.73611,0.40611,0.16484,0.16981,0.67974,0.14286,0.58333,0.67143,0.47895,0.60432,0.54717,0.17105,0.27273,0.60976,0.4,0.6,saab
0.34783,0.34615,0.48611,0.15721,0.08791,0.07547,0.21569,0.57143,0.16667,0.3,0.21053,0.15348,0.35849,0.15789,0.68182,0.63415,0.5,0.56667,opel
0.28261,0.5,0.45833,0.0917,0.10989,0.07547,0.2549,0.54286,0.16667,0.41429,0.21053,0.17986,0.49686,0.30263,0.40909,0.26829,0.13333,0.1,bus
0.93478,0.76923,0.97222,0.55459,0.21978,0.18868,0.68627,0.14286,0.58333,0.67143,0.53158,0.60911,0.71069,0.10526,0.72727,0.68293,0.53333,0.83333,saab
0.34783,0.5,0.51389,0.0917,0.05495,0.15094,0.28758,0.51429,0.25,0.6,0.21579,0.20024,0.42767,0.25,0.31818,0.41463,0.23333,0.33333,van
0.34783,0.57692,0.625,0.37118,0.18681,0.11321,0.37255,0.37143,0.25,0.5,0.30526,0.29137,0.50943,0.06579,0.72727,0.12195,0.63333,0.66667,saab
0.21739,0.30769,0.41667,0.22271,0.1978,0.09434,0.20915,0.57143,0.16667,0.32857,0.2,0.14988,0.23899,0.15789,0.18182,0.29268,0.4,0.46667,bus
0.32609,0.38462,0.61111,0.13974,0.08791,0.16981,0.27451,0.51429,0.16667,0.45714,0.23158,0.19904,0.34591,0.18421,0.27273,0.04878,0.3,0.5,van
0.5,0.53846,0.875,0.48472,0.24176,0.15094,0.57516,0.2,0.5,0.41429,0.47368,0.4964,0.57233,0.18421,0.27273,0.14634,0.36667,0.43333,opel
0.32609,0.15385,0.23611,0.12227,0.16484,0.07547,0.15033,0.68571,0.08333,0.1,0.11053,0.09712,0.22013,0.31579,0.72727,0.39024,0.13333,0.1,saab
0.54348,0.19231,0.36111,0.11354,0.08791,0.09434,0.11765,0.71429,0.08333,0.28571,0.15789,0.08034,0.08805,0.13158,0.13636,0.29268,0.5,0.43333,van
0.34783,0.46154,0.56944,0.62009,0.6044,0.77358,0.28105,0.51429,0.25,0.6,0.36842,0.19544,0.42767,0.40789,0.40909,0.41463,0.23333,0.36667,van
0.30435,0.34615,0.5,0.24017,0.1978,0.0566,0.28105,0.45714,0.16667,0.28571,0.28421,0.21343,0.30189,0.22368,0.27273,0.29268,0.43333,0.4,bus
0.43478,0.11538,0.31944,0.15284,0.10989,0.11321,0.13072,0.68571,0.08333,0.25714,0.14737,0.09113,0.07547,0.10526,0.13636,0.65854,0.56667,0.66667,van
0.78261,0.84615,0.86111,0.28384,0.04396,0.07547,0.84314,0.02857,0.75,0.67143,0.71053,0.82254,0.86792,0.32895,0.45455,0.26829,0.26667,0.06667,bus
0.36957,0.19231,0.48611,0.26201,0.18681,0.09434,0.2549,0.48571,0.16667,0.18571,0.2,0.19305,0.18868,0.09211,0,0,0.63333,0.76667,bus
0.54348,0.73077,0.63889,0.44978,0.24176,0.0566,0.52288,0.2,0.41667,0.61429,0.43158,0.46283,0.7044,0.21053,0.18182,0.14634,0.6,0.46667,bus
0.19565,0.15385,0.36111,0.09607,0.07692,0.09434,0.13072,0.74286,0.08333,0.12857,0.09474,0.08153,0.20755,0.17105,0.77273,0.17073,0.23333,0.2,saab
0.3913,0.26923,0.80556,0.38428,0.18681,0.13208,0.42484,0.34286,0.33333,0.24286,0.33684,0.33693,0.3522,0.09211,0.40909,0.85366,0.63333,0.8,saab
0.54348,0.26923,0.51389,0.29258,0.15385,0.07547,0.39216,0.31429,0.33333,0.3,0.35263,0.32734,0.20126,0.17105,0.18182,0.41463,0.76667,0.66667,bus
0.71739,0.76923,0.80556,0.38865,0.14286,0.15094,0.6732,0.14286,0.58333,0.72857,0.49474,0.59592,0.68553,0.18421,0.36364,0.5122,0.4,0.53333,saab
0.43478,0.38462,0.52778,0.27074,0.13187,0.09434,0.2549,0.51429,0.16667,0.32857,0.27368,0.18945,0.40881,0.11842,0.68182,0.04878,0.56667,0.53333,opel
0.45652,0.15385,0.44444,0.38865,0.27473,0.07547,0.30065,0.42857,0.16667,0.21429,0.28421,0.24101,0.11321,0.14474,0,0.34146,0.8,0.76667,bus
0.34783,0.11538,0.38889,0.19651,0.14286,0.11321,0.13725,0.68571,0.08333,0.22857,0.12105,0.09712,0.06289,0.03947,0.27273,0.43902,0.83333,0.93333,van
0.26087,0.46154,0.41667,0.11354,0.12088,0.11321,0.2549,0.54286,0.16667,0.4,0.21579,0.17986,0.49057,0.26316,0.09091,0.12195,0.16667,0.16667,bus
0.28261,0.46154,0.45833,0.20961,0.17582,0.07547,0.24183,0.51429,0.16667,0.38571,0.21053,0.18106,0.42138,0.15789,0.27273,0.02439,0.43333,0.5,bus
0.71739,0.57692,0.93056,0.42795,0.15385,0.15094,0.62092,0.17143,0.58333,0.5,0.51053,0.54077,0.57233,0.14474,0.22727,0.68293,0.46667,0.73333,saab
0.73913,0.73077,0.875,0.35808,0.10989,0.16981,0.66667,0.14286,0.58333,0.62857,0.45789,0.58993,0.50314,0.09211,0.27273,0.12195,0.43333,0.56667,opel
0.78261,0.69231,0.83333,0.40611,0.13187,0.15094,0.52288,0.22857,0.41667,0.61429,0.42105,0.44245,0.54088,0.06579,0.63636,0.07317,0.66667,0.7,opel
0.78261,0.57692,0.93056,0.48472,0.16484,0.15094,0.60784,0.17143,0.5,0.57143,0.48421,0.52758,0.37107,0.07895,0.40909,0.78049,0.63333,0.83333,opel
0.36957,0.65385,0.69444,0.36681,0.15385,0.15094,0.45098,0.28571,0.33333,0.57143,0.42632,0.3693,0.69811,0.13158,0.27273,0.46341,0.5,0.6,saab
0.43478,0.46154,0.59722,0.16594,0.0989,0.15094,0.29412,0.48571,0.25,0.52857,0.26316,0.21583,0.49686,0.21053,0.04545,0.5122,0.26667,0.53333,van
0.19565,0.30769,0.41667,0.22271,0.18681,0.09434,0.23529,0.54286,0.16667,0.28571,0.22105,0.17266,0.27044,0.17105,0.22727,0.41463,0.36667,0.46667,bus
0.5,0.73077,0.88889,0.51528,0.21978,0.13208,0.56209,0.2,0.5,0.64286,0.45789,0.48561,0.73585,0.10526,0.54545,0.4878,0.53333,0.66667,opel
0.36957,0.34615,0.31944,0.09607,0.08791,0.09434,0.26144,0.54286,0.16667,0.34286,0.22632,0.18225,0.40252,0.28947,0,0.36585,0.13333,0.1,bus
0.43478,0.26923,0.30556,0.05677,0.02198,0.09434,0.12418,0.74286,0.08333,0.38571,0.15789,0.07794,0.2956,0.25,0.36364,0.14634,0.26667,0.1,van
0.3913,0.30769,0.36111,0.1179,0.0989,0.13208,0.0915,0.77143,0.08333,0.37143,0.15263,0.06355,0.28931,0.17105,0.13636,0.2439,0.5,0.43333,van
0.47826,0.46154,0.90278,0.45415,0.18681,0.15094,0.4902,0.28571,0.41667,0.45714,0.37895,0.40288,0.30818,0.06579,0.31818,0.78049,0.73333,1,saab
0.34783,0.15385,0.15278,0.03057,0.07692,0.0566,0.05229,0.85714,0,0.12857,0.04211,0.03477,0.23899,0.30263,0.31818,0.09756,0.16667,0.06667,van
0.63043,0.69231,0.72222,0.39301,0.14286,0.07547,0.70588,0.11429,0.66667,0.62857,0.61579,0.65588,0.62893,0.27632,0.31818,0.17073,0.4,0.16667,bus
0.69565,0.80769,0.83333,0.50655,0.24176,0.15094,0.71242,0.11429,0.66667,0.74286,0.53684,0.64029,0.58491,0.18421,0,0.31707,0.36667,0.6,saab
0.86957,0.92308,0.95833,0.39301,0.0989,0.07547,0.96732,0,0.91667,0.81429,0.83158,0.95683,0.95597,0.34211,0.5,0.5122,0.2,0.06667,bus
0.30435,0.38462,0.34722,0.10044,0.0989,0.11321,0.24183,0.57143,0.16667,0.35714,0.20526,0.16547,0.38994,0.34211,0.27273,0.07317,0.13333,0.03333,bus
0.54348,0.69231,0.77778,0.43231,0.20879,0.15094,0.49673,0.25714,0.41667,0.55714,0.40526,0.41847,0.7673,0.11842,0.45455,0.02439,0.5,0.6,saab
0.45652,0.19231,0.66667,0.32751,0.14286,0.09434,0.37908,0.37143,0.33333,0.18571,0.30526,0.30096,0.22013,0.09211,0.09091,0.68293,0.63333,0.76667,saab
0.19565,0.42308,0.31944,0.08297,0.07692,0.09434,0.2549,0.54286,0.16667,0.41429,0.18947,0.17386,0.47799,0.28947,0.13636,0.09756,0.1,0.03333,bus
0.71739,0.61538,0.77778,0.42358,0.15385,0.15094,0.45098,0.28571,0.33333,0.57143,0.35263,0.3717,0.44654,0.03947,0.86364,0.36585,0.86667,0.93333,opel
0.34783,0.42308,0.58333,0.13974,0.07692,0.07547,0.24183,0.54286,0.16667,0.37143,0.21053,0.17746,0.37107,0.11842,0.45455,0.34146,0.4,0.4,opel
0.43478,0.38462,0.66667,0.28821,0.20879,0.13208,0.24837,0.54286,0.16667,0.41429,0.17895,0.17986,0.21384,0.07895,0.09091,0.41463,0.66667,0.83333,van
0.34783,0.19231,0.55556,0.28384,0.13187,0.09434,0.32026,0.42857,0.25,0.18571,0.29474,0.2458,0.1761,0.11842,0.22727,0.36585,0.53333,0.53333,saab
0.54348,0.42308,0.52778,0.24454,0.17582,0.11321,0.19608,0.6,0.08333,0.42857,0.15789,0.13909,0.38994,0.05263,0.86364,0.04878,0.83333,0.86667,van
0.67391,0.73077,0.77778,0.36681,0.13187,0.13208,0.49673,0.25714,0.41667,0.61429,0.4,0.41487,0.60377,0.10526,0.5,0.19512,0.56667,0.63333,opel
0.56522,0.92308,0.95833,0.50655,0.20879,0.16981,0.71242,0.11429,0.66667,0.82857,0.54737,0.64868,0.79874,0.14474,0.45455,0.60976,0.4,0.63333,opel
0.28261,0.34615,0.34722,0.0917,0.07692,0.09434,0.24837,0.54286,0.16667,0.31429,0.21579,0.17146,0.39623,0.34211,0.09091,0.19512,0.13333,0.03333,bus
0.73913,0.92308,0.86111,0.34934,0.08791,0.09434,0.79739,0.05714,0.75,0.75714,0.59474,0.76499,0.75472,0.23684,0.31818,0.26829,0.36667,0.2,bus
0.78261,0.80769,0.875,0.44105,0.17582,0.16981,0.71895,0.11429,0.66667,0.81429,0.52105,0.64269,0.65409,0.15789,0.27273,0.34146,0.36667,0.63333,saab
