@relation Protein.arff

@attribute att01 numeric
@attribute att11 numeric
@attribute att21 numeric
@attribute att31 numeric
@attribute att41 numeric
@attribute att51 numeric
@attribute att61 numeric
@attribute att71 numeric
@attribute att81 numeric
@attribute att91 numeric
@attribute att101 numeric
@attribute att111 numeric
@attribute att121 numeric
@attribute att131 numeric
@attribute att141 numeric
@attribute att151 numeric
@attribute att161 numeric
@attribute att171 numeric
@attribute att181 numeric
@attribute att191 numeric
@attribute att201 numeric
@attribute att211 numeric
@attribute att221 numeric
@attribute att231 numeric
@attribute att241 numeric
@attribute att251 numeric
@attribute att261 numeric
@attribute att271 numeric
@attribute att281 numeric
@attribute att291 numeric
@attribute att301 numeric
@attribute att311 numeric
@attribute att321 numeric
@attribute att331 numeric
@attribute att341 numeric
@attribute att351 numeric
@attribute att361 numeric
@attribute att371 numeric
@attribute att381 numeric
@attribute att391 numeric
@attribute att401 numeric
@attribute att411 numeric
@attribute att421 numeric
@attribute att431 numeric
@attribute att441 numeric
@attribute att451 numeric
@attribute att461 numeric
@attribute att471 numeric
@attribute att481 numeric
@attribute att491 numeric
@attribute att501 numeric
@attribute att511 numeric
@attribute att521 numeric
@attribute att531 numeric
@attribute att541 numeric
@attribute att551 numeric
@attribute att561 numeric
@attribute att571 numeric
@attribute att581 numeric
@attribute att591 numeric
@attribute att601 numeric
@attribute att611 numeric
@attribute att621 numeric
@attribute att631 numeric
@attribute att641 numeric
@attribute att651 numeric
@attribute att661 numeric
@attribute att671 numeric
@attribute att681 numeric
@attribute att691 numeric
@attribute att701 numeric
@attribute att711 numeric
@attribute att721 numeric
@attribute att731 numeric
@attribute att741 numeric
@attribute att751 numeric
@attribute att761 numeric
@attribute att771 numeric
@attribute att781 numeric
@attribute att791 numeric
@attribute att801 numeric
@attribute att811 numeric
@attribute att821 numeric
@attribute att831 numeric
@attribute att841 numeric
@attribute att851 numeric
@attribute att861 numeric
@attribute att871 numeric
@attribute att881 numeric
@attribute att891 numeric
@attribute att901 numeric
@attribute att911 numeric
@attribute att921 numeric
@attribute att931 numeric
@attribute att941 numeric
@attribute att951 numeric
@attribute att961 numeric
@attribute att971 numeric
@attribute att981 numeric
@attribute att991 numeric
@attribute att1001 numeric
@attribute att1011 numeric
@attribute att1021 numeric
@attribute att1031 numeric
@attribute att1041 numeric
@attribute att1051 numeric
@attribute att1061 numeric
@attribute att1071 numeric
@attribute att1081 numeric
@attribute att1091 numeric
@attribute att1101 numeric
@attribute att1111 numeric
@attribute att1121 numeric
@attribute att1131 numeric
@attribute att1141 numeric
@attribute att1151 numeric
@attribute att1161 numeric
@attribute att1171 numeric
@attribute att1181 numeric
@attribute att1191 numeric
@attribute class {alfa,AmaisB,AsobreB,beta,small}

@data
0.47325,0,0.36207,0.33511,0.60577,0.31119,0.06084,0.24607,0.15736,0.50239,0.19277,0.29371,0.27273,0.18978,0.25405,0.47305,0.2723,0.32911,0.16667,0.33333,0.23988,0.35,0.5954,0.35034,0.62671,0.26075,0.49422,0.14173,0.53314,0.45633,0.73437,0.68862,0.02484,0.61404,0.60268,0.70264,1,0.01364,0.46341,0.69722,0.71698,0.89542,0.37956,0.6309,0.34375,0.53868,0.21779,0.66567,0.01563,0.46875,0.62829,0.71812,0.89542,0.02484,0.56391,0.5098,0.49636,1,0.14173,0.53314,0.55895,0.73437,0.87425,0.62363,0.33421,0.43767,0.50142,0.63851,0.16667,0.0254,0.58237,0.51732,0.67886,1,0.01569,0.30132,0.73203,0.7302,0.84971,0.10309,0.40883,0.52466,0.54319,0.95385,0.42272,0.23684,0.38642,0,0.51128,0.34101,0.0052,0.09252,0.33644,0.53347,0.812,0.27694,0.41164,0.59448,0.86506,0.963,0.94231,0.47251,0.72924,0.84615,1,0.48859,0.59716,0.60668,0.39623,0.3003,0.0381,0.69597,0.64356,0.61516,1,0.01311,0.36257,0.56413,0.71935,0.93191,AsobreB
0.31687,0,0.18966,0.23404,0.10577,0.34615,0,0.40314,0.16751,0.21053,0,0.15385,0.5,0.08029,0.23784,0.72455,0.61972,0.62658,0.18333,0.59459,0.08996,0.12632,0.90805,0.17687,0.4863,0.16398,0.61561,0.16929,0.72622,0.47772,0.86914,0.93413,0.02795,0.55388,0.65625,0.72422,0.9009,0.14091,0.29573,0.46389,0.49057,1,0.29927,0.89485,0.05682,0.75358,0.18405,0.44179,0.16146,0.38125,0.35197,0.51342,1,0.02795,0.47118,0.57647,0.5,0.91473,0.16929,0.72622,0.58515,0.86914,0.93413,0.75274,0.24737,0.29178,0.64023,0.43919,0.13611,0.02857,0.41067,0.66017,0.68293,0.94724,0.12549,0.08278,0.42266,0.41584,0.93642,0.38144,0.51631,0.60538,0.74088,0.92747,0,0.81871,0.34426,0,0,0.71889,0,0,0,0,0,0.04741,0.28448,0.5138,0.76987,0.967,0.09615,0.35642,0.57807,0.69838,1,0.6654,0.50711,0.54242,0.2956,0.2012,0.04286,0.4652,0.72772,0.60641,0.88108,0.10492,0.24366,0.44085,0.62903,1,beta
0.11934,0.05106,0.36782,0.34043,0.45192,0.18531,0.06844,0.27749,0.26904,0.25359,0.14458,0.40559,0.45455,0.21168,0.50811,0.38323,0.24883,0.62658,0.38333,0.47748,0.2099,0.58947,0.37471,0.36735,0.53425,0.38978,0.35838,0.08661,0.49568,0.42602,0.65039,1,0.03106,0.50627,0.67857,0.7554,0.8964,0.01818,0.59146,0.83333,0.79784,0.92157,0.4562,0.38841,0.60511,0.35244,0.39571,0.56119,0.02083,0.81875,0.76974,0.7651,0.92157,0.03106,0.34586,0.66471,0.56364,0.91085,0.08661,0.49568,0.44541,0.60547,1,0.31729,0.48158,0.64456,0.28045,0.43243,0.58889,0.03175,0.33179,0.50649,0.70732,1,0.15686,0.20861,0.54466,0.62129,0.96532,0.00825,0.48369,0.59791,0.69866,0.96044,0.03396,0.50439,0.56206,0.17143,0.04511,0.57143,0.82017,0.82017,0.82298,0.82492,0.813,0.15733,0.39655,0.6327,0.85669,0.965,0.04808,0.23218,0.4103,0.42308,1,0.29848,0.64929,0.38046,0.37945,0.56456,0.04762,0.30037,0.75248,0.72595,1,0.13115,0.35478,0.49689,0.6,0.97447,beta
0.15638,0.08085,0.48851,0.30319,0.36538,0.1993,0.07224,0.19895,0.52792,0.58852,0.22892,0.1958,0.24675,0.27737,0.35676,0.34132,0.1784,0.24051,0.63333,0.59459,0.11244,0.62632,0.31034,0.41156,0.63356,0.50269,0.30347,0.07087,0.73487,0.47772,0.66602,1,0.34472,0.67669,0.78795,0.69784,0.95946,0.03182,0.14329,0.21111,0.71968,0.69281,0.55109,0.29614,0.65057,0.29513,0.6319,0.56418,0.03646,0.35625,0.61184,0.65101,0.69281,0.34472,0.48622,0.45294,0.65636,0.96512,0.07087,0.73487,0.62664,0.66602,1,0.34136,0.36053,0.77984,0.20963,0.51689,0.60833,0.35238,0.45012,0.37662,0.80081,1,0.07059,0.10927,0.53595,0.79703,0.83815,0.07423,0.6737,0.63229,0.5739,0.91648,0.17681,0.24854,0.62412,0,0.28571,0.35023,0.0395,0.06861,0.10766,0.93306,0.943,0.19289,0.22414,0.6104,0.74059,0.755,0.07692,0.51935,0.51993,0.51012,1,0.26996,0.56398,0.13111,0.36268,0.68769,0.52857,0.48718,0.57178,0.85714,1,0.02623,0.12671,0.49191,0.70968,0.8,alfa
0.5144,0.33191,0.54023,1,0.29808,0.10839,0.06084,0.32461,0.23858,0,0.37349,0,0.30519,0.34307,0.08649,0.18563,0.07512,0.59494,0.26667,0.27928,0.04948,0.66316,0.27816,0.41497,0.17808,0.60484,0.51445,0.11811,0.28818,0.57398,0.70703,1,0.04348,0.54637,0.41071,0.506,0.72072,0.27273,0.4939,0.41389,0.83288,0.69281,0.43066,0.34764,0.67898,0.37536,0.61043,0.33731,0.3125,0.38438,0.29276,0.58054,0.69281,0.04348,0.74185,0.36078,0.37455,0.45349,0.11811,0.28818,0.83843,0.76758,1,0.39168,0.65789,0.35279,0.55241,0.41216,0.18333,0.04444,0.39675,0.39827,0.54268,0.96163,0.36471,0.49007,0.71242,0.66832,1,0.05979,0.08637,0.52915,0.41651,0.8967,0.31148,0.06871,0.63466,0,0.47368,0.14747,0.50312,0.55198,0.61491,0.75592,0.812,0.3028,0.3028,0.31529,0.32636,0.312,0.14423,0.23625,0.37043,0.77328,1,0.44487,0.72986,0.57069,0.25577,0.28529,0.06667,0.46154,0.45545,0.4519,0.91351,0.30492,0.49123,0.59278,0.66129,1,AmaisB
0.43621,0.05957,0.31609,0.34043,0.22115,0.35315,0.12167,0.4555,0.30457,0.23923,0.16867,0.54545,0.20779,0.10219,0.24865,0.16766,0.30047,0.46203,0.15,0.41441,0.28036,0.46842,0.53333,0.27551,0.46233,0.34409,0.43353,0.01575,0.7781,0.62745,0.83398,1,0.02174,0.42607,0.48661,0.65947,0.95946,0.11818,0.46951,0.51667,0.60108,0.96732,0.33212,0.51931,0.51705,0.41261,0.40184,0.51642,0.0625,0.45625,0.30921,0.50336,0.96732,0.09317,0.42607,0.56275,0.5,0.91085,0.01575,0.72334,0.76856,0.83398,1,0.51422,0.32368,0.46154,0.3881,0.46622,0.36667,0.05079,0.39443,0.58225,0.68293,1,0.33725,0.50662,0.72767,0.7995,0.9711,0.00619,0.41651,0.50822,0.56622,0.98022,0.42974,0.31579,0.31733,0,0.34586,0.38249,0.05717,0.21933,0.38509,0.47683,0.963,0.0097,0.15302,0.58386,0.64331,0.839,0.03846,0.5499,0.87874,0.72267,1,0.40114,0.67299,0.41388,0.30818,0.48348,0.07619,0.39927,0.66584,0.60641,1,0.08852,0.48928,0.59029,0.73548,0.97872,AsobreB
0.35391,0.0383,0.39655,0.45745,0.41346,0.42308,0.06464,0.36126,0.13198,0.49282,0.31325,0.23776,0.44805,0.06569,0.09189,0.25749,0.24413,0.60127,0.15,0.15315,0.12744,0.26842,0.52644,0.55442,0.52055,0.32796,0.71098,0.0315,0.70893,0.72906,0.83398,0.64072,0.07453,0.46115,0.42857,0.60671,1,0.06818,0.53659,0.51111,0.63612,0.94118,0.5292,0.6073,0.26136,0.72779,0.27914,0.66269,0.07813,0.49687,0.37829,0.54698,0.94118,0.07453,0.46115,0.49412,0.48364,1,0.0315,0.70893,0.89301,0.81836,0.64072,0.55361,0.53158,0.26525,0.65722,0.375,0.28056,0.02222,0.42691,0.52814,0.82114,1,0.09804,0.38079,0.65142,0.62624,0.75145,0.11959,0.34741,0.56801,0.49904,0.94286,0.32319,0.45322,0.31382,0.25714,0.32331,0.64055,0.09875,0.29522,0.36542,0.59526,0.647,0.07435,0.4278,0.78662,0.90167,1,0.07692,0.23625,0.50831,0.56275,0.90323,0.4943,0.74408,0.76607,0.2327,0.39039,0.03333,0.45055,0.64604,0.6793,1,0.05246,0.48148,0.60149,0.70161,0.9617,AsobreB
0.04115,0.04255,0.22414,0.36702,0.19231,0.20629,0.11027,0.36126,0.24873,0.2823,0.46988,0.2028,0.44805,0.28467,0.52973,0.41317,0.3662,0.8038,0.48333,0.09009,0.10645,0.48684,0.34023,0.55442,0.36644,0.63441,0.46821,0.14961,0.68588,0.59715,0.75781,0.94012,0.02484,0.46115,0.51116,0.69544,1,0.08182,0.45427,0.46667,0.56065,0.7451,0.5,0.4206,0.52841,0.42693,0.6411,0.47164,0.09375,0.44063,0.35526,0.45302,0.7451,0.02484,0.41103,0.4098,0.48364,1,0.14961,0.7147,0.75328,0.77734,0.94012,0.29978,0.52368,0.58355,0.31445,0.17568,0.71667,0.0254,0.33411,0.45238,0.80285,0.83453,0.1098,0.48675,0.4488,0.46287,1,0.1567,0.66411,0.67564,0.73704,0.97802,0.24122,0.35819,0.4719,0.28571,0.37594,0.59447,0.04054,0.08108,0.34472,0.49434,0.539,0.13685,0.23276,0.64544,0.81067,0.961,0.08654,0.44603,0.69767,0.7247,1,0.27567,0.73223,0.37532,0.25367,0.65465,0.0381,0.37729,0.56683,0.60641,1,0.0623,0.34503,0.38107,0.61613,0.8766,beta
0.32922,0.14468,0.52299,0.30319,0.65385,0.21678,0.04183,0.1466,0.28934,0.29665,0.27711,0.35664,0.18182,0.32847,0.36757,0.34132,0.21127,0.43038,0.38333,0.36036,0.21739,0.60526,0.34023,0.39796,0.4726,0.46505,0.35838,0.01969,0.4611,0.47415,0.70117,0.96407,0.11801,0.64662,0.67188,0.73141,1,0.09545,0.55488,0.63056,0.59838,0.9281,0.44161,0.397,0.60795,0.4212,0.47853,0.47463,0.10937,0.59688,0.60526,0.57718,0.9281,0.11801,0.57393,0.4902,0.52545,1,0.01969,0.4611,0.59389,0.75586,0.96407,0.47484,0.37895,0.62334,0.29462,0.68581,0.49167,0.04762,0.49188,0.49134,0.58333,1,0.01961,0.49338,0.68845,0.87871,0.96532,0.01856,0.26104,0.6293,0.62764,0.96264,0.08665,0.71491,0.34192,0.17143,0.12782,0.447,0.1237,0.88046,0.89441,0.90731,0.903,0.1347,0.29418,0.4586,0.67782,0.949,0.04808,0.10591,0.51329,0.71862,1,0.39924,0.54265,0.21337,0.46122,0.56757,0.07143,0.61538,0.61881,0.61224,1,0.01639,0.4308,0.57908,0.83387,0.97447,beta
0.17695,0.7234,0.24713,0.1117,0.20192,0.2972,0,0.44503,0.43147,0.30622,0.51807,0.3007,0.83117,0.15328,0.23243,0.25749,0.20188,0.13291,0,0,0.02399,0.30526,0.37701,0.72789,0.28425,0.3629,0.59827,0.16535,0.88184,0.56506,0.63281,1,0.05901,0.18546,0.40625,0.82014,0.90541,0.57273,0.47561,0.54167,0.69272,0.71895,0.64964,0.54077,0.25,0.64183,0.23926,0.42985,0.65625,0.4625,0.44408,0.61745,0.71895,0.05901,0.18546,0.35686,0.61273,0.9186,0.16535,0.88184,0.69214,0.63281,1,0.29978,0.69737,0.36074,0.25212,0.31419,0.52222,0.06032,0.17169,0.71645,0.80894,0.7458,0.24706,0.52649,0.50763,0.65594,1,0.08454,0.45681,0.56652,0.6142,0.85934,0,0.09357,0.92506,0,0,0.19816,0,0,0,0,0,0.96336,0.96336,0.97134,0.97908,0.936,0.19231,0.36253,0.49834,0.51822,1,0.69392,0.40758,0.21851,0.37736,0.39039,0.09048,0.20513,0.81931,0.66472,0.88649,0.5541,0.35867,0.34371,0.54194,1,small
0.50206,0.08511,0.40805,0.16489,0.29808,0.53497,0.11787,0.1623,0.36041,0.44019,0.37349,0.35664,0.26623,0.37226,0.22162,0.18563,0.23944,0.12658,0,0.27928,0.10045,0.46579,0.65057,0.11565,0.67808,0.22312,0.49422,0.15748,0.39769,0.67201,0.67773,0.81437,0.02484,0.5589,0.5067,0.57314,1,0.31364,0.57317,0.54444,0.74663,0.93464,0.10584,0.66524,0.51136,0.59885,0.14417,0.80299,0.09375,0.5625,0.44737,0.68456,0.93464,0.02484,0.50877,0.40588,0.42545,0.92248,0.15748,0.45533,0.82314,0.67773,1,0.68053,0.27105,0.47745,0.80737,0.53716,0.43611,0.0254,0.471,0.58009,0.66057,0.95204,0.19608,0.35099,0.37691,0.45297,0.9422,0.03711,0.28023,0.66069,0.73704,1,0.45433,0,0.54567,0,0.61654,0,0.04262,0.12682,0.5911,0.8517,0.949,0,0,0,0,0,0.08654,0.42566,0.41528,0.52227,1,0.57414,0.45735,0.56298,0.41929,0.4955,0.0381,0.59341,0.51238,0.54519,0.89189,0.22951,0.38012,0.61768,0.82742,0.95745,alfa
0.58025,0.02979,0.11494,0.10638,0.44231,0.37762,0.08745,0.18848,0.14721,0.26794,0.43373,0.54545,0.38312,0.24088,0.14054,0.4491,0.23005,0.62025,0.21667,0.44144,0.41229,0.17632,0.75172,0.34354,0.26027,0.21505,0.54913,0.12598,0.55331,0.6328,0.91797,0.98204,0.01553,0.53383,0.59152,0.68106,0.95495,0.00455,0.54268,0.46667,0.56873,1,0.41606,0.73605,0.17614,0.60172,0.15951,0.36119,0.00521,0.58438,0.55921,0.50671,1,0.01553,0.48371,0.47451,0.48364,0.96124,0.12598,0.61095,0.8821,0.94336,0.98204,0.59956,0.38684,0.44297,0.39377,0.47297,0.36667,0.01587,0.4478,0.53896,0.64431,0.88969,0.03529,0.28146,0.46405,0.67327,0.98266,0.02887,0.59501,0.78774,0.881,1,0.28689,0.27193,0.49532,0.2,0.44361,0.27189,0.1289,0.24116,0.43271,0.53553,0.882,0.05603,0.18319,0.58599,0.77615,0.908,0.01923,0.43177,0.69269,0.70445,1,0.51331,0.56161,0.32905,0.35639,0.43243,0.02381,0.48352,0.61634,0.55977,0.94595,0.00656,0.33138,0.42964,0.69032,0.98723,AsobreB
0.58025,0.01277,0.22414,0.1383,0.40385,0.34266,0.01141,0.29319,0.16751,0.3445,0.19277,0.61538,0.31818,0.26277,0.22703,0.46707,0.23005,0.43671,0.11667,0.46847,0.41229,0.33158,0.67816,0.2551,0.36301,0.25806,0.5,0.12598,0.53602,0.53298,0.88477,0.98204,0.01553,0.6416,0.67188,0.7506,0.94144,0.00455,0.3628,0.45,0.53369,1,0.33212,0.70172,0.28693,0.57307,0.19018,0.42985,0.00521,0.4,0.44079,0.41946,1,0.01553,0.65664,0.57647,0.56,0.93798,0.12598,0.53602,0.67467,0.9043,0.98204,0.62801,0.36842,0.37401,0.48725,0.38514,0.29167,0.01587,0.55452,0.62987,0.7378,0.96163,0.03529,0.42053,0.52723,0.61634,0.98266,0.02887,0.51248,0.73393,0.87524,1,0.40984,0.27193,0.37237,0,0.49624,0.3318,0.05094,0.22765,0.49689,0.69619,0.84,0.00754,0.29957,0.44374,0.78243,0.961,0.01923,0.44603,0.67608,0.80972,1,0.51331,0.62322,0.45758,0.27883,0.38438,0.02381,0.65201,0.72772,0.68513,0.91351,0.00656,0.31969,0.41345,0.62097,0.98723,AsobreB
0.17284,0.03404,0.2931,0.31383,0.40385,0.38462,1,0.26702,0.38579,0.2823,0.09639,0.11888,0,0.05839,0.04324,0.40719,0.23944,0.32278,0,0.22523,0.13043,0.21316,0.88046,0.10204,0.59589,0.08871,0.54624,0.09449,0.37464,0.51515,0.72656,0.8503,0.04658,0.49373,0.60268,0.72182,0.77027,0.02727,0.70427,0.67778,0.57951,1,0.07299,0.3927,0.89773,0.24642,0.24233,0.80299,0.03125,0.75,0.60526,0.47651,1,0.04658,0.34336,0.39608,0.47636,0.80233,0.09449,0.54755,0.66812,0.77539,0.8503,0.44639,0,0.97878,0.05949,1,0.44167,0.04762,0.37819,0.54762,0.70732,0.8777,0.09412,0.61921,0.46623,0.40594,0.85549,0.01237,0.40691,0.63378,0.70633,0.90769,0,0.7807,0.37471,0,0,0.9447,0,0,0,0,0,0.01832,0.21013,0.49469,0.73536,0.983,0.06731,0.38697,0.63621,0.65789,1,0.27186,0.38626,0.11054,0.60377,0.59159,0.07143,0.37363,0.58416,0.6414,0.72432,0.07869,0.55556,0.53674,0.63871,1,beta
0.17284,0.03404,0.2931,0.31383,0.40385,0.38462,1,0.26702,0.38579,0.2823,0.09639,0.11888,0,0.05839,0.04324,0.40719,0.23944,0.32278,0,0.22523,0.13043,0.21316,0.88046,0.10204,0.59589,0.08871,0.54624,0.09449,0.37464,0.51515,0.72656,0.8503,0.04658,0.49373,0.60268,0.72182,0.77027,0.02727,0.70427,0.67778,0.57951,1,0.07299,0.3927,0.89773,0.24642,0.24233,0.80299,0.03125,0.75,0.60526,0.47651,1,0.04658,0.34336,0.39608,0.47636,0.80233,0.09449,0.54755,0.66812,0.77539,0.8503,0.44639,0,0.97878,0.05949,1,0.44167,0.04762,0.37819,0.54762,0.70732,0.8777,0.09412,0.61921,0.46623,0.40594,0.85549,0.01237,0.40691,0.63378,0.70633,0.90769,0,0.7807,0.37471,0,0,0.9447,0,0,0,0,0,0.01832,0.21013,0.49469,0.73536,0.983,0.06731,0.38697,0.63621,0.65789,1,0.27186,0.38626,0.11054,0.60377,0.59159,0.07143,0.37363,0.58416,0.6414,0.72432,0.07869,0.55556,0.53674,0.63871,1,beta
0.25926,0.04681,0.18391,0.61702,0.40385,0.22028,0.1597,0.10995,0.26904,0.45455,0.75904,0.22378,0.13636,0.30657,0.45405,0.2515,0.15023,0.33544,0.7,0.47748,0.09595,0.57632,0.32184,0.46259,0.45205,0.52151,0.39595,0.03937,0.59654,0.5918,0.7207,0.87425,0.09317,0.47368,0.60938,0.72422,1,0.08636,0.27439,0.32222,0.61456,0.9281,0.55839,0.28541,0.66193,0.25788,0.61656,0.51343,0.09896,0.4875,0.32566,0.66107,0.9281,0.09317,0.52632,0.49412,0.29273,1,0.03937,0.56772,0.70306,0.7207,0.87425,0.24945,0.43421,0.85942,0.30028,0.48649,0.68889,0.09524,0.48724,0.70346,0.79268,1,0.07843,0.30795,0.33551,0.45297,0.69364,0.01856,0.41267,0.66966,0.762,0.95385,0.74005,0,0.25995,0,0.96241,0,0.04366,0.21933,0.43582,0.76931,0.947,0,0,0,0,0,0.09615,0.42159,0.57807,0.33401,1,0.14259,0.65166,0.34447,0.32285,0.7988,0.14286,0.77656,0.7797,0.58017,1,0.06557,0.27096,0.37733,0.54677,0.95319,alfa
0.33333,0.02128,0.33908,0.43085,0.56731,0.24476,0.01901,0.3089,0.51777,0.311,0.13253,0.3007,0.24675,0.16058,0.20541,0.61078,0.25352,0.44304,0.08333,0.28829,0.23238,0.53947,0.47356,0.28571,0.55822,0.41667,0.24855,0.03937,0.75216,0.68984,0.83594,1,0.00932,0.35088,0.45313,0.65947,0.95045,0.09091,0.67988,0.66111,0.49596,0.89542,0.29197,0.54936,0.51705,0.37249,0.38344,0.58806,0.10417,0.67188,0.46053,0.37248,0.89542,0.00932,0.35088,0.40784,0.39455,0.95736,0.03937,0.75216,0.84498,0.83594,1,0.54267,0.31579,0.5252,0.46176,0.625,0.4,0.00952,0.37587,0.49784,0.72764,0.97362,0.05882,0.55298,0.68192,0.64851,0.9711,0.01856,0.46257,0.58894,0.70058,1,0.52927,0.33041,0.20726,0.14286,0.52632,0.42396,0.07796,0.35759,0.70083,0.83625,0.989,0.02371,0.20259,0.41614,0.54603,0.898,0.03846,0.29124,0.30066,0.43522,1,0.42015,0.60664,0.40874,0.40881,0.55255,0.01429,0.34799,0.56931,0.62391,0.94054,0.06885,0.53996,0.57534,0.7,0.97872,AsobreB
0.25514,0.03404,0.4023,0.39362,0.20192,0.21678,0.09506,0.49738,0.20812,0.31579,0.3012,0.2028,0.21429,0.35766,0.35676,0.37126,0.3662,0.46835,0.55,0.26126,0.31784,0.5,0.4,0.44558,0.59247,0.36828,0.37861,0.01181,0.60807,0.5205,0.76563,1,0.01863,0.47619,0.5692,0.69065,0.98198,0.04545,0.57927,0.70556,0.76011,0.94771,0.45255,0.44635,0.53125,0.34097,0.36196,0.58806,0.03125,0.56875,0.625,0.60403,0.94771,0.05901,0.48622,0.5,0.53636,0.9845,0.01181,0.58501,0.63755,0.74219,1,0.47046,0.34211,0.48806,0.35127,0.40541,0.55,0.06032,0.4594,0.58009,0.70732,0.99041,0.05882,0.40066,0.53595,0.72772,1,0.00412,0.46449,0.71599,0.68138,0.98242,0.37119,0.19298,0.47424,0.11429,0.52632,0.28571,0.11123,0.26507,0.47723,0.80947,0.988,0.01724,0.07974,0.3673,0.6841,0.938,0.02885,0.37271,0.57475,0.58907,1,0.35361,0.72038,0.45758,0.32075,0.60661,0.09048,0.48718,0.63119,0.66472,0.97838,0.03607,0.41715,0.49191,0.72581,1,AsobreB
0.15638,0.03404,0.48276,0.32447,0.44231,0.26573,0.08745,0.27749,0.54315,0.51196,0.18072,0.16084,0.05195,0.16788,0.16757,0.27545,0.68075,0.48101,0.25,0.13514,0.14993,0.49737,0.4023,0.44558,0.37329,0.43548,0.49133,0.05512,0.52161,0.59358,0.73437,1,0.06522,0.55138,0.52679,0.7458,0.8964,0.02727,0.40854,0.6,0.61995,0.65359,0.40146,0.48283,0.52273,0.49284,0.41718,0.55224,0.03125,0.39375,0.51316,0.60067,0.84967,0.06522,0.55138,0.40196,0.41636,0.87984,0.05512,0.6513,0.75983,0.73437,1,0.593,0.26842,0.52255,0.43909,0.60135,0.43333,0.04127,0.42227,0.51082,0.58943,0.92566,0.02745,0.56954,0.68627,0.77723,1,0.05979,0.27447,0.54858,0.62572,0.98242,0.0445,0.4693,0.57963,0,0.11278,0.56682,0.14241,0.14241,0.1501,0.15757,0.168,0.06573,0.35345,0.51911,0.74268,0.954,0.06731,0.36864,0.59635,0.65789,1,0.41255,0.61848,0.36761,0.38994,0.53153,0.0619,0.46886,0.58416,0.4723,0.83243,0.02295,0.5692,0.54919,0.72097,1,beta
0.23045,0.05957,0.32184,0.5266,0.53846,0.34615,0.05323,0.29319,0.50254,0.20096,0.16867,0.29371,0.27273,0.40876,0.22703,0.2515,0.13146,0.35443,0.7,0.37838,0.05997,0.67105,0.34023,0.31293,0.52055,0.37366,0.27457,0.33071,0.6513,0.55793,0.70508,1,0.03727,0.20301,0.41518,0.55396,0.87387,0.30909,0.38415,0.45556,0.69542,0.72549,0.35766,0.38627,0.68466,0.2808,0.46933,0.4209,0.35417,0.36875,0.34211,0.62081,0.72549,0.03727,0.06015,0.33725,0.38545,0.78295,0.33071,0.6513,0.68341,0.70508,1,0.35886,0.39211,0.67639,0.26346,0.55068,0.475,0.0381,0.28538,0.37229,0.49797,1,0.16078,0.54305,0.56209,0.7995,0.59538,0.14021,0.37236,0.76084,0.65835,0.96923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.37271,0.53987,0.60729,1,0.28517,0.63744,0.1928,0.37107,0.64264,0.05714,0.07326,0.42574,0.42274,1,0.41311,0.57505,0.48941,0.77258,0.82128,beta
0.5679,0.08936,0.48851,0.51064,0.41346,0.22378,0.12167,0.05759,0.48731,0.50718,0.38554,0,0.20779,0.38686,0.23243,0.25749,0.15023,0.06962,0.18333,0.47748,0.09445,0.61316,0.50115,0.14966,0.60959,0.29839,0.46532,0.07874,0.51297,0.6025,0.67383,1,0.02795,0.37343,0.50223,0.66667,0.90541,0.23182,0.60366,0.68889,0.71968,0.65359,0.22263,0.47425,0.6733,0.38682,0.42945,0.58507,0.26563,0.59375,0.58553,0.65101,0.71895,0.02795,0.26566,0.46078,0.51636,0.9186,0.07874,0.51297,0.59825,0.65234,1,0.53392,0.30526,0.67374,0.18414,0.56419,0.66667,0.02857,0.22274,0.48701,0.87398,0.94964,0.12157,0.52649,0.57734,0.68069,1,0.03918,0.43762,0.71001,0.6334,0.90549,0.58548,0,0.41452,0,0.64662,0,0.0447,0.54158,0.69358,0.82183,0.968,0,0,0,0,0,0.09615,0.29735,0.2691,0.02227,1,0.43156,0.45972,0.18509,0.50943,0.58258,0.04286,0.16484,0.42574,0.63265,0.88649,0.10164,0.50292,0.54172,0.73065,1,alfa
0.2716,0.16596,0.3046,0.28191,0.375,0.18531,0.14829,0.13613,0.40102,0.69378,0.31325,0.46154,0.16883,0.28467,0.42703,0.15569,0.1831,0.58228,0.21667,0,0.06747,0.60263,0.17011,0.65306,0.60274,0.66129,0.32081,0.04724,0.44669,0.52228,0.74219,0.84431,0.07453,0.57895,0.62054,0.66906,0.52703,0.16818,0.50915,0.44722,0.3504,1,0.56934,0.26395,0.68466,0.2894,0.65951,0.54627,0.19271,0.49687,0.33224,0.19128,1,0.07453,0.57895,0.5451,0.64182,0.59302,0.04724,0.44669,0.63974,0.69141,0.84431,0.26039,0.67895,0.58621,0.26346,0.45946,0.69722,0.07619,0.59629,1,0.86789,0.93765,0.04706,0.26159,0.5207,0.40842,1,0.10515,0.42226,0.52765,0.57006,0.97143,0.52342,0.21199,0.30679,0,0.6015,0.24424,0.32848,0.42412,0.59938,0.86715,0.961,0.17026,0.18427,0.22399,0.75732,0.763,0.11538,0.07332,0.1794,0.48178,1,0.21863,0.80095,0.40103,0.25786,0.87988,0.11429,0.71795,0.75248,0.83382,0.85946,0.03934,0.32749,0.48319,0.75,1,AmaisB
