@relation 'Segment Challenge.arff'

@attribute att01 numeric
@attribute att11 numeric
@attribute att21 numeric
@attribute att31 numeric
@attribute att41 numeric
@attribute att51 numeric
@attribute att61 numeric
@attribute att71 numeric
@attribute att81 numeric
@attribute att91 numeric
@attribute att101 numeric
@attribute att111 numeric
@attribute att121 numeric
@attribute att131 numeric
@attribute att141 numeric
@attribute att151 numeric
@attribute att161 numeric
@attribute att171 numeric
@attribute class {brickface,sky,foliage,cement,window,path,grass}

@data
0.02767,0.89583,0,0,0.09886,0.002,0.02484,0.00033,0.12548,0.10211,0.10457,0.16991,0.66211,0.05674,0.89753,0.16053,0.4244,0.89983,grass
0.14229,0.45417,0,0,0.02852,0.00035,0.0236,0.00033,0.01343,0.00162,0.02946,0.00779,0.7832,0.20804,0.537,0.02946,0.96296,0.12626,foliage
0.17391,0.40417,0,0.5,0.87262,0.0129,0.60994,0.01149,0.34728,0.3047,0.40501,0.32658,0.44922,0.48818,0.41176,0.40501,0.35898,0.1157,foliage
0.08696,0.86667,0,0,0.05133,0.00101,0.03851,0.00067,0.09321,0.07942,0.07953,0.12081,0.74219,0.08392,0.77609,0.11414,0.37191,0.89684,grass
0.16996,0.60833,0,0,0.02852,0.0003,0.06584,0.0055,0.16938,0.14019,0.16053,0.20655,0.60547,0.1253,0.8425,0.19514,0.35004,0.95589,grass
0.23715,0.3375,0,0,0.04373,0.00107,0.01242,0.00045,0.12032,0.094,0.17084,0.09197,0.64258,0.39953,0.36622,0.17084,0.4997,0.15778,window
0.39921,0.7,0.33333,0,0.06274,0.00154,0.05466,0.00136,0.34289,0.32739,0.39617,0.30086,0.64648,0.46572,0.25617,0.39617,0.28269,0.18172,path
0.86957,0.4,0,0,0.03992,0.00021,0.01863,0.00025,0.01549,0.00243,0.03535,0.00701,0.77344,0.22695,0.51613,0.03535,0.94709,0.1384,foliage
0.66008,0.73333,0,0,0.11977,0.00219,0.06335,0.00116,0.40434,0.38331,0.47349,0.35074,0.58594,0.55674,0.16888,0.47349,0.29965,0.18235,path
0.16206,0.1875,0,0,0.03612,0.00096,0.02981,0.00115,0.15853,0.15397,0.20029,0.11847,0.78711,0.36643,0.27894,0.20029,0.44071,0.21742,brickface
0.3834,0.50833,0,0,0.01901,0.00017,0.0087,0.00024,0.00671,0,0.01841,0.00078,0.82227,0.18558,0.5351,0.01841,1,0.15585,foliage
0.77075,0.35,0,0,0.05894,0.00113,0.02981,0.00091,0.05319,0.04943,0.07143,0.03741,0.82813,0.22813,0.4611,0.07143,0.51257,0.21914,window
0.88933,0.54167,0,0,0.01711,0.00044,0.01739,0.00028,0.0377,0.05105,0.04124,0.02104,0.95703,0.15366,0.45541,0.04639,0.57407,0.37238,brickface
0.27668,0.425,0,0,0.02471,0.00024,0.01615,0.00011,0.03821,0.05186,0.04197,0.02104,0.95898,0.15485,0.45161,0.04713,0.58003,0.37112,brickface
0.56522,0.65833,0,0,0.03802,0.00079,0.03106,0.00054,0.11929,0.09805,0.11929,0.13952,0.67969,0.15603,0.72106,0.13181,0.32497,0.9949,grass
0.05929,0.16667,0,0,0.02471,0.00045,0.01863,0.00052,0.85722,0.80713,0.93299,0.82384,0.22461,0.69622,0.29601,0.93299,0.21381,0.12078,sky
0.48617,0.075,0,0,0.03422,0.00072,0.0236,0.00065,0.89543,0.86953,0.94698,0.86438,0.38672,0.58865,0.31119,0.94698,0.16562,0.13082,sky
0.62055,0.58333,0,0,0.01331,0.00039,0.09938,0.00292,0.13246,0.11102,0.1215,0.16446,0.67383,0.10638,0.80645,0.15538,0.35261,0.93913,grass
0.74308,0.4,0,0,0.09125,0.00071,0.01863,0.00052,0.19365,0.17099,0.23269,0.17381,0.64453,0.3617,0.42505,0.23269,0.33241,0.14261,window
0.94071,0.4625,0,0,0.00951,0.00006,0.00745,0.00013,0.03873,0.05105,0.04418,0.02104,0.94922,0.16312,0.44782,0.04786,0.58135,0.35382,brickface
0.40711,0.38333,0.33333,0,0.03232,0.00054,0.01491,0.00043,0.41054,0.38088,0.48159,0.36321,0.52148,0.56738,0.21442,0.48159,0.28739,0.16467,cement
0.5415,0.7375,0,0,0.07034,0.00137,0.02484,0.00054,0.42061,0.3906,0.49632,0.36867,0.51563,0.5922,0.18027,0.49632,0.29951,0.16872,path
0.12648,0.5,0,0,0.01521,0.00081,0.02236,0.00079,0.00516,0.00162,0.01178,0.00156,0.8457,0.16076,0.55218,0.01178,0.40741,0.16073,foliage
0.917,0.39167,0,0,0.21483,0.00233,0.02112,0.00054,0.10586,0.09238,0.13108,0.09197,0.74023,0.27423,0.47249,0.13108,0.35377,0.14936,window
0.56126,0.0375,0,0,0.03802,0.00076,0.02857,0.00067,0.88768,0.8517,0.94551,0.8597,0.31641,0.61702,0.33397,0.94551,0.18148,0.12138,sky
0.10672,0.7375,0,0,0.04943,0.00151,0.11429,0.01371,0.20888,0.19611,0.24153,0.18628,0.71094,0.33451,0.40417,0.24153,0.27586,0.16256,path
0.82609,0.25833,0,0,0.04563,0.00097,0.02236,0.00059,0.2946,0.29579,0.3137,0.2728,0.7832,0.2896,0.40607,0.3137,0.17823,0.19473,cement
0.01581,0.44583,0,0,0.0076,0.00007,0.00745,0.00006,0.00645,0,0.01694,0.00156,0.82422,0.17967,0.54269,0.01694,1,0.14772,foliage
0.89723,0.04583,0,0,0.03802,0.00087,0.03106,0.0007,0.34624,0.31199,0.41679,0.30397,0.50977,0.54965,0.25427,0.41679,0.31947,0.1558,cement
0.65217,0.59583,0,0,0.0038,0.00003,0.00994,0.00005,0.00491,0.00162,0.01252,0,0.84766,0.16548,0.54269,0.01252,1,0.17374,window
0.14625,0.7875,0,0,0.11787,0.00214,0.07702,0.00087,0.39014,0.35737,0.46539,0.34139,0.50586,0.58274,0.20493,0.46539,0.30983,0.16313,path
0.40711,0.53333,0,0,0.01141,0.00052,0.00745,0.00037,0.00465,0,0.01178,0.00156,0.83789,0.16312,0.55598,0.01178,1,0.1512,foliage
0.06719,0.54583,0,0,0.02662,0.00066,0.00621,0.00011,0.00387,0.00081,0.00884,0.00156,0.84961,0.15248,0.56167,0.00884,0.41667,0.1497,foliage
0.96443,0.02917,0,0,0.03422,0.00103,0.02609,0.00015,0.96127,0.95867,0.98012,0.94232,0.5332,0.44681,0.39658,0.98012,0.11122,0.13015,sky
0.80237,0.7625,0,0,0.08935,0.00194,0.11429,0.00246,0.28608,0.26985,0.3299,0.25487,0.66016,0.40662,0.33776,0.3299,0.27542,0.16906,path
0.11067,0.29167,0.33333,0,0.08935,0.00378,0.06087,0.00271,0.14278,0.14668,0.17305,0.10678,0.85352,0.30733,0.3093,0.17305,0.41266,0.2501,brickface
0.31225,0.4375,0,0,0.05133,0.00165,0.03478,0.00063,0.1513,0.15478,0.18262,0.11457,0.84766,0.31442,0.30361,0.18262,0.40736,0.23894,brickface
0.43874,0.45417,0.33333,0,0.04563,0.00104,0.04969,0.00123,0.15027,0.12804,0.18999,0.12938,0.66211,0.35461,0.41935,0.18999,0.38675,0.14668,window
0.96047,0.7625,0,0,0.05894,0.00115,0.05093,0.00147,0.34676,0.32415,0.40869,0.30242,0.59375,0.50827,0.23909,0.40869,0.30085,0.17301,path
0.39526,0.25417,0,0,0.08555,0.00478,0.03975,0.00454,0.18461,0.1718,0.23711,0.14108,0.71875,0.42435,0.25237,0.23711,0.4369,0.20274,brickface
0.73913,0.25833,0,0,0.03612,0.00094,0.05093,0.00144,0.28015,0.26013,0.3299,0.2463,0.63477,0.43381,0.31879,0.3299,0.2971,0.16741,cement
0.33597,0.09167,0,0,0.03992,0.00062,0.01366,0.00014,0.76608,0.70584,0.86525,0.71784,0.18164,0.78723,0.19165,0.86525,0.2586,0.13165,sky
0.72332,0.1375,0,0,0.01711,0.00012,0.02236,0.00055,0.69016,0.61994,0.80486,0.63523,0.13477,0.84397,0.14611,0.80486,0.30002,0.13363,sky
0.81423,0.85833,0,0,0.02662,0.00048,0.04596,0.00065,0.04389,0.03647,0.02798,0.06781,0.80469,0.06147,0.75142,0.06406,0.58261,0.84959,grass
0.10277,0.39583,0,0,0.02091,0.00042,0.02857,0.00043,0.01523,0.00243,0.0324,0.00935,0.77539,0.21395,0.5351,0.0324,0.95172,0.13033,foliage
0.5415,0.15833,0,0,0.03612,0.00094,0.03975,0.00077,0.86471,0.82496,0.93078,0.83165,0.29688,0.6513,0.29791,0.93078,0.19462,0.12536,sky
0.28854,0.49167,0,0,0.0076,0.00003,0.00248,0.00002,0.00361,0,0.01031,0,0.8457,0.16076,0.55218,0.01031,1,0.16073,foliage
0.01186,0.7375,0,0,0.05323,0.00069,0.05217,0.00055,0.10973,0.09724,0.09278,0.13952,0.74609,0.0721,0.79127,0.13181,0.34241,0.88826,grass
0.66798,0.53333,0,0,0.03612,0.00051,0.01615,0.00021,0.02918,0.01378,0.0567,0.01481,0.75195,0.26714,0.47249,0.0567,0.78618,0.15511,window
0.14229,0.20833,0,0,0.02091,0.00049,0.01242,0.0002,0.76039,0.69368,0.85051,0.72798,0.13672,0.74232,0.3074,0.85051,0.25887,0.11453,sky
0.35968,0.1375,0.33333,0,0.02471,0.00058,0.02609,0.00076,0.86316,0.82739,0.91532,0.841,0.32617,0.58392,0.37761,0.91532,0.17843,0.11455,sky
0.56126,0.72917,0,0,0.07985,0.00234,0.06211,0.00182,0.38317,0.35818,0.44993,0.33593,0.56445,0.54019,0.21632,0.44993,0.29625,0.17186,path
0.17391,0.575,0,0,0.08555,0.00335,0.01491,0.00019,0.11722,0.09805,0.15758,0.09275,0.69531,0.34988,0.39469,0.15758,0.45334,0.16499,cement
0.66798,0.2125,0,0,0,0,0,0,0,0,0,0,0.87305,0.12766,0.57875,0,0,0.51517,window
0,0.14167,0,0,0.03042,0.00046,0.02484,0.00033,0.85645,0.80632,0.92783,0.82774,0.22461,0.67494,0.33017,0.92783,0.21017,0.11589,sky
0.44664,0.75833,0,0,0.10837,0.00249,0.10062,0.0018,0.40305,0.37277,0.48085,0.34918,0.51953,0.59811,0.16698,0.48085,0.31409,0.17099,path
0.26877,0.30833,0.33333,0,0.10646,0.00828,0.0882,0.00681,0.1495,0.14911,0.1863,0.11068,0.82031,0.34043,0.28843,0.1863,0.4374,0.23427,brickface
0.40711,0.47083,0,0,0.02091,0.00015,0.01491,0.00022,0.04312,0.05592,0.0486,0.02494,0.95117,0.1643,0.44402,0.05228,0.55004,0.35307,brickface
0.29249,0.3625,0,0,0.13498,0.04622,0.10435,0.02834,0.03847,0.01702,0.06922,0.0265,0.70508,0.28487,0.48956,0.06922,0.87215,0.13051,foliage
0.45455,0.475,0,0,0.09696,0.00073,0.04596,0.00041,0.42474,0.38331,0.50663,0.37724,0.43164,0.62293,0.21252,0.50663,0.31721,0.15216,cement
0.24506,0.79167,0,0,0.04943,0.00093,0.02112,0.0004,0.05422,0.04538,0.03682,0.08106,0.79102,0.05674,0.7723,0.07658,0.5432,0.85075,grass
0.22134,0.44583,0,0,0.09696,0.00555,0.02733,0.00063,0.1353,0.11345,0.17599,0.11302,0.66992,0.35579,0.40987,0.17599,0.41871,0.1518,window
0.65613,0.74167,0,0,0.12928,0.00226,0.08447,0.00111,0.40718,0.37439,0.48012,0.36087,0.5,0.57565,0.22201,0.48012,0.29552,0.15956,path
0.26087,0.20833,0,0,0.03612,0.00051,0.01863,0.00028,0.16551,0.16532,0.20324,0.12549,0.81641,0.3487,0.27894,0.20324,0.41575,0.22732,brickface
0.9249,0.29167,0,0,0.04753,0.00042,0.01739,0.00021,0.02427,0.00729,0.04934,0.01403,0.74219,0.25414,0.50285,0.04934,0.88122,0.13472,foliage
0.12648,0.42917,0,0,0.01901,0.00007,0.01118,0.00015,0.11232,0.0859,0.15979,0.08729,0.64453,0.38298,0.39089,0.15979,0.51092,0.15148,window
0.54941,0.4375,0.33333,0,0.06084,0.00123,0.01242,0.00036,0.32636,0.30875,0.37482,0.2915,0.63672,0.43853,0.3093,0.37482,0.26456,0.17017,cement
0.29249,0.225,0,0,0.08555,0.00112,0.03478,0.00067,0.40253,0.36791,0.48159,0.35152,0.48828,0.60402,0.18786,0.48159,0.31478,0.16357,cement
0.1502,0.41667,0,0,0.02471,0.00038,0.01988,0.00031,0.04209,0.05105,0.05081,0.02416,0.92383,0.17967,0.44592,0.05228,0.56292,0.31619,brickface
0.8419,0.9375,0,0,0.01711,0.00026,0.08447,0.00098,0.11567,0.094,0.0972,0.15588,0.67773,0.06619,0.86717,0.14728,0.4196,0.90553,grass
0.05534,0.74167,0,0,0.05133,0.00093,0.04472,0.00208,0.22386,0.20664,0.2673,0.19408,0.67383,0.39007,0.35104,0.2673,0.31536,0.17028,path
0.2253,0.92083,0,0,0.08555,0.00147,0.05714,0.0006,0.1025,0.08185,0.08984,0.13562,0.68945,0.09102,0.81594,0.12813,0.42348,0.9218,grass
0.47431,0.4,0,0,0.05323,0.00088,0.29441,0.00403,0.37645,0.36062,0.4271,0.33749,0.63281,0.46099,0.27704,0.4271,0.25267,0.1761,cement
0.48221,0.34583,0,0,0.01711,0.00008,0.01863,0.00002,0.1495,0.12318,0.20177,0.11925,0.63281,0.41489,0.35104,0.20177,0.45218,0.15962,window
0.09881,0.23333,0.33333,0,0.03422,0.0009,0.05466,0.0023,0.13943,0.14263,0.17158,0.1021,0.84961,0.3156,0.29981,0.17158,0.43694,0.24047,brickface
0.50988,0.55833,0,0,0,0,0,0,0,0,0,0,0.87305,0.12766,0.57875,0,0,0.51517,window
0.12648,0.3625,0,0,0.02091,0.00062,0.02981,0.00066,0.0142,0.00405,0.02356,0.01403,0.79492,0.17612,0.57685,0.02356,0.88333,0.08382,foliage
0.10672,0.80417,0,0,0.06844,0.00178,0.07205,0.0015,0.38962,0.36305,0.45876,0.34139,0.55078,0.55319,0.20873,0.45876,0.29685,0.17038,path
0.67984,0.32917,0,0,0.02281,0.00027,0.01863,0.00025,0.16396,0.12642,0.22828,0.13172,0.54687,0.47636,0.33586,0.22828,0.49672,0.14583,window
0.09091,0.67083,0,0,0.03992,0.00092,0.21863,0.00394,0.29306,0.27715,0.33358,0.265,0.66016,0.39244,0.36053,0.33358,0.24984,0.15239,path
0.08696,0.49167,0,0,0.01711,0.00008,0.0087,0.00011,0.00361,0,0.01031,0,0.8457,0.16076,0.55218,0.01031,0.77778,0.16073,foliage
0.18577,0.53333,0,0,0.08365,0.0017,0.04099,0.00076,0.33617,0.31037,0.40059,0.29228,0.57422,0.51773,0.24288,0.40059,0.31082,0.16922,cement
0.26482,0.4625,0,0,0.09506,0.00205,0.03478,0.00144,0.14046,0.10373,0.20619,0.106,0.56055,0.47754,0.32068,0.20619,0.54583,0.16652,foliage
0.50988,0.0875,0,0,0.03802,0.00106,0.01863,0.0006,0.41467,0.39546,0.46981,0.37412,0.5957,0.49173,0.26376,0.46981,0.249,0.16953,cement
0.21344,0.825,0.33333,0,0.06274,0.00131,0.03106,0.00072,0.08727,0.07536,0.06848,0.11847,0.75781,0.05792,0.80266,0.11193,0.4079,0.87042,grass
0.3083,0.07083,0,0,0.14639,0.00379,0.01863,0.00047,0.43506,0.38979,0.5243,0.38348,0.40039,0.66076,0.18216,0.5243,0.32456,0.15225,cement
0.06719,0.32917,0,0,0.03612,0.00038,0.01491,0.00016,0.01962,0.00405,0.04566,0.00701,0.75391,0.25768,0.48577,0.04566,0.92615,0.1489,foliage
0.73518,0.70417,0,0,0.13878,0.00301,0.07453,0.00231,0.43274,0.40032,0.51399,0.37724,0.49414,0.62175,0.1537,0.51399,0.30691,0.16923,path
0.14625,0.5625,0,0,0.01711,0.00012,0.01491,0.00019,0.03563,0.04133,0.04492,0.02026,0.90234,0.18085,0.4649,0.04566,0.57143,0.30221,brickface
0.57708,0.16667,0.33333,0,0.03992,0.00111,0.03354,0.0014,0.88071,0.85332,0.92931,0.85425,0.38086,0.57092,0.34535,0.92931,0.16555,0.12481,sky
0.9249,0.04583,0,0,0.03992,0.00039,0.02236,0.00035,0.95947,0.96353,0.98012,0.93219,0.58203,0.45508,0.33586,0.98012,0.10966,0.15197,sky
0.80632,0.74583,0,0,0.04373,0.00101,0.03602,0.00081,0.34495,0.32658,0.40206,0.30164,0.625,0.48463,0.24668,0.40206,0.29079,0.17881,path
0.33202,0.7875,0,0,0.15399,0.00436,0.1354,0.00312,0.40847,0.38088,0.48159,0.35697,0.53711,0.57683,0.18406,0.48159,0.30018,0.17182,path
0.00395,0.325,0,0,0.04183,0.00178,0.05714,0.00252,0.1322,0.13695,0.15832,0.09977,0.86328,0.28487,0.33586,0.15832,0.40251,0.25384,brickface
0.59289,0.63333,0,0,0.07034,0.0023,0.40621,0.03029,0.27885,0.25203,0.31811,0.26266,0.58594,0.38298,0.44782,0.31885,0.26385,0.08913,path
1,0.61667,0,0,0.12167,0.0076,0.33168,0.11015,0.25536,0.22853,0.30633,0.22681,0.59375,0.43381,0.35863,0.30633,0.29485,0.12308,path
