K	Fitness	Objective	Algorithm	Base	Cluster	AlgorithmParameters	Time(s)
4	0.649498	CorrectRand	AntColonyOptimization	Lung_Cancer	[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 2, 1, 1, 1, 0, 1, 1, 1, 1, 3, 1, 2, 1, 2, 2, 2, 0, 3, 2, 0, 0]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.21900
4	0.100708	CorrectRand	GeneticAlgorithm	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 2, 2, 2, 2]	AG Crossover(0.900000) Mutation(0.100000)	   0.18700
4	0.160021	CorrectRand	BeeColonyOptimization	Lung_Cancer	[0, 1, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2]	BCO TurnsMaxNotImproved(5)	   5.53100
4	0.086173	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.07800
4	0.177217	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.03100
4	0.135442	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.04600
4	0.037525	CorrectRand	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.92200
5	0.753313	CorrectRand	AntColonyOptimization	Lung_Cancer	[0, 1, 1, 1, 1, 2, 0, 1, 1, 3, 0, 4, 0, 3, 1, 2, 1, 4, 0, 3, 0, 3, 4, 4, 2, 3, 3, 4, 4, 4, 4, 4]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.12500
5	0.161592	CorrectRand	GeneticAlgorithm	Lung_Cancer	[0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 3, 3, 3, 3, 3, 3, 3, 4, 3]	AG Crossover(0.900000) Mutation(0.100000)	   0.14100
5	0.366871	CorrectRand	BeeColonyOptimization	Lung_Cancer	[0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 0, 4, 4, 4, 4, 2, 4, 4, 4]	BCO TurnsMaxNotImproved(5)	   2.59300
5	0.136390	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.09300
5	0.177845	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 0, 0, 0, 0, 1, 1, 0, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.03100
5	0.176593	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.04700
5	0.071199	CorrectRand	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 2, 2, 2, 2, 2, 2, 4, 2]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.54700
5	0.758934	CorrectRand	AntColonyOptimization	Lung_Cancer	[0, 1, 0, 1, 2, 0, 3, 3, 4, 0, 0, 4, 4, 4, 1, 4, 0, 0, 1, 3, 0, 4, 2, 1, 2, 2, 3, 2, 2, 2, 2, 4]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.26600
5	0.061496	CorrectRand	GeneticAlgorithm	Lung_Cancer	[0, 1, 0, 0, 0, 0, 2, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]	AG Crossover(0.900000) Mutation(0.100000)	   0.18800
5	0.261524	CorrectRand	BeeColonyOptimization	Lung_Cancer	[0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 4, 3, 4, 4, 4, 4, 4, 3, 4]	BCO TurnsMaxNotImproved(5)	   5.75300
5	0.203872	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 1, 0, 3, 3, 3]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.07800
5	0.101056	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3, 3, 3, 3, 3, 3, 4, 3, 3]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.06300
5	0.176829	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.07800
5	0.090804	CorrectRand	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.59400
6	0.700337	CorrectRand	AntColonyOptimization	Lung_Cancer	[0, 0, 0, 0, 1, 2, 0, 2, 1, 3, 4, 1, 2, 1, 4, 1, 1, 4, 5, 4, 4, 4, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.18700
6	0.171386	CorrectRand	GeneticAlgorithm	Lung_Cancer	[0, 1, 1, 1, 1, 1, 0, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	AG Crossover(0.900000) Mutation(0.100000)	   0.21800
6	0.272566	CorrectRand	BeeColonyOptimization	Lung_Cancer	[0, 1, 0, 2, 1, 0, 1, 1, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4]	BCO TurnsMaxNotImproved(5)	   4.76600
6	0.157526	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 0, 2, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 1, 5, 2, 5, 5, 5, 5, 5, 5]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.03200
6	0.125768	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.09300
6	0.297061	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 4, 5, 5, 4, 4, 4, 4, 4, 5, 4]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.11000
6	0.100708	CorrectRand	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 1, 2, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.53100
6	0.696557	CorrectRand	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 0, 3, 3, 4, 2, 0, 4, 4, 4, 0, 4, 3, 4, 2, 4, 4, 4, 4, 4, 1, 1, 5, 3, 2, 2, 4, 5, 3, 3]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.17200
6	0.110680	CorrectRand	GeneticAlgorithm	Lung_Cancer	[0, 1, 1, 1, 2, 3, 3, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	AG Crossover(0.900000) Mutation(0.100000)	   0.28100
6	0.295973	CorrectRand	BeeColonyOptimization	Lung_Cancer	[0, 1, 0, 0, 0, 0, 2, 3, 0, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 5, 5, 5, 2, 5, 2, 1, 5]	BCO TurnsMaxNotImproved(5)	   3.18800
6	0.193008	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 5, 5, 4, 4, 4, 4, 5, 4]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.04700
6	0.151799	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 1, 1, 1, 1, 2, 1, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.06200
6	0.157526	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 1, 2, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 5, 5, 2, 5, 1, 5, 5, 5, 5]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.12500
6	0.085878	CorrectRand	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 2, 1, 1, 1, 1, 3, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.50000
7	0.762827	CorrectRand	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 1, 3, 4, 5, 4, 6, 5, 6, 3, 3, 5, 3, 3, 5, 6, 3, 2, 3, 5, 1, 2, 2, 2, 0, 5, 1, 1, 2, 2]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.20300
7	0.200449	CorrectRand	GeneticAlgorithm	Lung_Cancer	[0, 1, 2, 3, 4, 2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 4, 6, 3, 1, 6]	AG Crossover(0.900000) Mutation(0.100000)	   0.21900
