@relation 'Statlog Australian Credit Approval.arff'

@attribute att01 {0,1}
@attribute att11 numeric
@attribute att21 numeric
@attribute att31 {1,2,3}
@attribute att41 {1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute att51 {1,2,3,4,5,6,7,8,9}
@attribute att61 numeric
@attribute att71 {0,1}
@attribute att81 {0,1}
@attribute att91 numeric
@attribute att101 {0,1}
@attribute att111 {1,2,3}
@attribute att121 numeric
@attribute att131 numeric
@attribute class {0,1}

@data
1,0.9185,0.67857,1,1,1,0.0014,0,1,0.02985,0,2,0,0.00351,0
1,0.16917,0.44643,2,6,4,0.10526,1,0,0,1,1,0.01,0,1
1,0.38842,0.49696,2,9,4,0.30263,1,1,0.08955,1,2,0.035,0,1
0,0.51128,0.28571,2,8,4,0.27632,1,1,0.08955,1,2,0,0.0126,1
0,0.50632,0.10714,2,14,4,0.48684,1,1,0.02985,1,2,0.2595,0.01704,1
1,0.14165,0,2,13,4,0.00298,1,0,0,0,2,0,0,1
1,0.13278,0.05357,1,6,4,0.01895,0,0,0,1,2,0.06,0.00067,0
1,0.19549,0.04018,2,14,8,0.04386,1,0,0,0,2,0,0.05298,1
1,0.74556,0.01929,2,8,4,0.02053,1,1,0.04478,1,2,0.09,0,0
1,0.15038,0.01482,1,8,4,0.0014,0,1,0.02985,0,2,0.064,0.00006,0
0,0.10526,0.36607,2,11,4,0.02491,1,1,0.02985,1,2,0.0245,0,1
0,0.16165,0.0625,1,8,4,0.00579,0,0,0,0,2,0.066,0,0
1,0.03639,0.00143,2,8,4,0.0014,0,0,0,0,2,0,0,1
0,0.23684,0.07143,1,10,8,0.07018,0,0,0,0,2,0.128,0.00017,0
0,0.58767,0.53571,2,8,4,0.19298,1,1,0.20896,0,2,0,0.022,1
1,0.2794,0.125,2,4,4,0.01754,0,0,0,1,2,0.116,0,0
1,0.11023,0.14732,1,3,8,0.0014,0,0,0,0,2,0.07,0.001,0
1,0.21684,0.00446,1,4,4,0.00298,0,0,0,0,2,0.108,0.021,0
1,0.07895,0.0625,1,8,4,0.08193,0,0,0,1,2,0.056,0.00006,0
1,0.20797,0.11607,1,11,8,0.17842,0,1,0.02985,1,2,0.1845,0.00001,0
1,0.21173,0.05357,2,9,4,0.07018,1,1,0.16418,1,2,0.217,0.00035,1
1,0.39474,0.23214,2,6,5,0.12281,1,1,0.01493,0,2,0,0.005,1
0,0.35459,0.08929,2,3,8,0.00737,0,0,0,0,2,0.13,0.00246,0
1,0.43233,0.17554,1,9,4,0.11105,1,0,0,1,2,0.026,0.01442,1
1,0.64662,0.4375,2,7,4,0.04386,1,1,0.0597,1,2,0.1,0,1
1,0.44241,0.17857,2,3,5,0.07895,0,0,0,1,2,0.0705,0,0
0,0.15038,0.02536,2,9,4,0.00877,0,1,0.01493,1,2,0.12,0.00004,0
1,0.07143,0.07143,2,3,4,0.05263,1,1,0.02985,0,2,0.06,0.003,1
0,0.40722,0.125,2,3,5,0.01754,0,0,0,0,1,0.58,0,0
0,0.16165,0.01786,2,11,8,0.05263,1,0,0,0,2,0.14,0.00824,1
1,0.42481,0.34964,2,14,8,0.2793,1,1,0.1194,0,2,0,0,1
0,0.08647,0.00589,2,11,4,0.0014,0,0,0,1,2,0.19,0,0
1,0.11654,0.41071,2,3,4,0.01754,1,0,0,1,2,0.05,0.00068,0
1,0.26316,0.10125,2,1,1,0,0,1,0.07463,0,2,0.088,0.00146,0
1,0.20301,0.05661,2,13,8,0.06439,1,1,0.1791,1,2,0.2915,0.00713,1
1,0.52632,0.94054,1,1,1,0,1,0,0,1,2,0,0,0
0,0.25068,0.04911,2,9,8,0.0014,0,1,0.04478,0,2,0,0.00033,0
1,0.23564,0.04464,2,9,4,0.0614,0,0,0,0,2,0.1,0,0
1,0.21805,0.18,1,8,5,0.05263,1,1,0.1194,1,2,0.072,0.00007,1
1,0.3985,0.76786,2,10,9,0.70175,1,1,0.16418,0,2,0,0.012,1
1,0.34211,0.15179,2,11,4,0.12281,0,0,0,0,2,0.227,0.0005,0
1,0.17789,0.01196,2,4,8,0.12281,0,0,0,1,2,0.17,0,0
1,0.2418,0.125,2,8,4,0.00579,0,0,0,0,2,0.108,0,0
1,0.1403,0,2,4,4,0.03509,0,1,0.16418,0,1,0,0,0
0,0.27699,0.05214,2,9,4,0.03807,1,1,0.23881,0,2,0.06,0.02079,1
1,0.17173,0.125,2,13,4,0.02193,1,1,0.10448,0,2,0,0.07059,1
0,0.32211,0.13393,2,1,1,0,0,1,0.08955,0,2,0,0.002,0
0,0.07263,0.35714,2,2,4,0.01456,0,0,0,0,2,0.04,0.00042,0
1,0.39353,0.17857,2,3,5,0.00737,0,0,0,0,2,0.275,0,0
1,0.14541,0.03571,2,8,4,0.01754,0,0,0,1,1,0.14,0,0
1,0.35835,0,2,8,4,0,0,0,0,0,3,0.092,0,1
0,0.16541,0.48804,2,11,8,0.05263,0,0,0,0,2,0.14,0.00001,0
0,0.5,0.46429,2,3,5,0.18123,1,1,0.13433,1,2,0,0,1
1,0.30707,0.1875,2,9,4,0.00298,0,0,0,1,2,0.145,0.00006,1
1,0.12662,0.02089,1,1,1,0,0,0,0,0,2,0.05,0,0
1,0.21053,0.04607,2,4,8,0.00877,0,0,0,1,1,0.07,0,0
1,0.43609,0.14589,2,6,4,0.0014,0,0,0,0,2,0.054,0.001,0
1,0.22436,0.51786,2,2,4,0.00439,0,0,0,0,2,0,0.00286,0
1,0.33835,0.17857,2,8,5,0.08772,1,1,0.08955,0,2,0,0.00367,1
0,0.06647,0.35714,1,11,8,0.00579,0,0,0,0,2,0.17,0,0
1,0.11278,0.05357,2,9,4,0.05263,0,0,0,0,2,0.075,0.00008,1
0,0.3785,0.05946,2,6,4,0.00877,0,0,0,0,2,0,0.0039,0
1,0.27188,0.00143,1,7,4,0.0014,0,0,0,0,2,0,0,0
0,0.05383,0.33929,2,6,4,0.0614,0,1,0.14925,1,2,0,0.0001,0
0,0.1003,0.02982,2,11,4,0.05561,1,1,0.01493,0,2,0,0,1
0,0.3809,0.14286,2,8,4,0.10526,0,0,0,0,2,0.24,0,0
1,0.37474,0.0075,2,4,4,0.00298,1,0,0,1,2,0.14,0,1
1,0.20932,0.49107,2,9,4,0.20175,1,0,0,1,2,0.2435,0.005,1
1,0.21053,0.02089,1,13,4,0.00877,1,1,0.02985,0,2,0.13,0.005,1
1,0.07895,0,1,1,1,0,0,1,0.0597,0,2,0.0225,0.00001,0
0,0.16917,0.03125,2,14,8,0.03649,1,0,0,1,2,0.08,0.0586,1
1,0.20932,0.07143,2,14,8,0.03509,1,1,0.0597,0,2,0.07,0.07544,1
1,0.12782,0.32143,2,6,4,0.00298,0,0,0,0,2,0,0,0
0,0.54256,0.48518,2,4,8,0.29825,1,0,0,1,2,0,0,1
1,0.2794,0.08929,2,8,4,0.04386,0,0,0,1,2,0.14,0,0
1,0.36842,0.36161,1,4,4,0.00439,0,0,0,0,2,0.08,0,0
1,0.50496,0.23214,2,8,4,0.03509,0,0,0,1,2,0,0.00228,0
1,0.21173,0.14286,1,3,8,0.20175,1,1,0.02985,1,2,0.0375,0,0
0,0.33083,0.03268,2,6,4,0.02632,1,1,0.0597,0,2,0,0.01583,1
1,0.2982,0.00893,2,3,5,0.14035,0,0,0,1,1,0.21,0,0
1,0.30571,0.00286,1,7,5,0.0014,1,1,0.01493,1,2,0.14,0.02,1
0,0.10526,0.36911,2,13,8,0.01175,1,1,0.01493,1,2,0.04,0.0005,1
1,0.29203,0.03571,2,14,4,0.02632,1,1,0.10448,1,2,0.17,0.04071,1
1,0.13534,0.39286,2,11,4,0.08772,1,1,0.10448,1,2,0.05,0.00809,1
1,0.52632,0.30357,2,8,8,0.4386,1,1,0.13433,0,2,0.0905,0.01655,1
1,0.40346,0.17857,2,8,4,0.17544,1,1,0.10448,0,2,0,0.03065,1
1,0.10406,0.02982,1,8,4,0.07018,0,0,0,1,1,0.12,0,0
0,0.37594,0.05357,2,1,1,0,0,0,0,0,2,0.038,0,0
0,0.65158,0.69643,2,8,4,0.19298,1,1,0.10448,0,2,0,0.03,1
0,0.26316,0.13393,2,13,8,0.02193,1,1,0.13433,1,2,0.0905,0,1
1,0.12406,0.02821,2,9,4,0.01018,0,1,0.01493,0,2,0.21,0.00283,0
0,0.67038,0.35714,2,11,4,0.14035,1,1,0.20896,0,2,0,0.01602,1
1,0.22812,0.01339,2,8,4,0.01018,0,0,0,0,2,0.11,0.0014,0
0,0.48496,0.14286,2,5,3,0,1,0,0,0,2,0.05,0.0096,1
1,0.10902,0.10714,1,2,4,0.03807,1,1,0.1194,1,2,0.08,0.00001,1
0,0.16541,0.44643,2,6,4,0.05263,1,1,0.1791,1,2,0.06,0.00567,1
0,0.10647,0.01786,1,10,2,0.03509,0,0,0,0,2,0.13,0,0
1,0.16286,0.48214,1,1,1,0,0,0,0,0,2,0.092,0,0
0,0.19173,0.09679,1,8,4,0.00298,0,0,0,0,1,0.04,0,0
1,0.40857,0.02982,2,1,1,0,1,0,0,0,2,0.065,0.00001,0
0,0.36962,0.15768,2,8,4,0.00439,0,0,0,0,2,0.08,0,0
1,0.08767,0.02089,2,1,1,0,0,1,0.04478,0,2,0.175,0.00769,0
1,0.38346,0.33929,2,7,4,0.22807,1,1,0.20896,0,2,0.12,0.04607,1
1,0.18045,0.01786,2,8,4,0.05123,1,1,0.07463,1,2,0.156,0,1
0,0.48617,0.10714,2,8,4,0.08333,1,1,0.1194,1,2,0.198,0.04159,1
1,0.08902,0.35714,1,4,8,0.0293,1,0,0,1,2,0.07,0,0
0,0.12782,0.04464,1,1,1,0.11404,0,0,0,0,2,0.14,0,0
1,0.07639,0.12643,1,1,1,0,0,0,0,1,2,0.09,0.00001,0
1,0.75684,0.71429,2,14,8,0.61404,1,1,0.13433,1,2,0,0.01,1
0,0.04135,0.04464,2,11,4,0.00877,0,1,0.01493,0,2,0.054,0.00098,0
0,0.82586,0.53571,2,10,9,0,1,1,0.20896,0,2,0,0.03376,1
1,0.94737,0.79607,2,10,9,0.44737,1,1,0.01493,1,2,0,0.00109,1
0,0.03263,0.10268,2,11,4,0.00298,0,0,0,0,2,0.06,0,0
1,0.31699,0.14286,2,2,5,0.4386,1,0,0,1,2,0.092,0,0
0,0.50632,0.28571,2,10,5,0.22807,1,1,0.08955,0,2,0.1875,0.511,1
1,0.14165,0,2,8,4,0,0,0,0,0,3,0.092,0,1
1,0.47248,0.05357,2,8,4,0.08772,1,0,0,1,2,0.07,0,0
1,0.02135,0.25,2,10,4,0.03509,0,0,0,0,2,0.3,0,0
1,0.07639,0.01482,1,8,4,0.00579,0,1,0.01493,0,2,0.1,0.00001,0
1,0.58271,0.23214,2,4,4,0.2207,1,1,0.22388,0,2,0,0.11202,1
1,0.0815,0,1,7,5,0,0,0,0,1,1,0.25,0.00001,1
1,0.06391,0.00589,2,11,7,0.00737,0,0,0,0,2,0.1,0.0004,1
1,0.35714,0.02982,2,10,4,0.0014,0,0,0,0,2,0.06,0.00005,0
1,0.13414,0.05661,1,9,4,0.10825,1,1,0.08955,0,2,0.04,0,1
1,0.51248,0.14875,2,14,5,0.00298,0,0,0,1,2,0.26,0,0
1,0.30571,0.08929,2,8,4,0.03509,0,0,0,0,2,0.23,0.00016,0
0,0.29068,0.05804,2,2,4,0.01895,0,0,0,1,2,0,0,0
1,0.44105,0.01339,1,8,4,0.01316,1,1,0.1194,1,2,0.15,0.00162,1
1,0.31203,0.14429,1,3,5,0.29825,1,1,0.10448,1,2,0.0975,0,1
1,0.43609,0.10714,2,3,5,0.03509,1,0,0,0,2,0,0.002,0
1,0.06767,0.00589,2,2,4,0.00877,0,0,0,1,1,0.14,0,0
1,0.1403,0.08929,2,1,1,0.00298,0,0,0,1,2,0.05,0.04208,0
0,0.13158,0.30214,1,14,4,0.08632,0,0,0,0,2,0.082,0,1
1,0.06271,0.00732,2,6,4,0.0014,0,0,0,0,2,0.14,0.0075,0
1,0.07023,0.37196,1,6,4,0.00439,1,0,0,0,2,0.06,0.00375,0
0,0.20932,0.05357,2,7,4,0.07018,1,0,0,0,1,0.184,0,0
0,0.07774,0.33036,1,8,4,0.03509,1,1,0.0597,1,2,0.04,0.005,1
1,0.13414,0.02679,2,3,4,0.05561,0,1,0.01493,1,2,0.2,0.00009,0
1,0.73308,0.45536,1,8,8,0.17544,1,0,0,0,2,0.056,0,0
0,0.14662,0.32143,2,11,4,0.29825,1,1,0.07463,1,2,0.06,0,1
1,0.32331,0.11304,2,14,8,0.13158,1,0,0,1,2,0.34,0,0
0,0.64782,0.15179,1,1,1,0.17544,0,0,0,1,2,0,0.00004,0
0,0.59519,0.00589,2,1,1,0,0,0,0,1,1,0.031,0.00027,0
1,0.41233,0.14429,2,13,8,0.24561,1,1,0.1194,0,2,0.16,0,1
1,0.42737,0.18,2,11,8,0.44737,1,0,0,1,2,0.046,0,1
1,0.41233,0.04464,1,9,4,0.00877,0,0,0,0,2,0,0.00195,0
0,0.30075,0.02679,2,4,5,0.03509,1,1,0.04478,1,2,0.106,0,0
1,0.17925,0.44643,2,13,4,0.04246,1,1,1,1,2,0.07,0.00258,1
1,0.1591,0.23661,1,2,4,0.19298,1,0,0,1,1,0.05,0,1
1,0.14406,0.41518,1,9,4,0.0293,1,0,0,1,2,0.08,0.003,1
1,0.25444,0.08929,2,13,8,0.07895,0,0,0,1,1,0.17,0,0
1,0.35218,0.14286,2,8,5,0.17544,1,0,0,1,1,0.14,0,0
1,0.18797,0.055,2,9,4,0.00439,0,0,0,0,2,0.05,0,0
0,0.2406,0.02375,2,9,4,0.00877,0,0,0,1,2,0.15,0,0
0,0.1391,0.06554,2,5,3,0,0,1,0.01493,0,2,0.1,0.00053,0
1,0.05263,0.10714,2,4,4,0.0014,0,0,0,1,2,0.08,0.0004,0
1,0.23308,0.52821,2,6,4,0.17684,1,1,0.07463,1,2,0.084,0,1
0,0.22301,0.12643,2,3,5,0.01754,1,0,0,1,2,0.0855,0,0
1,0.31323,0,2,8,4,0,0,0,0,0,3,0.092,0,0
1,0.14541,0.02089,2,8,8,0.00298,1,0,0,0,2,0.09,0,0
1,0.16917,0.40179,2,8,4,0.08772,1,1,0.25373,0,2,0.1,0.01208,1
0,0.07519,0.26786,2,11,4,0.09509,1,1,0.07463,0,2,0.092,0.26726,1
1,0.05008,0.00893,2,11,4,0.01175,0,1,0.0597,0,2,0.08,0.00008,0
0,0.03504,0.01196,2,1,1,0,0,1,0.01493,0,2,0.08,0.00126,0
1,0.28827,0.08929,2,6,4,0.0614,0,1,0.02985,1,2,0.36,0,0
0,0.09895,0.35714,2,8,8,0.03509,1,1,0.0597,0,2,0.025,0.01465,1
0,0.1203,0.0625,1,5,3,0,0,0,0,0,2,0.08,0,0
1,0.29203,0.03714,2,12,8,0.22807,1,0,0,1,2,0.082,0.31285,1
0,0.17414,0.07446,2,8,8,0.09649,1,0,0,1,2,0.18,0.00001,0
0,0.16541,0.10714,2,11,8,0.06439,1,1,0.28358,0,2,0,0.005,1
1,0.25684,0,2,9,4,0.04386,1,1,0.01493,0,2,0.101,0,1
1,0.10526,0.18161,1,5,4,0.01018,0,0,0,0,2,0.07,0.00184,0
0,0.3997,0.29018,1,4,4,0.00579,0,1,0.02985,0,2,0.092,0.00018,0
1,0.23564,0.04464,2,8,8,0.00877,0,1,0.02985,1,2,0.2,0.00108,0
1,0.40857,0.01786,1,7,4,0.01754,0,0,0,1,2,0.065,0,0
0,0.23684,0.01643,2,4,4,0.01895,1,1,0.0597,0,2,0.19,0.005,1
1,0.61158,0.01786,1,4,8,0.13895,1,0,0,0,2,0.09,0.00314,1
1,0.30451,0.19643,1,8,4,0.05263,0,0,0,1,2,0.03,0,0
1,0.16917,0.42857,2,4,4,0.07895,1,1,0.02985,1,2,0.06,0.00005,0
0,0.19293,0.09071,1,1,1,0,0,0,0,1,2,0.09,0.0006,0
0,0.29068,0.16518,2,11,8,0.05702,1,1,0.02985,0,2,0,0,1
1,0.29955,0.07732,2,8,4,0.05263,0,0,0,0,3,0.06,0,0
1,0.33714,0.19643,2,3,5,0.17544,0,0,0,0,2,0.105,0.00687,0
1,0.08647,0.01036,2,4,4,0.01018,0,0,0,0,2,0.14,0.00364,0
1,0.15669,0.03125,2,11,4,0.16228,1,1,0.02985,1,2,0.26,0.02,1
0,0.25188,0.23214,2,8,5,0.14035,1,1,0.10448,1,2,0,0.03065,1
1,0.09398,0.25,2,8,4,0.01754,0,0,0,0,2,0,0,0
1,0.17414,0.02071,2,8,4,0.01018,1,1,0.10448,1,2,0.048,0.05124,1
1,0.23805,0.16964,2,7,4,0.07018,0,1,0.01493,1,2,0.23,0.00068,0
1,0.44241,0.08036,2,3,5,0.02632,1,0,0,0,2,0.28,0,0
1,0.22556,0.04161,2,4,4,0.01754,1,0,0,0,1,0.14,0,0
1,0.26797,0.10714,1,3,5,0.24561,0,0,0,0,2,0,0.00001,0
1,0.09774,0.35571,2,10,2,0,1,0,0,0,2,0,0,1
1,0.46992,0.30357,2,13,8,0.49123,1,1,0.01493,1,2,0.044,0.02,1
0,0.13654,0.08179,2,11,8,0.08035,1,1,0.10448,1,2,0.07,0.02384,1
0,0.10406,0.10714,2,11,4,0.00579,1,1,0.04478,0,2,0.05,0.00006,1
1,0.21173,0.05357,2,9,4,0.07895,0,1,0.01493,1,2,0.05,0.00003,0
1,0.40857,0.08036,1,14,8,0.35088,1,0,0,1,2,0.088,0,0
1,0.64165,1,1,8,4,1,1,1,0.59701,0,2,0,0.00015,1
0,0.75684,0.00589,2,1,1,0,1,1,0.01493,0,2,0.116,0.001,1
0,0.13038,0.40179,1,14,8,0.02632,1,1,0.0597,0,2,0,0.00321,1
0,0.1591,0.08929,1,3,5,0.15789,0,0,0,0,2,0.1,0.00456,0
0,0.83835,0.21429,2,1,1,0,0,0,0,0,1,0,0,0
1,0.32827,0.02679,2,4,4,0.05263,0,0,0,1,2,0.1155,0,0
1,0.52,0.42857,2,7,4,0.5614,1,0,0,0,1,0.055,0,1
0,0.21549,0.53571,1,10,9,0,1,0,0,0,2,0,0.13212,1
1,0.32211,0.08929,2,4,4,0.15789,1,1,0.10448,0,2,0.075,0.0127,1
1,0.53759,0.27089,2,3,5,0.26614,1,1,0.22388,1,2,0,0.05,1
1,1,0.19643,2,8,4,0.01895,1,0,0,0,2,0,0.0034,0
1,0.23308,0.46429,2,2,8,0.01754,0,0,0,0,2,0.114,0,0
0,0.04767,0.01786,2,3,4,0.00579,0,1,0.08955,1,2,0.12,0.00035,0
0,0.03383,0.00589,2,6,4,0.03509,0,1,0.02985,1,2,0.16,0.00001,0
1,0.69669,0.51786,2,1,1,0.63158,1,1,0.22388,1,2,0,0.01,1
1,0.21429,0.07143,2,4,8,0.14614,1,1,0.02985,1,2,0.0905,0,1
1,0.41729,0.055,2,3,5,0.12281,0,0,0,0,2,0.108,0,1
1,0.15534,0.32143,2,6,4,0.00877,0,0,0,1,2,0,0,0
1,0.16165,0.47625,1,6,4,0.0014,0,0,0,1,2,0.06,0.00475,0
1,0.31579,0.53571,2,12,7,0.1886,1,1,0.13433,1,2,0,0.00134,1
1,0.29955,0.04464,2,9,4,0.04088,0,0,0,0,2,0.06,0,0
0,0.40722,0.35714,2,11,8,0.0614,1,0,0,0,2,0.0145,0.00837,1
1,0.1003,0.06554,2,8,4,0.07895,1,1,0.01493,0,2,0.05,0.0015,1
1,0.35714,0.04018,1,2,4,0.05263,0,0,0,1,2,0.2155,0,1
1,0.52256,0.15179,2,7,4,0.00439,1,0,0,1,2,0.1125,0,1
1,0.1391,0.02679,2,7,4,0.01754,0,0,0,1,1,0.16,0,0
1,0.31955,0.12054,2,8,8,0.29088,0,0,0,1,2,0,0,0
1,0.0388,0.09821,2,6,4,0.02333,0,1,0.01493,0,2,0.04,0.00021,0
1,0.13414,0.375,2,11,8,0.04684,1,0,0,0,2,0.05,0,1
0,0.1203,0.41964,2,8,4,0.00877,0,0,0,1,2,0.09,0,0
0,0.17038,0.09071,1,6,4,0.00877,1,0,0,1,2,0.185,0,1
1,0.33955,0.07589,1,9,4,0.00298,1,1,0.01493,0,2,0.025,0.01187,1
0,0.22301,0.13393,2,8,4,0.00877,0,1,0.01493,1,2,0.02,0.00154,0
1,0.12662,0.43304,2,8,4,0.11702,0,1,0.02985,1,2,0.09,0.00173,0
1,0.30707,0.055,2,13,4,0.05404,1,1,0.01493,1,2,0.26,0.5,1
1,0.31955,0.08929,2,3,4,0.03509,0,0,0,1,2,0.105,0,0
1,0.22301,0.12946,2,6,4,0.00877,0,0,0,1,2,0.05,0,0
0,0.0815,0.19339,2,3,8,0.01018,0,0,0,0,2,0.04,0.00484,0
1,0.14286,0.03571,2,8,4,0.0293,1,0,0,0,1,0.15,0,1
1,0.04135,0.00446,2,8,4,0.00579,0,0,0,0,2,0.066,0,0
0,0.09519,0.00446,2,11,4,0.03509,0,1,0.01493,0,2,0.12,0.00768,1
1,0.12902,0.39286,2,9,4,0.07018,1,1,0.01493,0,2,0.04,0.00278,1
1,0.30451,0.18161,1,3,5,0.03807,0,0,0,1,2,0.24,0,0
0,0.65158,0.01196,2,3,5,0.03509,1,0,0,1,2,0.126,0.02197,0
1,0.03759,0.02982,2,7,4,0.00298,1,0,0,0,1,0.1,0,0
1,0.28692,0.08929,2,13,8,0.09649,1,1,0.08955,0,2,0.08,0.02072,1
1,0.5188,0.89589,2,9,4,0.0614,1,1,0.04478,0,2,0.06,0.00014,1
1,0.30707,0.09821,2,3,5,0.08772,0,0,0,1,2,0.116,0.002,0
1,0.06887,0.04321,1,10,2,0,0,0,0,0,2,0.05,0,0
1,0.45865,0.01786,2,7,4,0.37719,1,0,0,0,1,0.2,0,0
1,0.3785,0.0625,2,4,4,0.01754,0,0,0,1,2,0.15,0.00002,0
1,0.26812,0.02679,1,6,4,0.12281,0,0,0,1,2,0.16,0,0
1,0.17038,0.06107,2,14,4,0.05842,1,1,0.01493,1,2,0.1975,0.0002,1
1,0.77699,0.39286,2,10,9,0.70175,1,1,0.10448,1,2,0.011,0,1
1,0.41474,0,2,8,5,0.52632,1,0,0,0,2,0,0,1
1,0.26316,0.04018,2,1,1,0,0,1,0.01493,0,2,0.048,0.00019,0
0,0.34586,0.16821,2,1,1,0,0,0,0,0,2,0.08,0,0
1,0.2794,0.26786,2,10,5,0.05561,1,0,0,1,1,0.21,0,0
0,0.27323,0.11161,2,1,1,0.10667,0,1,0.02985,1,2,0.1,0.00004,0
1,0.16662,0.09821,2,8,4,0.07895,1,1,0.08955,0,2,0.092,0.006,1
1,0.12286,0.01929,1,14,4,0.0014,1,1,0.01493,1,2,0.42,0.00059,1
1,0.30827,0.10714,2,13,8,0.26018,1,0,0,1,2,0,0,1
1,0.57263,0.10714,1,1,1,0.05263,0,0,0,0,2,0.09,0.00004,0
0,0.26797,0.05357,2,1,1,0,0,1,0.02985,1,2,0.1,0.00105,0
1,0.37098,0.02518,2,8,4,0.01316,0,1,0.02985,0,2,0.1125,0.005,0
1,0.38226,0.06107,2,14,4,0.00439,1,1,0.07463,1,2,0.24,0,1
1,0.06647,0.08786,2,8,7,0.03368,0,1,0.02985,1,2,0.08,0.00587,0
1,0.3797,0.17857,2,13,4,0.12281,1,1,0.14925,1,2,0,0,1
1,0.09398,0.39446,2,8,4,0.07018,0,0,0,1,2,0.068,0,0
1,0.28571,0.08339,2,2,8,0.20175,0,0,0,1,2,0.146,0,0
1,0.07263,0.20393,2,2,4,0.01895,0,0,0,0,2,0.06,0,0
0,0.03128,0.27232,2,11,4,0.00439,0,1,0.01493,1,2,0,0.0016,0
1,0.38466,0.20982,2,13,8,0.35088,1,1,0.20896,1,2,0.1995,0,1
0,0.08767,0.02375,2,9,4,0.05842,0,0,0,0,2,0.11,0.00005,0
1,0.11398,0.375,2,8,4,0.10526,1,0,0,1,2,0,0,1
0,0.13414,0.02679,2,8,4,0.07018,0,1,0.02985,1,2,0.1,0.00394,0
1,0.17925,0.11607,2,8,8,0.08035,0,1,0.01493,1,2,0.208,0.00021,0
1,0.11023,0.36018,1,10,8,0.04386,0,0,0,0,2,0.13,0,0
0,0.53008,0.05357,2,5,3,0,1,0,0,1,2,0.05,0.00027,0
