K	Fitness	Objective	Algorithm	Base	Cluster	AlgorithmParameters	Time(s)
4	0.196970	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 0, 1, 2, 2, 0, 0, 1, 3, 3, 1, 2, 2, 1, 0, 0, 1, 2, 2, 2, 1, 2, 0, 0, 2, 1, 3, 3, 0, 2]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.00000
4	0.178295	CorrectRand	GeneticAlgorithm	Lung_Cancer	[0, 1, 2, 2, 3, 0, 3, 2, 3, 1, 1, 2, 0, 1, 2, 1, 0, 0, 3, 3, 3, 2, 1, 2, 3, 3, 0, 1, 3, 0, 2, 0]	AG Crossover(0.900000) Mutation(0.100000)	   0.00000
4	0.172414	CorrectRand	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 2, 1, 2, 0, 3, 3, 3, 2, 3, 2, 3, 3, 1, 3, 0, 1, 0, 2, 1, 0, 0, 2, 2, 1, 2, 3, 3, 1, 0, 3]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.01600
5	0.836382	CorrectRand	AntColonyOptimization	Lung_Cancer	[0, 1, 1, 0, 1, 2, 2, 2, 3, 0, 1, 3, 0, 4, 2, 2, 2, 2, 1, 2, 2, 1, 4, 0, 4, 3, 1, 4, 2, 4, 4, 4]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.01600
5	0.148148	CorrectRand	BeeColonyOptimization	Lung_Cancer	[0, 1, 2, 1, 3, 4, 4, 3, 0, 1, 4, 2, 0, 4, 2, 3, 3, 0, 3, 1, 1, 4, 3, 2, 4, 0, 4, 0, 1, 3, 2, 1]	BCO TurnsMaxNotImproved(5)	   0.06300
5	0.166667	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 0, 1, 1, 1, 0, 2, 3, 3, 3, 0, 0, 3, 1, 1, 2, 1, 1, 4, 2, 4, 4, 2, 0, 0, 4, 3, 1, 4, 1, 1, 2]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.01600
5	0.164609	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 0, 2, 3, 4, 2, 3, 4, 1, 0, 3, 2, 4, 1, 4, 3, 1, 0, 2, 3, 1, 3, 2, 1, 4, 1, 3, 1, 2, 3, 4]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.01500
5	0.164659	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 3, 2, 1, 4, 0, 0, 2, 3, 4, 2, 3, 0, 0, 4, 1, 2, 1, 2, 0, 3, 0, 1, 2, 2, 4, 0, 2, 2, 4]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.01500
5	0.163934	CorrectRand	GeneticAlgorithm	Lung_Cancer	[0, 1, 0, 2, 0, 3, 3, 1, 4, 3, 1, 2, 2, 0, 4, 4, 0, 0, 2, 4, 3, 1, 0, 2, 3, 1, 1, 0, 3, 0, 1, 2]	AG Crossover(0.900000) Mutation(0.100000)	   0.00000
5	0.153846	CorrectRand	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 1, 2, 3, 3, 1, 4, 2, 0, 4, 2, 2, 3, 1, 3, 3, 1, 2, 4, 1, 0, 0, 1, 1, 4, 1, 3, 2, 3, 2, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.03100
6	0.788553	CorrectRand	AntColonyOptimization	Lung_Cancer	[0, 1, 1, 2, 1, 0, 3, 1, 1, 4, 4, 0, 0, 1, 5, 1, 3, 1, 5, 4, 4, 4, 0, 2, 2, 2, 2, 0, 4, 0, 2, 2]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.03100
6	0.136170	CorrectRand	BeeColonyOptimization	Lung_Cancer	[0, 0, 1, 2, 2, 3, 1, 4, 5, 1, 5, 0, 0, 2, 5, 2, 1, 2, 4, 3, 4, 0, 2, 4, 4, 2, 0, 5, 1, 3, 0, 1]	BCO TurnsMaxNotImproved(5)	   0.06200
6	0.168067	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 3, 4, 2, 5, 1, 1, 0, 1, 1, 3, 0, 1, 5, 5, 4, 4, 1, 1, 0, 0, 2, 5, 4, 0, 4, 1, 2, 1, 5]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.00000
6	0.190840	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 3, 1, 2, 0, 0, 0, 4, 1, 3, 0, 5, 0, 4, 2, 0, 0, 1, 5, 2, 0, 0, 2, 1, 2, 0, 3, 0, 0, 0]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.00000
6	0.179283	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 1, 3, 4, 4, 2, 2, 2, 2, 3, 0, 5, 3, 2, 1, 3, 4, 5, 1, 2, 4, 2, 2, 3, 3, 1, 2, 2, 3, 2]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.00000
6	0.142857	CorrectRand	GeneticAlgorithm	Lung_Cancer	[0, 1, 2, 1, 3, 4, 5, 3, 5, 5, 3, 5, 2, 1, 1, 0, 5, 3, 2, 4, 4, 5, 3, 1, 5, 3, 4, 5, 5, 2, 0, 1]	AG Crossover(0.900000) Mutation(0.100000)	   0.01500
6	0.139241	CorrectRand	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 2, 1, 2, 0, 3, 4, 3, 0, 5, 3, 2, 3, 0, 4, 1, 1, 0, 2, 2, 4, 4, 3, 2, 0, 1, 5, 0, 1, 3, 2]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.00000
7	0.701953	CorrectRand	AntColonyOptimization	Lung_Cancer	[0, 1, 1, 2, 2, 2, 0, 2, 2, 3, 1, 4, 4, 4, 5, 4, 4, 4, 3, 4, 3, 6, 5, 1, 4, 5, 2, 5, 6, 1, 5, 1]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.04700
7	0.120000	CorrectRand	BeeColonyOptimization	Lung_Cancer	[0, 1, 2, 3, 2, 4, 5, 6, 1, 3, 1, 2, 0, 5, 6, 4, 5, 0, 6, 1, 2, 3, 2, 1, 3, 4, 5, 2, 1, 0, 6, 5]	BCO TurnsMaxNotImproved(5)	   0.06300
7	Infinity	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.01500
7	0.212766	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 0, 2, 3, 1, 1, 4, 0, 1, 2, 1, 5, 3, 1, 1, 2, 4, 1, 1, 1, 1, 6, 1, 2, 1, 4, 1, 3, 1, 1]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.00000
7	Infinity	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.00000
7	0.155844	CorrectRand	GeneticAlgorithm	Lung_Cancer	[0, 0, 1, 2, 2, 3, 2, 4, 5, 2, 6, 1, 0, 3, 2, 2, 5, 2, 3, 6, 2, 5, 3, 6, 2, 5, 1, 1, 6, 0, 2, 4]	AG Crossover(0.900000) Mutation(0.100000)	   0.00000
7	Infinity	CorrectRand	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.00000
8	0.796845	CorrectRand	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 1, 2, 3, 4, 5, 1, 6, 0, 1, 7, 6, 6, 0, 0, 3, 6, 0, 0, 6, 5, 0, 3, 3, 5, 2, 1, 1, 3, 4]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.04700
8	0.109589	CorrectRand	BeeColonyOptimization	Lung_Cancer	[0, 1, 2, 3, 4, 5, 1, 6, 7, 3, 3, 0, 0, 4, 1, 5, 1, 4, 7, 2, 5, 6, 3, 6, 3, 7, 4, 2, 1, 1, 5, 0]	BCO TurnsMaxNotImproved(5)	   0.09300
8	0.215613	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 0, 1, 0, 1, 2, 1, 3, 4, 1, 1, 5, 5, 1, 2, 6, 1, 2, 1, 1, 7, 3, 1, 1, 0, 1, 1, 7, 1, 0, 1]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.00000
8	0.165975	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 2, 3, 4, 2, 2, 5, 2, 5, 6, 0, 7, 2, 2, 2, 3, 5, 0, 4, 3, 7, 2, 0, 2, 2, 7, 3, 4, 2, 7]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.00000
8	0.273504	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 1, 1, 2, 1, 1, 0, 1, 1, 3, 4, 1, 5, 1, 1, 1, 1, 1, 6, 1, 1, 1, 7, 1, 1, 0, 1, 1, 1, 1]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.00000
8	0.134529	CorrectRand	GeneticAlgorithm	Lung_Cancer	[0, 1, 2, 3, 1, 4, 2, 5, 2, 2, 5, 6, 1, 7, 0, 2, 6, 4, 4, 1, 5, 2, 1, 1, 3, 6, 6, 5, 2, 5, 4, 0]	AG Crossover(0.900000) Mutation(0.100000)	   0.00000
8	Infinity	CorrectRand	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.00000
9	0.727322	CorrectRand	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 1, 1, 3, 4, 4, 4, 5, 2, 6, 7, 8, 1, 5, 8, 3, 8, 8, 2, 5, 6, 6, 6, 4, 8, 6, 7, 6, 6, 2]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.18700
9	0.105991	CorrectRand	BeeColonyOptimization	Lung_Cancer	[0, 0, 1, 2, 3, 4, 5, 6, 7, 1, 7, 4, 0, 5, 3, 2, 6, 0, 8, 5, 3, 4, 7, 5, 4, 6, 0, 1, 4, 3, 2, 0]	BCO TurnsMaxNotImproved(5)	   0.01600
9	Infinity	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 4, 0]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.01600
9	Infinity	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 4, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.00000
9	Infinity	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.00000
9	0.152778	CorrectRand	GeneticAlgorithm	Lung_Cancer	[0, 1, 2, 1, 3, 4, 2, 5, 5, 2, 6, 5, 7, 2, 3, 2, 2, 8, 8, 8, 7, 4, 2, 0, 8, 5, 1, 4, 2, 0, 4, 5]	AG Crossover(0.900000) Mutation(0.100000)	   0.00000
9	Infinity	CorrectRand	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.00000
10	0.814777	CorrectRand	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 3, 3, 1, 1, 4, 5, 2, 6, 2, 0, 2, 0, 7, 2, 4, 7, 1, 6, 7, 8, 6, 8, 3, 8, 5, 7, 9, 7, 7]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.06200
10	0.104762	CorrectRand	BeeColonyOptimization	Lung_Cancer	[0, 1, 2, 1, 3, 4, 5, 6, 7, 0, 8, 8, 3, 1, 9, 4, 6, 7, 9, 2, 5, 1, 4, 2, 6, 1, 3, 1, 3, 8, 5, 7]	BCO TurnsMaxNotImproved(5)	   0.03100
10	Infinity	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.00000
10	Infinity	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 3, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.00000
10	Infinity	CorrectRand	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.00000
10	0.127358	CorrectRand	GeneticAlgorithm	Lung_Cancer	[0, 1, 2, 3, 4, 5, 5, 4, 6, 7, 1, 0, 1, 4, 6, 8, 4, 6, 1, 4, 5, 2, 4, 1, 3, 5, 9, 9, 2, 6, 2, 0]	AG Crossover(0.900000) Mutation(0.100000)	   0.00000
10	Infinity	CorrectRand	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 3, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.00000
2	33.704453	DaviesBouldin	AntColonyOptimization	Lung_Cancer	[0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.21900
2	0.255814	DaviesBouldin	BeeColonyOptimization	Lung_Cancer	[0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0]	BCO TurnsMaxNotImproved(5)	   0.03100
2	0.255814	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.00000
2	0.255814	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.01600
2	0.260745	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.00000
2	0.255814	DaviesBouldin	GeneticAlgorithm	Lung_Cancer	[0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0]	AG Crossover(0.900000) Mutation(0.100000)	   0.00000
2	0.255814	DaviesBouldin	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.00000
3	35.927209	DaviesBouldin	AntColonyOptimization	Lung_Cancer	[0, 1, 1, 2, 0, 1, 0, 1, 1, 1, 2, 2, 0, 1, 2, 2, 0, 1, 2, 1, 0, 1, 0, 1, 1, 1, 2, 2, 0, 2, 1, 1]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.07800
3	0.204861	DaviesBouldin	BeeColonyOptimization	Lung_Cancer	[0, 1, 2, 0, 2, 1, 1, 0, 2, 0, 0, 0, 2, 0, 2, 1, 2, 2, 1, 1, 1, 2, 0, 1, 2, 2, 0, 1, 2, 1, 0, 2]	BCO TurnsMaxNotImproved(5)	   0.01500
