@relation 'Climate Model Simulation Crashes.arff'

@attribute att01 numeric
@attribute att11 numeric
@attribute att21 numeric
@attribute att31 numeric
@attribute att41 numeric
@attribute att51 numeric
@attribute att61 numeric
@attribute att71 numeric
@attribute att81 numeric
@attribute att91 numeric
@attribute att101 numeric
@attribute att111 numeric
@attribute att121 numeric
@attribute att131 numeric
@attribute att141 numeric
@attribute att151 numeric
@attribute att161 numeric
@attribute att171 numeric
@attribute att181 numeric
@attribute att191 numeric
@attribute class {0,1}

@data
0,0.06704,0.96177,0.97802,0.85926,0.61565,0.61584,0.35347,0.83409,0.09497,0.22905,0.95519,0.57704,0.78505,0.53113,0.17313,0.54458,0.08079,0.73347,0.53143,0
0,0.07263,0.17233,0.01167,0.62409,0.5194,0.25408,0.3677,0.0514,0.51913,0.37027,0.85389,0.34679,0.94945,0.59824,0.42746,0.40127,0.82254,0.59991,0.1355,1
0,0.07821,0.39658,0.19994,0.96976,0.83807,0.61029,0.24502,0.78814,0.35636,0.12257,0.50935,0.40374,0.86743,0.5001,0.58874,0.01429,0.89571,0.56242,0.0282,1
0,0.0838,0.05127,0.30995,0.91077,0.72024,0.43314,1,0.22808,0.77268,0.59343,0.10739,0.2148,0.05081,0.29333,0.75138,0.9232,0.60789,0.31828,0.71903,1
0,0.08939,0.81494,0.69702,0.70376,0.97787,0.98451,0.03076,0.93962,0.74588,0.75359,0.41153,0.58652,0.94374,0.24709,0.54919,0.22952,0.6931,1,0.64719,1
0,0.09497,0.59594,0.79207,0.79526,0.43055,0.91768,0.90031,0.72932,0.56091,0.65972,0.83531,0.64465,0.44457,0.82184,0.87793,0.2381,0.41415,0.37885,0.97338,1
0,0.10056,0.45343,0.2266,0.87032,0.84119,0.13275,0.95404,0.17548,0.0229,0.14248,0.67392,0.08289,0.43757,0.23095,0.42319,0.5788,0.1399,0.53918,0.62051,1
0,0.10615,0.3587,0.53952,0.40821,0.39105,0.66139,0.73224,0.41331,0.67889,0.08955,0.45681,0.97109,0.11588,0.89551,0.8952,0.41203,0.06684,0.25496,0.14653,1
0,0.11173,0.79576,0.12826,0.88322,0.53158,0.54719,0.62821,0.68908,0.94304,0.46601,0.09654,0.43493,0.73172,0.87026,0.85262,0.52608,0.78738,0.63096,0.74111,1
0,0.11732,0.50088,0.35964,0.94067,0.14866,0.57929,0.29801,0.90615,0.76631,0.02379,0.60824,0.31598,0.84434,0.38458,0.60012,0.94224,0.98435,0.22504,0.6928,1
0,0.12291,0.02908,0.6759,0.02382,0.11234,0.83442,0.26861,0.93712,0.57801,0.72955,0.84658,0.41963,0.28603,0.78367,0.45472,0.45084,0.91164,0.82763,0.12578,1
0,0.12849,0.29481,0.81849,0.5489,0.98552,0.47522,0.67403,0.19457,0.27044,0.4535,0.72523,0.65324,0.09825,0.36914,0.25023,0.42602,0.3822,0.77631,0.56192,1
0,0.13408,0.4841,0.27175,0.28767,0.42393,0.82659,0.68855,0.31419,0.10707,0.76244,0.72074,0.98489,0.34525,0.14428,0.9618,0.02086,0.12729,0.97885,0.8778,1
0,0.13966,0.77453,0.02816,0.50123,0.18024,0.50201,0.01675,0.68311,0.23957,0.69583,0.76254,0.11826,0.69532,0.48987,0.35258,0.52791,0.77965,0.30918,0.26263,1
0,0.14525,0.42038,0.3711,0.7432,0.06134,0.18866,0.84849,0.87459,0.14378,0.154,0.35269,0.39289,0.63486,0.79006,0.8561,0.60224,0.16835,0.53479,0.98785,1
0,0.15084,0.53159,0.14732,0.34492,0.08354,0.73756,0.34599,0.1686,0.69161,0.09474,0.18184,0.37133,0.48118,0.50761,0.82369,0.14621,0.5968,0.37171,0.1997,1
0,0.15642,0.305,0.23949,0.83199,0.02011,0.9996,0.29493,0.71563,0.416,0.92378,0.13779,0.06887,0.98367,0.20534,0.19223,0.50119,0.18153,0.6915,0.6159,1
0,0.16201,0.24999,0.73513,0.93925,0.89484,0.23515,0.98523,0.53132,0.39887,0.19357,0.89849,0.73596,0.89097,0.98089,0.82839,0.44257,0.45279,0.77037,0.43587,1
0,0.1676,0.38414,0.88397,0.02818,0.35904,0.35721,0.52755,0.03187,0.59152,0.13509,0.04625,0.66242,0.33799,0.30574,0.02432,0.03022,0.33939,0.57679,0.75977,1
0,0.17318,0.71567,0.32826,0.57659,0.02042,0.38422,0.82497,0.71639,0.32548,0.85664,0.39761,0.83565,0.46842,0.00353,0.68162,0.11368,0.56719,0.5595,0.803,1
0,0.17877,0.67901,0.11417,0.5295,0.18721,0.41816,0.33397,0.1345,0.12012,0.53258,0.96773,0.15841,0.47521,0.14218,0.1622,0.80961,0.77071,0.93667,0.40232,1
0,0.18436,0.74318,0.42003,0.43205,0.68727,0.0423,0.04149,0.98783,0.86967,0.41337,0.52995,0.42245,0.18183,0.89952,0.7292,0.15772,0.87746,0.6193,0.21824,1
0,0.18994,0.0143,0.94558,0.24529,0.68156,0.968,0.45082,0.59184,0.27268,0.67736,0.75632,0.61975,0.91122,0.70346,0.76317,0.3768,0.478,0.35268,0.32804,1
0,0.19553,0.19831,0.43548,0.66903,0.99827,0.10844,0.03456,0.26137,0.99401,0.70169,0.4097,0,0.30944,0.7331,0.6989,0.14282,0.24973,0.12901,0.82363,1
0,0.20112,0.49302,0.23571,0.63755,0.54216,0.06814,0.86275,0.45533,0.05898,0.38152,0.34785,0.33323,0.29786,0.76518,0.0622,0,0.747,0.6715,0.00544,1
0,0.2067,0.9431,0.75916,0.47605,0.83469,0.09257,0.16108,0.8287,0.21509,0.39172,0.6498,0.81803,0.01566,0.39411,0.62202,0.0676,0.59351,0.55582,0.10261,1
0,0.21229,0.40365,0.6242,0.35211,0.69298,0.21433,0.81683,0.43576,0.22034,0.57508,0.25547,0.5454,0.36007,0.0514,0.9207,0.67721,0.83093,0.29939,0.12153,1
0,0.21788,0.12261,0.60439,0.49225,0.11567,0.40373,0.59296,0.65647,0.18234,0.65562,0.55835,0.60049,0.03386,0.74747,0.05286,0.95187,0.74418,0.38665,0.78474,1
0,0.22346,0.80991,0.25111,0.55449,0.05476,0.56948,0.05357,0.47416,0.04393,0.15229,0.21715,0.35674,0.38304,0.21522,0.71714,0.32442,0.71495,0.46124,0.52218,1
0,0.22905,0.9325,0.53423,0.07138,0.50826,0.79802,0.85732,0.53282,0.50002,0.86784,0.51405,0.50055,0.41065,0.54986,0.11571,0.902,0.27417,0.64469,0.03855,1
0,0.23464,0.31997,0.49982,0.54294,0.57945,0.94007,0.18771,0.64302,0.10165,0.6108,0.37984,0.87811,0.68285,0.93146,0.98842,0.13582,0.12766,0.64847,0.3845,1
0,0.24022,0.67599,0.90576,0.96711,0.76522,0.63391,0.76137,0.21345,0.2555,0.66601,0.36726,0.74784,0.93701,0.9592,0.41892,0.98782,0.95826,0.48533,0.20634,0
0,0.24581,0.13264,0.96266,0.5151,0.82109,0.28834,0.53022,0.7966,0.84516,0.03412,0.46333,0.77624,0.77674,0.12336,0.73973,0.88461,0.20287,0.03209,0.68889,1
0,0.2514,0.36615,0.16072,0.55968,0.88986,0.33472,0.08974,0.46433,0.65363,0.54126,0.47478,0.37331,0.7109,0.61408,0.88455,0.8763,0.55046,0.1664,0.53783,1
0,0.25698,0.11552,0.76166,0.34393,0.77841,0.1579,0.66644,0.5748,0.04447,0.77565,0.49683,0.39434,0.06689,0.05669,0.15095,0.61409,0.27175,0.05981,0.59536,1
0,0.26257,0.86277,0.39018,0.59983,0.8558,0.77208,0.06044,0.30273,0.72019,0.48993,0.6042,0.53077,0.05883,0.60746,0.20712,0.96206,0.79384,0.19044,0.84383,1
0,0.26816,0.72876,0.78377,0.96158,0.05323,0.42225,0.18972,0.76827,0.89932,0.94261,0.69596,0.01384,0.85049,0.2689,0.31568,0.36523,0.73424,0.44606,0.00292,0
0,0.27374,0.89281,0.83494,0.73336,0.3747,0.7208,0.94196,0.22115,0.86169,0.8688,0.83072,0.98982,0.57604,0.44231,0.32413,0.00838,0.95005,0.84563,0.63942,1
0,0.27933,0.34721,0.02122,0.66639,0.96926,0.37799,0.33702,0.82162,0.91296,0.7905,0.82724,0.49224,0.56778,0.63556,0.06708,0.51414,0.31957,0.43019,0.30477,1
0,0.28492,0.46671,0.92659,0.60511,0.30339,0.5862,0.54299,0.89542,0.97451,0.24786,0.77672,0.48729,0.36678,0.09337,0.44037,0.35594,0.69661,0.89037,0.18019,1
0,0.2905,0.60263,0.82289,0.91604,0.26357,0.02629,0.69296,0.97273,0.67316,0.72523,0.73851,0.51466,0.24409,0.03748,0.25627,0.8181,0.66871,0.07403,0.46711,1
0,0.29609,0.63494,0.58153,0.05257,0.29322,0.2991,0.53552,0.1527,0.63922,0.55748,0.53433,0.26998,0.75628,0.93576,0.70933,0.58931,0.80438,0.42409,0.25664,1
0,0.30168,0.68528,0.46763,0.71043,0.96655,0.67423,0.13096,0.70822,0.61989,0.52423,0.22435,0.01646,0.23707,0.6849,0.31407,0.24968,0.0459,0.7452,0.76335,1
0,0.30726,0.89706,0.19422,0.46163,0.71011,0.88104,0.32376,0.29691,0.94905,0.98853,0.16422,0.67727,0.19941,0.07643,0.12203,0.7566,0.2205,0.32797,0.5564,1
0,0.31285,0.13695,0.45102,0.62971,0.23887,0.9912,0.35747,0.31039,0.59555,0.21378,0.68606,0.68986,0.72097,0.17249,0.36333,0.4284,0.91942,0.75116,0.15753,1
0,0.31844,0.96542,0.86809,0.43705,0.06835,0.14429,0.19947,0.70055,0.36677,0.96728,0.12624,0.68694,0.97368,0.02474,0.34256,0.09917,0.2071,0.00025,0.94944,0
0,0.32402,0.44062,0.28566,0.75169,0.88373,0.92562,0.77927,0.9788,0.30473,0.20423,0.71203,0.00736,0.20089,0.08586,0.48784,0.93297,0.72706,0.85576,0.07157,1
0,0.32961,0.22433,1,0.6617,0.79725,0.20119,0.64754,0.5572,0.47417,0.01392,0.05813,0.16734,0.55431,0.26555,0.1815,0.2773,0.6558,0.52993,0.29426,1
0,0.3352,0.25881,0.71843,0.23749,0.25597,0.29019,0.2795,0.38379,0.06495,0.88617,0.42978,0.72334,0.52359,0.69336,0.57763,0.7513,0.81124,0.93067,0.05448,1
0,0.34078,0.52243,0.56079,0.04728,0.8107,0.9319,0.78891,0.06472,0.73104,0.78359,0.20093,0.27882,0.37251,0.4129,0.64651,0.67947,0.90237,0.80443,0.02492,1
0,0.34637,0.61681,0.74198,0.78276,0.03158,0.23935,0.14977,0.40292,0.93918,0.0602,0.03215,0.63364,0.31929,0.99538,0.40734,0.38573,0.55555,0.45574,0.25037,0
0,0.35196,0.10857,0.806,0.38805,0.25105,0.3927,0.08838,0.3372,0.01735,0.60086,0.5393,0.07584,0.35074,0.90387,0.13367,0.25651,0.43095,0.88677,0.94362,1
0,0.35754,0.46718,0.44712,0.56604,0.36117,0.65241,0.80383,0.7503,0.95654,0.53424,0.87571,0.44402,0.12812,0.90975,0.35722,0.89616,0.75738,0.76472,0.77884,1
0,0.36313,0.66343,0.26555,0.10417,0.92415,0.23224,0.12011,0.01772,0.36757,0.93937,0.59452,0.59309,0.41861,0.33128,0.48041,0.19421,0.76488,0.21991,0.23329,1
0,0.36872,0.16593,0.27921,0.06783,0.73552,0.53429,0.01344,0.14182,0.57941,0.89746,0.86554,0.55041,0.50595,0.75345,0.33301,0.76807,0.1076,0.60282,0.90338,1
0,0.3743,0.54305,0.21581,0.26994,0.6107,0.32168,0.5732,0.20872,0.14717,0.95206,0.01807,0.36497,0.21301,0.32602,0.38138,0.12478,1,0.72723,0.81486,1
0,0.37989,0.31032,0.55114,0.33002,0.70104,0.45121,0.00074,0.51362,0.24735,0.08356,0.29321,0.98178,0.85734,0.22138,0.57247,0.21738,0.50334,0.3368,0.55037,1
0,0.38547,0.55449,0.64038,0.17854,0.94591,0.96643,0.91054,0.28537,0.13717,0.93362,0.44982,0.93127,0.26842,0.71787,0.76875,0.77671,0.972,0.59191,0.85258,1
0,0.39106,0.06013,0.03165,0.27419,0.33549,0.05865,0.87836,0.69918,0.40484,0.86224,0.15493,0.88877,0.21001,0.57609,0.6516,0.20978,0.57776,0.6532,0.19116,1
0,0.39665,0.83779,0.34837,0.13835,0.9126,0.7244,0.43718,0.44223,0.89357,0.27429,0.57239,0.56943,0.59414,0.68198,0.51932,0.07245,0.12018,0.51656,0.66015,1
0,0.40223,0.27134,0.65322,0.99452,0.78122,0.46277,0.22594,0.56946,0.52409,0.22124,0.15028,0.45969,0.18906,0.67459,0.10733,0.53485,0.71182,0.832,0.89848,1
0,0.40782,0.02354,0.78903,0.39271,0.86385,0.81608,0.63271,0.46815,0.52922,0.98226,0.64906,0.38411,0.17507,0.34423,0.70075,0.30168,0.94179,0.31648,0.70193,1
0,0.41341,0.27373,0.60826,0.16759,0.67729,0.01288,0.82144,0.53996,0.49406,0.17826,0.61161,0.46533,0.90421,0.63267,0.09684,0.54281,0.16331,0.81688,0.71208,1
0,0.41899,0.49863,0.51798,0.01471,0.03752,0.80405,0.7438,0.90546,0.03785,0.26932,0.66128,0.14161,0.80601,0.47874,0.98009,0.72806,0.34803,0.98954,0.44795,1
0,0.42458,0.28828,0.94454,0.79872,0.80535,0.63305,0.22082,0.42388,0.5643,0.79897,0.10193,0.85374,0.98634,0.06565,0.39497,0.69308,0.18814,0.90622,0.35002,1
0,0.43017,0.90743,0.84632,0.0328,0.38262,0.64601,0.93543,0.03571,0.55032,0.21586,0.92328,0.35307,0.83027,0.86718,0.0818,0.36728,0.53819,0.08744,0.27221,0
0,0.43575,0.79131,0.09481,0.37608,0.32285,0.27131,0.91834,0.09251,0.67312,0.9135,0.32057,0.23646,0.40322,0.62082,0.50092,0.99933,0.16053,0.26487,0.47869,1
0,0.44134,0.64463,0.97011,0.81684,0.56165,0.77874,0.45539,0.91897,0.81107,0.253,0.41834,0.78086,0.01417,0.43256,0.7721,0.52212,0.07659,0.1728,0.84761,1
0,0.44693,0.244,0.17583,0.29148,0.39731,0.49375,0.31442,0.85383,0.50559,0.77051,0.86994,0.95541,0.81603,0.33447,0.50446,0.38074,0.70265,0.34289,0.70919,1
0,0.45251,0.80575,0.06826,0.31377,0.13586,0.02911,0.37855,0.88757,0.16478,0.43187,0.06716,0.89145,0.43188,0.07763,0.73283,0.49305,0.56786,0.04687,0.32012,1
0,0.4581,0.67199,0.73055,0.95148,0.27332,0.82208,0.99329,0.04153,0.11501,0.16612,0.00752,0.82378,0.53349,0.60446,0.07412,0.24049,0.43884,0.86669,0.10882,1
0,0.46369,0.5797,0.50982,0.22134,0.5559,0.68949,0.07624,0.24589,0.26531,0.89567,0.54387,0.51053,0.12678,0.66774,0.94394,0.60704,0.99184,0.18815,0.9075,1
0,0.46927,0.97808,0.59715,0.3088,0.98578,0.27918,0.90287,0.75987,0.20502,0.56453,0.75534,0.86239,0.70443,0.55534,0.32631,0.8298,0.05429,0.97838,0.5048,0
0,0.47486,0.47326,0.98032,0.25591,0.01003,0.5534,0.55614,0.58183,0.92391,0.46788,0.76842,0.91351,0.18321,0.84122,0.28407,0.90772,0.46255,0.63556,0.02082,0
0,0.48045,0.50828,0.5688,0.00984,0.3512,0.8966,0.68429,0.99953,0.43887,0.29899,0.33691,0.17948,0.22864,0.18811,0.84397,0.39065,0.28328,0.50032,0.30693,1
0,0.48603,0.48307,0.91888,0.57052,0.46615,0.11209,0.92905,0.25418,0.12519,0.42615,0.99586,0.02767,0.30047,0.01007,0.60574,0.69701,0.44562,0.52152,0.73231,1
0,0.49162,0.5502,0.98976,0.38147,0.60204,0.13059,0.20906,0.80984,0.93017,0.69092,0.66761,0.20452,0.6261,0.04571,0.54204,0.10328,0.61252,0.7036,0.3723,1
0,0.49721,0.63028,0.00709,0.58035,0.75532,0.32468,0.36556,0.0897,0.69742,0.07148,0.81619,0.84404,0.57966,0.09892,0.81199,0.8589,0.60612,0.52766,0.38036,1
0,0.50279,0.69349,0.0566,0.69729,0.4742,0.869,0.81222,0.89077,0.9864,0.34997,0.434,0.13114,0.13957,0.71185,0.1104,0.63359,0.44305,0.96611,0.95099,1
0,0.50838,0.91849,0.31187,0.62088,0.38674,0.44337,0.89621,0.4986,0.55546,0.16378,0.91218,0.40911,0.56378,0.32144,0.47522,0.08439,0.48707,0.0671,0.86387,1
0,0.51397,0.97057,0.69164,0.52638,0.08074,0.10402,0.79157,0.8054,0.63195,0.59752,0.29069,0.41303,0.65556,0.87509,0.07645,0.57069,0.64086,0.67841,0.99138,0
0,0.51955,0.00084,0.93688,0.77068,0.79406,0.35301,0.6692,0.81617,0.96561,0.71233,0.58352,0.16495,0.81098,0.28739,0.99205,0.8906,0.53113,0.89883,0.88055,1
0,0.52514,0.76834,0.86343,0.09492,0.09386,0.51095,0.20396,0.78961,0.79515,0.1173,0.94449,0.25929,0.27508,0.77324,0.74638,0.40805,0.94038,0.17904,0.77551,0
0,0.53073,0.84308,0.12466,0.58987,0.64439,0.71244,0.54691,0.35989,0.3754,0.62766,0.25985,0.14564,0.29283,0.19381,0.95648,0.06593,0.38794,0.35859,0.20332,1
0,0.53631,0.38204,0.95277,0.09129,0.92604,0.19831,0.6429,0.11337,0.87711,0.63288,0.44655,0.75362,0.25973,0.56384,0.619,0.03675,0.72186,0.75831,0.43185,1
0,0.5419,0.97961,0.1399,0.95315,0.08851,0.01605,0.25712,0.00325,0.29684,0.7402,0.97583,0.47203,0.13283,0.46957,0.08912,0.48796,0.40497,0.83433,0.85869,1
0,0.54749,0.95079,0.26797,0.27819,0.62699,0.86045,0.7146,0.23549,0.8483,0.00211,0.3584,0.27309,0.65106,0.10748,0.90127,0.16598,0.58651,0.62465,0.4413,1
0,0.55307,0.55992,0.21071,0.69492,0.14939,0.12592,0.16261,0.25106,0.81404,0.92802,0.90166,0.61372,0.26554,0.40754,0.72665,0.87115,0.23083,0.66263,0.17654,1
0,0.55866,0.08572,0.07607,0.05788,0.43625,0.33129,0.77383,0.67146,0.29357,0.04827,0.64279,0.17452,0.83869,0.39575,0.56045,0.27953,0.63338,0.19562,0.99916,1
0,0.56425,0.58618,0.53267,0.74566,0.94792,0.41069,0.65674,0.51769,0.05239,0.20144,0.13259,0.86865,0.52078,0.97374,0.46092,0.35515,0.41153,0.08026,0.39806,1
0,0.56983,0.00824,0.43194,1,0.10867,0.67144,0.1709,0.20423,0.70404,0.61166,0.63222,0.94834,0.67021,0.92234,0.26908,0.0476,0.82831,0.73826,0.7336,1
0,0.57542,0.04905,0.0475,0.76025,0.66541,0.77469,0.86639,0.59557,0.8807,0.58821,0.21136,0.30943,0.58905,0.67309,0.4366,0.0824,0.88048,0.10657,0.08535,1
0,0.58101,0.07615,0.71124,0.88519,0.12155,0.90615,0.23651,0.36451,0.7827,0.34341,0.81736,0.7126,0.54975,0.85311,0.30518,0.20499,0.6472,0.88387,0.75244,1
0,0.58659,0.29053,0.46561,0.21382,0.45059,0.52452,0.39709,0.32819,0.86278,0.82625,0.31213,0.90289,0.49388,0.8011,0.21931,0.95839,0.84662,0.41912,0.58539,1
0,0.59218,0.06911,0.11586,0.19226,0.19214,0.11946,0.57447,0.32059,0.70684,0.80926,0.69973,0.84586,0.53507,0.4626,0.62847,0.50847,0.62624,0.28962,0.6648,1
0,0.59777,0.37588,0.37853,0.41454,0.90258,0.70367,0.41318,0.48811,0.12954,0.31764,0.93351,0.71862,0.17086,0.8109,0.26128,0.91335,0.54442,0.93993,0.31202,1
0,0.60335,0.91571,0.89083,0.81062,0.76217,0.68847,0.26326,0.44974,0.288,0.6217,0.26973,0.76106,0.73558,0.79165,0.16564,0.33368,0.67492,0.23901,0.07816,0
0,0.60894,0.33599,0.85536,0.72156,0.12888,0.30715,0.28746,0.52251,0.51038,0.31205,0.91906,0.08901,0.02508,0.85767,0.79304,0.0592,0.81655,0.16785,0.37157,1
0,0.61453,0.52436,0.01558,0.92445,0.72903,0.5949,0.70635,0.92572,0.1708,0.64966,0,0.69656,0.91921,0.1804,0.05442,0.57312,0.73754,0.25986,0.96705,1
0,0.62011,0.56359,0.7122,0.58525,0.00354,0.9505,0.78174,0.12427,0.34903,0.26123,0.34181,0.21767,0.03802,0.51599,0.37117,0.12047,0.17396,0.36226,0.74917,1
0,0.6257,0.43044,0.25447,0.76411,0.20739,0.96037,0.46722,0.27328,0.17315,0.57843,0.02382,0.43202,0.25023,0.65078,0.80512,0.41943,0.24184,0.61687,0.83088,1
0,0.63128,0.32464,0.80939,0.43901,0.04474,0.5738,0.27608,0.02069,0.78891,0.8068,0.36261,0.79406,0.1536,0.50404,0.75572,0.58612,0.65943,0.23553,0.96042,1
0,0.63687,0.86891,0.91027,0.77484,0.70365,0.34004,0.13592,0.07017,0.3346,0.07554,0.193,0.04151,0.76013,0.51806,0.67694,0.7402,0.97535,0.57944,0.49499,0
0,0.64246,0.90301,0.3955,0.22385,0.14241,0.70698,0.25453,0.99338,0.25859,0.95257,0.05257,0.22243,0.50826,0.87994,0.39111,0.85005,0.42495,0.3908,0.26999,1
0,0.64804,0.99154,0.61184,0.20183,0.23042,0.04833,0.17365,0.33203,0.91998,0.43521,0.01015,0.64211,0.5401,0.62578,0.27695,0.68752,0.02916,0.95718,0.59286,0
0,0.65363,0.70521,0.82891,0.45477,0.23487,0.75334,0.1,0.20006,0.51212,0.4099,0.56998,0.96514,0.278,0.53527,0.67151,0.86276,0.00931,0.71436,0.24578,1
0,0.65922,0.75017,0.22619,0,0.07063,0.5,0.141,0.66924,1,0.02723,0.96094,0.472,0.87495,0.23307,0.2726,0.26755,0.50831,0.4676,0.935,1
0,0.6648,0.78241,0.36247,0.11798,0.67076,0.16343,0.42432,0.65091,0.54294,0.11362,0.12252,0.31859,0.76827,0.48617,0.68984,0.29456,0.68824,0.27487,0.5751,1
0,0.67039,0.09801,0.9151,0.84081,0.27704,0.04988,0.12281,0.07663,0.58598,0.38686,0.47952,0.89552,0.4668,0.44712,0.13775,0.32013,0.31092,0.22899,0.45428,1
0,0.67598,0.24781,0.24848,0.64297,0.5123,0.53208,0.58589,0.30244,0.30865,0.90876,0.30295,0.49974,0.08212,0.6592,0.83581,0.15221,0.33712,0.81142,0.04102,1
0,0.68156,0.17917,0.40342,0.41682,0.59837,0.90645,0.75325,0.86589,0.18637,0.10779,0.37122,0.70174,0.74623,0.27214,0.03041,0.82784,0.26154,0.32248,0.92038,1
0,0.68715,0.37173,0.30417,0.60913,0.40319,0.18232,0.95957,0.92971,0.2227,0.84703,0.77785,0.05665,0.04879,0.99028,0.78269,0.28548,0.10178,0.30249,0.22919,1
0,0.69274,0.75938,0.75298,0.08453,0.92999,0.73025,0.69738,0.63006,0.53486,0.40132,0.32126,0.45052,0.15545,0.7372,0.68768,0.18793,0.79832,0.66093,0.91658,1
0,0.69832,0.93804,0.52551,0.1847,0.75039,0.85126,0.39386,0.15823,0.82623,0.06845,0.07967,0.28415,0.00125,0.13552,0.84474,0.19205,0.30273,0.1583,0.49039,1
0,0.70391,0.81827,0.68076,0.32003,0.46779,0.34645,0.2331,0.28859,0.19029,0.57128,0.62199,0.25228,0.3627,0.15472,0.89223,0.47019,0.58369,0.34991,0.6992,1
0,0.7095,0.45693,0.32215,0.67504,0.34142,0.66233,0.50151,0.60219,0.62492,0.47777,0.80322,0.99532,0.33189,0.12809,0.79732,0.81302,0.46112,0.60785,0.6296,1
0,0.71508,0.94663,0.19273,0.39499,0.55982,0.64094,0.88319,0.85837,0.45791,0.96218,0.51801,0.81456,0.49547,0.77563,0.87674,0.18167,0.76167,0.47884,0.58312,1
0,0.72067,0.92606,0.33772,0.78787,0.87082,0.8765,0.86921,0.04674,0.82239,0.49887,0.30861,0.56166,0.95271,0.16559,0.36629,0.55856,0.68147,0.01985,0.46533,1
0,0.72626,0.44531,0.9916,0.81927,0.58797,0.54127,0.43323,0.13564,0.38156,0.87547,0.38846,0.63246,0.11541,0.40341,0.86683,0.87933,0.15496,0.12419,0.56836,1
0,0.73184,0.08138,0.79989,0.49954,0.31133,0.30438,0.92253,0.47936,0.46242,0.45537,0.99182,0.71067,0.6196,0.45159,0.23296,0.16837,0.13525,0.37462,0.33382,1
0,0.73743,0.2331,0.08779,0.9216,0.9591,0.48799,0.49898,0.10648,0.60315,0.54839,0.89104,0.53541,0.39902,0.8389,0.19508,0.66215,0.02455,0.09392,0.1129,1
0,0.74302,0.699,0.75006,0.1341,0.89867,0.36833,0.6047,0.50556,0.77687,0.6723,0.63398,0.30517,0.79047,0.94247,0.24082,0.99411,0.52625,0.06381,0.76947,0
0,0.7486,0.20698,0.56534,0.01788,0.57155,0.68335,0.40877,0.76603,0.44159,0.19099,0.24962,0.62341,0.67472,0.55937,0.44935,0.83791,0.39822,0.84229,0.09486,1
0,0.75419,0.83058,0.17739,0.71313,0.59294,0.41352,0.76444,0.62564,0.7534,0.68178,0.79386,0.19955,0.92446,0.83083,0.22849,0.49887,0.52278,0.95255,0.05589,1
