@relation Transfusion.arff

@attribute att01 numeric
@attribute att11 numeric
@attribute att21 numeric
@attribute class {0,1}

@data
0.02703,0,0,0
0.02703,0,0,0
0.02703,0,0,0
0.02703,0,0,0
0.02703,0,0,0
0.14865,0.18367,0.34375,0
0.14865,0.06122,0.14583,1
0.05405,0.08163,0.32292,1
0.05405,0.10204,0.40625,1
0.02703,0.04082,0.20833,0
0.05405,0.06122,0.25,1
0.13514,0.06122,0.14583,0
0.02703,0.06122,0.34375,0
0.05405,0.22449,0.89583,0
0.17568,0.14286,0.25,0
0.14865,0.16327,0.32292,0
0.05405,0.08163,0.33333,0
0.05405,0.06122,0.25,0
0.10811,0.28571,0.78125,0
0.05405,0.08163,0.34375,1
0.05405,0.12245,0.52083,0
0.05405,0.12245,0.52083,0
0.02703,0.06122,0.34375,0
0.14865,0.20408,0.41667,0
0.02703,0.02041,0.125,0
0.02703,0.08163,0.46875,1
0.12162,0.14286,0.375,1
0.05405,0.10204,0.46875,0
0.14865,0.12245,0.28125,0
0.12162,0.16327,0.44792,0
0.05405,0.10204,0.52083,0
0.05405,0.12245,0.58333,0
0.08108,0.02041,0.09375,1
0.05405,0.12245,0.58333,0
0.14865,0.16327,0.375,0
0.14865,0.10204,0.25,0
0.02703,0.02041,0.14583,0
0.02703,0.12245,0.77083,0
0.14865,0.10204,0.26042,0
0.14865,0.04082,0.125,0
0.05405,0,0.02083,0
0.05405,0,0.02083,0
0.05405,0,0.02083,0
0.05405,0,0.02083,0
0.05405,0,0.02083,0
0.05405,0,0.02083,1
0.05405,0,0.02083,0
0.05405,0,0.02083,0
0.05405,0,0.02083,0
0.05405,0,0.02083,0
0.05405,0,0.02083,0
0.05405,0,0.02083,1
0.05405,0,0.02083,1
0.05405,0,0.02083,0
0.05405,0,0.02083,1
0.05405,0,0.02083,1
0.05405,0,0.02083,0
0.05405,0.04082,0.22917,0
0.05405,0,0.02083,0
0.05405,0,0.02083,0
0.05405,0,0.02083,0
0.05405,0,0.02083,1
0.05405,0,0.02083,0
0.13514,0.14286,0.38542,0
0.18919,0.12245,0.25,0
0.10811,0.18367,0.63542,0
0.14865,0.04082,0.13542,0
0.05405,0.02041,0.125,0
0.02703,0.06122,0.42708,0
0.10811,0.16327,0.58333,0
0.10811,0.14286,0.52083,1
0.14865,0.42857,1,0
0.05405,0.04082,0.23958,1
0.14865,0.32653,0.80208,1
0.12162,0.02041,0.09375,0
0.05405,0.08163,0.45833,0
0.14865,0.22449,0.58333,0
0.09459,0.22449,0.875,0
0.14865,0.02041,0.09375,0
0.14865,0.02041,0.09375,0
0.14865,0.02041,0.09375,0
0.02703,0.10204,0.76042,0
0.14865,0.14286,0.40625,1
0.14865,0.04082,0.14583,1
0.16216,0.2449,0.59375,0
0.02703,0.04082,0.34375,0
0.21622,0.14286,0.27083,0
0.14865,0.12245,0.36458,0
0.05405,0.04082,0.27083,0
0.16216,0.22449,0.58333,0
0.05405,0.06122,0.40625,0
0.14865,0.26531,0.73958,1
0.02703,0.02041,0.21875,0
0.02703,0.04082,0.375,1
0.05405,0.08163,0.58333,0
0.05405,0.06122,0.42708,1
0.04054,0.02041,0.21875,0
0.14865,0.14286,0.45833,0
0.05405,0.12245,0.83333,0
0.17568,0.06122,0.19792,0
0.21622,0.20408,0.39583,0
0.21622,0.12245,0.27083,0
0.09459,0.02041,0.14583,0
0.05405,0.08163,0.58333,0
0.05405,0.08163,0.58333,0
0.05405,0.06122,0.45833,0
0.18919,0.2449,0.57292,0
0.05405,0.04082,0.33333,0
0.18919,0.34694,0.79167,0
0.14865,0.14286,0.47917,0
0.18919,0.30612,0.70833,0
0.18919,0.06122,0.20833,1
0.18919,0.08163,0.25,0
0.10811,0.02041,0.14583,0
0.14865,0.08163,0.32292,0
0.14865,0.02041,0.125,0
0.05405,0.02041,0.21875,0
0.12162,0.02041,0.14583,1
0.18919,0.08163,0.27083,1
0.18919,0.04082,0.17708,1
0.18919,0.06122,0.21875,1
0.21622,0.22449,0.5,0
0.14865,0.06122,0.27083,0
0.14865,0.08163,0.34375,0
0.14865,0.08163,0.34375,0
0.02703,0.06122,0.70833,0
0.18919,0.08163,0.27083,0
0.18919,0.02041,0.125,0
0.18919,0.02041,0.125,0
0.18919,0.02041,0.125,0
0.18919,0.02041,0.125,0
0.18919,0.02041,0.125,0
0.18919,0.02041,0.125,0
0.02703,0.04082,0.52083,0
0.18919,0.10204,0.33333,0
0.14865,0.08163,0.36458,1
0.05405,0.08163,0.75,0
0.14865,0.04082,0.21875,0
0.21622,0.06122,0.21875,0
0.21622,0.04082,0.17708,0
0.14865,0.08163,0.375,0
0.14865,0.02041,0.14583,0
0.16216,0.16327,0.60417,0
0.12162,0,0.07292,0
0.12162,0,0.07292,0
0.05405,0.02041,0.28125,0
0.14865,0.02041,0.15625,0
0.18919,0.06122,0.25,0
0.14865,0.16327,0.72917,1
0.14865,0.08163,0.40625,0
0.2027,0.30612,0.83333,0
0.12162,0.08163,0.51042,1
0.14865,0.06122,0.33333,0
0.18919,0.14286,0.5,1
0.21622,0.12245,0.375,0
0.18919,0.02041,0.14583,0
0.02703,0.02041,0.40625,0
0.18919,0.30612,1,0
0.18919,0.06122,0.27083,1
0.21622,0.12245,0.38542,0
0.18919,0.12245,0.46875,0
0.21622,0.10204,0.34375,0
0.21622,0.10204,0.34375,1
0.14865,0.12245,0.625,1
0.21622,0.02041,0.14583,0
0.21622,0.04082,0.19792,1
0.14865,0.04082,0.27083,0
0.14865,0.12245,0.64583,0
0.14865,0,0.09375,1
0.12162,0.04082,0.33333,0
0.18919,0.06122,0.29167,0
0.31081,0.7551,1,0
0.14865,0.10204,0.58333,0
0.14865,0,0.09375,0
0.14865,0,0.09375,0
0.14865,0,0.09375,0
0.14865,0,0.09375,0
0.14865,0,0.09375,0
0.14865,0,0.09375,0
0.14865,0,0.09375,0
0.14865,0,0.09375,0
0.14865,0.02041,0.19792,0
0.14865,0.08163,0.5,0
0.14865,0.02041,0.19792,0
0.21622,0.06122,0.27083,0
0.05405,0.02041,0.40625,0
0.21622,0.10204,0.39583,0
0.18919,0.04082,0.25,0
0.12162,0.02041,0.25,0
0.28378,0.30612,0.64583,0
0.18919,0.10204,0.51042,0
0.14865,0.02041,0.22917,0
0.05405,0.04082,0.71875,0
0.28378,0.2449,0.57292,0
0.14865,0.10204,0.71875,0
0.18919,0.02041,0.19792,1
0.31081,0.28571,0.57292,0
0.18919,0.06122,0.375,0
0.14865,0.02041,0.25,0
0.21622,0.08163,0.39583,1
0.05405,0.02041,0.51042,1
0.18919,0.04082,0.30208,0
0.05405,0.02041,0.52083,0
0.12162,0.06122,0.65625,0
0.18919,0.06122,0.39583,0
0.14865,0.04082,0.39583,1
0.18919,0.08163,0.5,0
0.18919,0,0.125,0
0.18919,0,0.125,0
0.18919,0,0.125,0
0.18919,0,0.125,0
0.18919,0,0.125,0
0.18919,0,0.125,0
0.18919,0,0.125,0
0.18919,0,0.125,0
0.18919,0.12245,0.72917,0
0.18919,0,0.125,0
0.18919,0,0.125,0
0.12162,0.04082,0.52083,0
0.18919,0.12245,0.73958,0
0.14865,0.06122,0.58333,0
0.14865,0.06122,0.59375,0
0.05405,0.02041,0.59375,0
0.14865,0.06122,0.61458,0
0.21622,0.06122,0.39583,0
0.21622,0.18367,0.90625,0
0.28378,0.02041,0.19792,1
0.28378,0.04082,0.25,0
0.21622,0.14286,0.77083,0
0.28378,0.04082,0.25,1
0.24324,0.02041,0.21875,0
0.31081,0.08163,0.32292,0
0.31081,0.14286,0.45833,0
0.21622,0.04082,0.33333,0
0.18919,0.08163,0.64583,0
0.18919,0.04082,0.40625,0
0.21622,0,0.14583,0
0.21622,0,0.14583,0
0.21622,0,0.14583,0
0.21622,0,0.14583,0
0.21622,0,0.14583,0
0.21622,0,0.14583,0
0.21622,0,0.14583,0
0.21622,0.06122,0.44792,0
0.21622,0,0.14583,0
0.21622,0,0.14583,0
0.21622,0,0.14583,0
0.21622,0,0.14583,0
0.21622,0,0.14583,0
0.21622,0.02041,0.25,0
0.28378,0.02041,0.21875,0
0.21622,0.02041,0.26042,0
0.28378,0.02041,0.21875,0
0.28378,0.02041,0.21875,0
0.18919,0.06122,0.57292,0
0.21622,0.08163,0.60417,0
0.31081,0.02041,0.21875,0
0.18919,0.08163,0.75,0
0.31081,0.04082,0.27083,0
0.21622,0.04082,0.39583,0
0.12162,0.02041,0.52083,0
0.12162,0.02041,0.52083,0
0.21622,0.12245,0.88542,1
0.18919,0.06122,0.64583,0
0.18919,0.02041,0.34375,0
0.21622,0.12245,0.94792,0
0.28378,0.02041,0.23958,0
0.18919,0.04082,0.52083,0
0.31081,0.26531,0.94792,0
0.24324,0.14286,0.96875,0
0.21622,0.04082,0.45833,0
0.14865,0.04082,0.77083,0
0.14865,0.02041,0.52083,0
0.14865,0.04082,0.77083,0
0.31081,0.22449,0.875,0
0.28378,0.04082,0.34375,0
0.31081,0.02041,0.25,0
0.31081,0.02041,0.25,0
0.31081,0.14286,0.64583,0
0.21622,0.04082,0.5,0
0.31081,0.04082,0.32292,0
0.28378,0.04082,0.375,0
0.31081,0.02041,0.27083,0
0.28378,0,0.19792,0
0.28378,0,0.19792,0
0.28378,0,0.19792,0
0.28378,0,0.19792,0
0.28378,0,0.19792,0
0.28378,0,0.19792,0
0.28378,0,0.19792,0
0.28378,0,0.19792,0
0.28378,0,0.19792,0
0.28378,0,0.19792,1
0.28378,0,0.19792,0
0.28378,0,0.19792,0
0.28378,0.08163,0.60417,0
0.31081,0.06122,0.44792,0
0.28378,0.06122,0.52083,0
0.2973,0,0.20833,1
0.14865,0.02041,0.70833,0
0.31081,0.08163,0.58333,0
0.31081,0.04082,0.39583,0
0.31081,0.04082,0.40625,0
0.18919,0.04082,0.84375,0
0.28378,0.02041,0.34375,0
0.35135,0.08163,0.48958,1
0.31081,0.10204,0.70833,0
0.31081,0,0.21875,0
0.31081,0,0.21875,0
0.31081,0,0.21875,0
0.31081,0,0.21875,0
0.31081,0,0.21875,0
0.31081,0,0.21875,0
0.31081,0,0.21875,0
0.31081,0,0.21875,0
0.31081,0.06122,0.53125,0
0.28378,0.10204,0.875,0
0.31081,0.04082,0.47917,0
0.28378,0.02041,0.40625,0
0.28378,0.04082,0.64583,0
0.21622,0.02041,0.70833,0
0.28378,0.04082,0.70833,0
0.31081,0.06122,0.88542,0
0.31081,0.04082,0.90625,0
0.31081,0.02041,0.88542,0
0.47297,0.04082,0.64583,0
0.51351,0,0.375,0
0.51351,0,0.375,0
0.54054,0,0.39583,0
1,0,0.75,0
0.02703,0.85714,0.875,1
0.08108,0.42857,0.27083,1
0.02703,0.67347,0.78125,1
0.02703,0.87755,1,0
0,0.5102,0.77083,1
0.02703,0.81633,1,1
0.04054,0.40816,0.41667,1
0.02703,0.20408,0.21875,0
0.02703,0.40816,0.52083,1
0.02703,0.2449,0.3125,1
0.05405,0.06122,0.02083,1
0.02703,0.20408,0.25,0
0.02703,0.20408,0.27083,0
0.04054,0.26531,0.34375,0
0.05405,0.30612,0.375,1
0.05405,0.10204,0.125,0
0.04054,0.08163,0.10417,1
0.05405,0.65306,1,1
0.04054,0.18367,0.32292,1
0.05405,0.18367,0.27083,1
0.02703,0.20408,0.39583,1
0.02703,0.20408,0.40625,1
0.05405,0.2449,0.38542,1
0.01351,0.18367,0.42708,1
0.05405,0.16327,0.27083,0
0.02703,0.06122,0.09375,0
0.02703,0.08163,0.14583,1
0.02703,0.28571,0.64583,0
0.06757,0.46939,0.80208,0
0.02703,0.10204,0.20833,1
0.05405,0.08163,0.14583,1
0.02703,0.06122,0.125,1
0.05405,0.14286,0.27083,0
0.02703,0.06122,0.125,0
0.02703,0.10204,0.25,0
0.05405,0.08163,0.14583,1
0.02703,0.12245,0.3125,1
0.02703,0.10204,0.25,1
0.02703,0.14286,0.375,1
0.02703,0.02041,0.02083,1
0.02703,0.10204,0.27083,1
0.02703,0.18367,0.52083,0
0.05405,0.30612,0.70833,1
0.05405,0.02041,0.02083,1
0.01351,0.26531,0.96875,0
0.05405,0.02041,0.02083,1
0.09459,0.26531,0.47917,0
0.02703,0.04082,0.09375,0
0.02703,0.22449,0.70833,1
0.05405,0.12245,0.3125,1
0.05405,0.06122,0.14583,0
0.02703,0.10204,0.34375,1
0.05405,0.10204,0.27083,1
0.02703,0.04082,0.125,0
0.02703,0.06122,0.21875,0
0.05405,0.06122,0.16667,0
0.06757,0.10204,0.27083,0
0.05405,0.10204,0.29167,0
0.18919,0.08163,0.125,0
0.04054,0.14286,0.5,0
0.05405,0.20408,0.64583,1
0.05405,0.16327,0.52083,0
0.05405,0.30612,1,1
0.09459,0.18367,0.46875,0
0.05405,0.26531,0.875,0
0.02703,0.16327,0.76042,0
0.05405,0.10204,0.34375,0
0.05405,0.16327,0.55208,0
0.05405,0.10204,0.34375,1
0.02703,0.10204,0.44792,0
0.02703,0.10204,0.46875,0
0.05405,0.02041,0.07292,0
0.02703,0.02041,0.09375,1
0.02703,0.02041,0.09375,0
0.02703,0.02041,0.09375,1
0.05405,0.10204,0.375,1
0.04054,0.06122,0.28125,1
0.12162,0.16327,0.375,0
0.14865,0.08163,0.16667,0
0.02703,0.04082,0.19792,0
0.02703,0,0,0
0.02703,0,0,1
0.02703,0,0,0
0.02703,0,0,0
0.02703,0,0,0
0.02703,0,0,0
0.02703,0,0,1
0.02703,0,0,0
0.02703,0,0,0
0.02703,0,0,0
0.02703,0,0,0
0.14865,0.20408,0.375,0
0.02703,0.04082,0.20833,0
0.12162,0.20408,0.48958,1
0.06757,0.20408,0.76042,0
0.04054,0.08163,0.375,0
0.04054,0,0.01042,1
0.05405,0.10204,0.42708,0
0.02703,0.04082,0.22917,0
0.16216,0.20408,0.38542,0
0.02703,0.02041,0.125,0
0.05405,0.10204,0.45833,0
0.12162,0.04082,0.125,0
0.18919,0.14286,0.25,0
0.05405,0.02041,0.11458,0
0.05405,0.20408,0.96875,0
0.02703,0.12245,0.78125,0
0.02703,0.12245,0.78125,0
0.05405,0,0.02083,0
0.05405,0,0.02083,0
0.05405,0,0.02083,0
0.05405,0,0.02083,0
0.05405,0,0.02083,1
0.05405,0,0.02083,0
0.05405,0,0.02083,0
0.05405,0,0.02083,0
0.05405,0,0.02083,0
0.05405,0,0.02083,0
0.05405,0,0.02083,1
0.05405,0,0.02083,0
0.05405,0.12245,0.625,0
0.05405,0,0.02083,0
0.05405,0.06122,0.33333,1
0.14865,0.10204,0.27083,0
0.17568,0.04082,0.125,1
0.09459,0.08163,0.34375,0
0.12162,0.16327,0.54167,0
0.14865,0.02041,0.09375,0
0.02703,0.08163,0.63542,0
0.09459,0.20408,0.90625,0
0.10811,0.16327,0.64583,0
0.02703,0.02041,0.20833,0
0.08108,0.04082,0.25,0
0.16216,0.28571,0.71875,0
0.17568,0.04082,0.14583,0
0.14865,0.30612,0.90625,0
0.05405,0.08163,0.58333,0
0.18919,0.12245,0.34375,0
0.14865,0.06122,0.26042,0
0.09459,0.16327,0.90625,1
0.14865,0.14286,0.52083,1
0.09459,0.08163,0.52083,0
0.14865,0.10204,0.40625,0
0.13514,0.08163,0.375,0
0.18919,0.02041,0.125,1
0.18919,0.02041,0.125,0
0.18919,0.02041,0.125,0
0.02703,0.02041,0.32292,0
0.14865,0.04082,0.21875,0
0.18919,0.14286,0.45833,0
0.12162,0,0.07292,0
0.21622,0.08163,0.26042,0
0.18919,0.06122,0.25,0
0.05405,0.02041,0.29167,0
0.18919,0.04082,0.19792,0
0.21622,0.30612,0.78125,0
0.05405,0.02041,0.30208,0
0.18919,0.14286,0.5,0
0.14865,0.04082,0.25,0
0.18919,0.12245,0.44792,0
0.2027,0.08163,0.32292,0
0.21622,0.02041,0.14583,0
0.21622,0.04082,0.19792,0
0.14865,0.14286,0.72917,0
0.14865,0,0.09375,0
0.14865,0,0.09375,0
0.14865,0,0.09375,0
0.14865,0,0.09375,1
0.14865,0,0.09375,0
0.02703,0.04082,0.76042,1
0.02703,0.04082,0.78125,0
0.21622,0.06122,0.27083,0
0.21622,0.28571,0.88542,0
0.21622,0.26531,0.84375,0
0.21622,0.18367,0.625,0
0.21622,0.04082,0.21875,0
0.18919,0.04082,0.25,0
0.31081,0.36735,0.625,0
0.14865,0.12245,0.76042,0
0.18919,0.04082,0.27083,0
0.27027,0.26531,0.69792,1
0.05405,0.02041,0.45833,0
0.14865,0.02041,0.23958,0
0.14865,0.04082,0.36458,0
0.21622,0.06122,0.32292,0
0.28378,0.12245,0.375,0
0.17568,0.12245,0.77083,0
0.21622,0.10204,0.5,0
0.18919,0.04082,0.32292,0
0.18919,0,0.125,0
0.18919,0,0.125,0
0.18919,0,0.125,0
0.18919,0,0.125,0
0.18919,0,0.125,0
0.18919,0,0.125,0
0.22973,0.12245,0.58333,1
0.18919,0.04082,0.34375,0
0.18919,0.04082,0.34375,0
0.21622,0.12245,0.64583,0
0.28378,0.02041,0.19792,0
0.21622,0.04082,0.34375,0
0.21622,0,0.14583,0
0.21622,0,0.14583,0
0.21622,0,0.14583,0
0.21622,0,0.14583,0
0.21622,0,0.14583,0
0.18919,0.02041,0.28125,0
0.14865,0.06122,0.75,0
0.14865,0.02041,0.375,1
0.28378,0.10204,0.47917,0
0.31081,0.02041,0.21875,0
0.31081,0.10204,0.44792,0
0.18919,0.02041,0.34375,1
0.21622,0.10204,0.82292,0
0.21622,0.06122,0.58333,0
0.21622,0.08163,0.71875,0
0.28378,0.02041,0.25,0
0.28378,0.04082,0.34375,0
0.28378,0.04082,0.34375,0
0.31081,0.14286,0.69792,0
0.28378,0.04082,0.375,0
0.31081,0.04082,0.34375,0
0.28378,0.04082,0.39583,0
0.31081,0.02041,0.27083,0
0.28378,0,0.19792,0
0.28378,0,0.19792,0
0.33784,0.10204,0.5,0
0.28378,0,0.19792,0
0.28378,0,0.19792,0
0.31081,0.04082,0.38542,0
0.28378,0.02041,0.32292,0
0.18919,0.04082,0.80208,0
0.31081,0,0.21875,1
0.31081,0,0.21875,0
0.31081,0,0.21875,0
0.31081,0,0.21875,0
0.31081,0,0.21875,0
0.31081,0,0.21875,0
0.31081,0,0.21875,0
0.31081,0.06122,0.52083,0
0.31081,0,0.21875,0
0.31081,0.12245,0.89583,0
0.21622,0.04082,0.875,0
0.31081,0.02041,0.375,0
0.28378,0.02041,0.52083,0
0.31081,0.04082,0.625,0
0.52703,0,0.38542,0
0.97297,0,0.72917,0
