@relation Ionosphere.arff

@attribute att01 numeric
@attribute att11 numeric
@attribute att21 numeric
@attribute att31 numeric
@attribute att41 numeric
@attribute att51 numeric
@attribute att61 numeric
@attribute att71 numeric
@attribute att81 numeric
@attribute att91 numeric
@attribute att101 numeric
@attribute att111 numeric
@attribute att121 numeric
@attribute att131 numeric
@attribute att141 numeric
@attribute att151 numeric
@attribute att161 numeric
@attribute att171 numeric
@attribute att181 numeric
@attribute att191 numeric
@attribute att201 numeric
@attribute att211 numeric
@attribute att221 numeric
@attribute att231 numeric
@attribute att241 numeric
@attribute att251 numeric
@attribute att261 numeric
@attribute att271 numeric
@attribute att281 numeric
@attribute att291 numeric
@attribute att301 numeric
@attribute att311 numeric
@attribute att321 numeric
@attribute class {b,g}

@data
1,1,0.7891,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.18602,1,0,1,0,1,0,1,0,1,0,1,0,b
1,1,0.45643,1,0.41368,0.93318,0.0911,0.97409,0.80527,0.97737,0.29309,0.94243,0.34132,0.93969,0.38284,0.90525,0.1891,0.56123,0,0.95142,0.55527,0.81179,0.10727,0.77695,0.08566,0.74068,0.06709,0.70325,0.05163,0.66492,0.03936,0.4333,0,g
0,0,0,0.5,0.5,0,1,1,0.3125,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,1,0,0.5,0.5,1,0,0,1,0,0,0.5,0.5,0,1,b
1,1,0.5419,1,0.58694,1,0.43346,0.99086,0.8226,1,0.73952,1,0.79557,1,0.85379,1,0.91389,1,0.9755,1,1,0.99021,1,0.95812,1,0.9195,1,0.87411,1,0.82179,1,0.76239,1,g
0,0,0,1,1,1,0,0,1,1,0,0,0,0.5,0.5,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,b
1,1,0.42882,1,0.41872,1,0.38172,1,0.46243,1,0.37495,1,0.3692,1,0.39013,1,0.30697,1,0.26919,1,0.32241,1,0.2017,1,0.26179,0.9941,0.25157,1,0.1209,1,0.1212,1,0.07782,g
1,1,0,1,1,1,0,1,0,1,0,1,0.4908,1,0,1,1,1,0.07209,1,1,1,0,0.5,0.5,1,1,1,0.1043,1,1,1,1,b
1,0.94104,0.42681,0.96704,0.44471,0.9605,0.41775,0.94154,0.41482,0.94231,0.34096,0.92635,0.34269,0.91058,0.32038,0.90341,0.33184,0.87622,0.26489,0.85278,0.26424,0.83075,0.24958,0.80649,0.25957,0.78402,0.22685,0.7509,0.20073,0.73538,0.21312,0.71094,0.20957,g
1,0.85627,0.48703,0.70644,0.38467,0.9901,0.45264,0.99855,0.44882,1,0.44525,0.79483,1,0.91863,0,0.91135,0.41068,0.9038,0.35872,0.37043,0.96365,0.75967,0.52728,0.82747,0.39804,0.96562,0.29347,0.81906,0.3905,0.93068,0.06323,0.38407,0,b
1,1,0.42051,0.86157,0.63843,0.91722,0.20806,1,0.35897,1,0.25069,0.89981,0.43737,0.88419,0.57319,1,0.69669,1,0.63295,0.98177,0.49055,0.963,0.04331,1,0.57401,1,0.44209,1,0.44436,1,0.76686,1,0.21121,g
1,0.83081,0,1,1,1,0.1634,0.90447,0.29777,1,0,1,0.05312,1,0.86697,0.58794,0.85491,1,0.89018,1,0.92634,1,0,1,0.92679,1,0.45715,0.97991,0.31875,1,0.82634,1,0.67366,b
1,1,0.50217,1,0.49396,1,0.4852,1,0.46493,0.9892,0.46872,1,0.46728,0.98631,0.46042,0.96281,0.43168,0.97092,0.42837,0.99795,0.42876,0.97408,0.43218,0.94735,0.39575,0.94534,0.41046,0.92822,0.40724,0.91889,0.3995,0.91934,0.39617,g
0,1,1,1,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0.5,0.5,b
1,0.95621,0.52174,0.97096,0.5114,0.97353,0.52673,0.96791,0.50661,0.95955,0.53174,0.96383,0.56034,0.96024,0.53106,0.9445,0.56361,0.91872,0.5722,0.90492,0.55925,0.88521,0.57111,0.87878,0.5565,0.86775,0.56641,0.83194,0.5765,0.85463,0.55377,0.82629,0.55724,g
1,1,0.51231,0.99836,0.52431,0.98773,0.53571,0.80873,0,0.95518,0.55574,0.94231,0.7682,0.91039,0.57069,0.88465,0.57595,1,0.70502,0.82925,0.58186,0.80069,0.58258,0.77223,0.58195,0.74434,0.5801,0.71741,0.57718,0.69176,0.57339,1,1,b
1,1,0.53269,1,0.60373,1,0.63141,0.96526,0.66107,0.93387,0.6952,0.87737,0.75041,0.89778,0.76161,0.82977,0.80378,0.7881,0.815,0.73904,0.83568,0.70277,0.8442,0.67192,0.86041,0.63856,0.86193,0.59648,0.85341,0.55686,0.86344,0.53495,0.85722,g
1,0,0,1,1,1,0.42813,0.5,0.5,0,1,1,1,0.58959,0,0,0,0.54375,0,1,0,0,1,0,0,1,0,0,0,1,1,0.5,0.5,b
1,0.95466,0.54396,0.93264,0.58444,1,0.58299,0.77594,0.84077,0.85104,0.6836,0.58143,0.7137,0.7881,0.73043,0.75534,0.74809,0.6582,0.56484,0.68912,0.77231,0.65637,0.77913,0.62428,0.78264,0.59313,0.78303,0.56318,0.78051,0.53464,0.77531,0.56069,0.8387,g
1,0.17857,0,1,0.91429,1,0,1,0.38304,1,0.9808,1,0.31161,1,0,1,0.5692,1,0,1,0.48304,0.07857,1,0.76875,0.92857,1,1,1,0,1,0,1,0,b
1,0.99513,0.47108,0.99897,0.43496,0.99332,0.40285,0.99687,0.37079,0.96369,0.34935,0.96326,0.31018,0.94906,0.28102,0.92461,0.23968,0.93717,0.21463,0.89508,0.20081,0.87363,0.17693,0.84141,0.15761,0.82624,0.13413,0.80505,0.12323,0.77376,0.09861,0.74598,0.08377,g
0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.3125,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,1,1,0.5,0.5,0.5,b
1,1,0.48135,1,0.46308,0.99801,0.44481,0.99919,0.45035,0.99471,0.43093,0.98337,0.39153,0.97644,0.37451,0.95618,0.328,0.95291,0.33924,0.94996,0.32655,0.93937,0.31179,0.93107,0.28505,0.91586,0.28439,0.90717,0.28704,0.8896,0.26012,0.87558,0.24924,g
1,0.97299,0.48658,0,0.63066,0.31804,0.6782,0.84629,0.18287,1,0.48324,0.3549,0.49725,0.22574,0.57726,0.95961,0.26865,1,0.24788,0.35133,0.34273,0.13068,0.68681,0.91936,0.26633,0.76104,0.20935,1,0.19304,0.45183,0.60239,0.46942,0.70957,b
1,0.99083,0.50437,0.99052,0.48091,0.98783,0.47151,0.97974,0.46515,0.99502,0.47747,0.97357,0.44449,0.96685,0.43605,0.97109,0.44209,0.89841,0.404,0.94137,0.41307,0.93128,0.40631,0.94244,0.40156,0.90907,0.39432,0.89273,0.38068,0.88456,0.38453,0.87162,0.38049,g
1,0.5,0.5,1,0.75862,0.5,0.5,0.55496,0,0.5,0.5,0.5,0.5,0,0.38793,0.22145,0.08352,0.8847,0.81574,0.5,0.5,0.76724,0.67834,0.04849,0.72414,1,0,0,0.90786,0.5,0.5,0.5,0.5,b
1,0.92067,0.40819,0.71822,0.5146,0.96711,0.49867,0.93974,0.56898,0.90561,0.49106,0.9428,0.77496,0.95857,0.21257,0.875,0.3524,0.93338,0.39948,1,1,0.73305,0.41855,0.95033,0.48611,0.96679,0.49421,0.80791,0.33851,0.92232,0.37147,0.96662,0.49288,g
0,1,1,1,0,0.5,0.5,0.5,0.5,1,1,1,1,0,0,1,0,0,1,0.5,0.5,1,0,1,0,1,1,0,0,0.5,0.5,0.5,0.5,b
1,1,1,1,1,0.95505,1,0.36515,1,0.08424,1,0,1,0,0.86263,0,0.21111,0,0.28974,0,0,0.23581,0,0.95007,0,1,0,1,0,1,0.32657,1,0.67423,g
1,0.16033,0,0,1,1,0.81659,0.51758,0,0,0,1,1,0.94342,0,0,1,0.9192,1,1,0,0,0,0.40572,1,1,0,0,0,0,1,1,0.66806,b
1,0.9783,0.54072,0.98744,0.47167,0.98583,0.45758,0.98049,0.4672,0.97358,0.5064,0.97718,0.41603,0.97306,0.40252,0.99815,0.33866,0.95172,0.32049,0.95714,0.36342,0.9507,0.35096,0.9995,0.29627,0.93622,0.32707,0.9603,0.34691,0.91976,0.3047,0.91083,0.29414,g
1,0.54167,0.39658,0,1,0,1,0.85938,0.73587,0.08929,0.18639,0,0,0,1,0.48624,0.79576,0.28944,0.28944,0.12686,0,0,0.266,0,0.61905,1,0,0,0.30543,0,0,0,0.80729,b
1,1,0.48871,1,0.47753,1,0.46659,1,0.45601,1,0.78086,1,0.43631,1,0.42739,1,0.66204,1,0.41181,0.99742,0.40526,0.97801,0.3996,1,0.03858,0.9364,0.39104,0.9146,0.38815,0.8924,0.38618,0.86996,0.3851,g
0,0,1,1,0,0,1,0.5,0.5,1,1,0,0.40625,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0.5,0.5,0,0,b
1,1,0.52906,0.97263,0.53709,0.99976,0.56616,1,0.49045,0.97423,0.53517,0.97857,0.57322,0.97431,0.55612,0.95448,0.6006,0.98371,0.58133,0.99848,0.57129,0.95392,0.58205,0.95833,0.61216,0.94212,0.61786,0.94284,0.61256,0.89162,0.64788,0.91787,0.65583,g
1,0.58594,0,0,1,0.5,0.5,0.5,0.5,0,1,0.5,0.5,0.19323,0.16146,0.90261,0.68073,0.7599,0.57188,0.5,0.5,0,0.36459,0.07604,0.98125,1,1,0,0.83854,0.5,0.5,0.5,0.5,b
1,1,0.54886,1,0.56099,1,0.61287,0.99301,0.54619,0.97465,0.59606,0.96496,0.62144,0.94621,0.64172,0.92765,0.63361,0.91828,0.66565,0.91697,0.65849,0.87415,0.69799,0.88097,0.67329,0.84226,0.71373,0.81382,0.73016,0.78396,0.73517,0.77126,0.75452,g
1,0.50834,0.32188,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.56146,0.225,0.61407,0.91407,1,0.28854,0.5,0.5,0.54167,0,0.44688,0.41667,1,0.11667,0,0.59427,0.5,0.5,1,0.36354,b
1,1,0.58401,0.99676,0.58167,0.97308,0.66674,0.9588,0.61305,0.95704,0.68554,0.92125,0.7345,0.90505,0.74613,0.89237,0.74156,0.82546,0.78489,0.78276,0.79035,0.77793,0.8236,0.74156,0.77618,0.71659,0.84565,0.67842,0.88074,0.66961,0.83422,0.61051,0.89343,g
1,0.81908,1,0.60417,0,1,1,0.9386,0.65461,0.16557,1,0.4704,0.79386,0.50877,0.52522,0.24233,0,0.57127,0.48356,0.66338,0.2807,0,1,0.90461,0,1,0.4693,1,1,0.60307,0,1,1,b
1,1,0.29272,1,0.88066,0.9353,0.59297,1,0.45037,0.96922,0.73995,0.82726,0.4196,1,0.5044,0.98807,0.24937,0.90013,0.37752,0.94033,0.40453,1,0.43844,0.96797,0.55339,0.96445,0.46376,1,0.36306,0.71985,0.59925,0.75691,0.47299,g
1,0.92392,0.55299,1,0.69565,1,0,0.83469,0.54212,1,0.63519,1,0.80299,1,0.67754,1,0.51336,0.79212,0.28488,1,0.81748,0.94565,0.63293,0.95517,0.33334,1,0.57971,0.6884,0.49027,1,0.61232,1,0.68705,b
1,1,0.64023,1,0.51239,1,0.53882,1,0.52159,0.99381,0.66633,1,0.52745,1,0.52192,0.97875,0.37701,0.92186,0.45666,1,0.52075,0.99967,0.63688,1,0.30472,0.98207,0.48913,0.93374,0.6168,0.97289,0.3899,0.90178,0.46336,g
0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0.82813,0.5,0.5,1,0,b
1,1,0.83892,0.90654,0.9101,0.7151,1,0.6031,0.90271,0.28064,1,0.10433,0.88546,0,0.70134,0.30477,0.20683,0.01047,0.28589,0.13459,0.11831,0.31165,0.01254,0.70683,0,0.70889,0.03352,0.62887,0,0.96785,0.32389,0.99408,0.51723,g
1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.75,0.5,0.5,1,0,1,0,b
1,1,0.51765,1,0.59141,1,0.63484,1,0.62534,1,0.64389,1,0.69322,1,0.65837,1,0.82851,1,0.76923,1,0.80634,1,0.79729,0.94797,0.84163,0.94751,0.85687,0.92806,0.83575,0.87195,0.92806,0.85746,0.87919,g
0,1,0,1,1,0,0,1,0,0.5,0.5,0.5,0.5,0,1,1,0,1,0,0.125,1,1,0,1,0,1,0,0,0,0.5,0.5,1,0,b
1,0.98044,0.5431,0.9838,0.5964,0.98013,0.63726,0.99022,0.67526,0.96433,0.73141,0.93133,0.76259,0.9141,0.79397,0.86621,0.84533,0.84502,0.8657,0.77237,0.8441,0.7417,0.88099,0.70308,0.87345,0.66701,0.91898,0.62472,0.9303,0.56878,0.93418,0.54524,0.93143,g
1,0.84722,0.69445,0.5,0.5,0.33532,0.84921,0.5,0.5,0.5,0.5,0.5,0.5,0.60318,0.37897,0.60516,0.59722,0.73215,0.89088,0.5,0.5,0.5,0.5,0.86707,0.63691,0.88095,0.81746,0.5,0.5,0.5,0.5,0.5,0.5,b
1,1,0.52535,1,0.55414,1,0.59749,1,0.64227,1,0.67413,1,0.69131,0.97287,0.71441,0.94563,0.75195,0.87953,0.79401,0.90322,0.79981,0.89789,0.81379,0.83322,0.81971,0.79709,0.84718,0.74769,0.86342,0.73514,0.85845,0.66691,0.87622,g
0,1,1,0.5,0.5,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0.5,0.5,1,0,b
1,1,0.52039,1,0.55991,1,0.5808,1,0.63961,0.99351,0.65444,0.96372,0.6882,0.95559,0.69875,0.90969,0.7303,0.8931,0.73497,0.897,0.78141,0.85166,0.79065,0.83539,0.79862,0.79452,0.80495,0.76976,0.80466,0.72656,0.81818,0.70221,0.81329,g
0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,b
1,1,0.62084,1,0.74295,1,0.86487,1,1,1,1,1,1,1,0.88564,1,1,1,1,0.87234,1,0.94823,1,0.82314,1,0.69128,1,0.5541,1,0.41315,1,0.09308,1,g
0,1,1,1,0,1,1,0,1,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,b
1,1,0.46698,1,0.81469,1,0.54779,1,0.6014,1,0,1,0.29721,1,0.42075,1,0.52448,1,0.19231,1,0.36714,1,0,1,0.20979,1,0.09314,1,0,1,0.10723,1,0.25874,g
0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,b
1,0.96138,0.53902,0.9634,0.58126,0.94851,0.62309,0.92056,0.67599,0.894,0.71098,0.85358,0.73492,0.85398,0.78238,0.8023,0.821,0.75624,0.82462,0.69952,0.83488,0.67116,0.84172,0.61847,0.88073,0.59383,0.86943,0.54847,0.85519,0.51368,0.88536,0.47989,0.84755,g
1,0.84099,0.41343,0.91166,0.60954,0.73322,0.66431,0.62898,0.79152,1,0.42403,0.5053,0.72262,0.5053,0.69435,0.59341,0.70584,0.55284,0.68177,0.52163,0.65373,0.49959,0.62468,0.48569,0.59703,0.47843,0.57241,0.47611,0.55175,0.47708,0.53532,0.47994,0.52293,b
1,0.87426,0.48595,0.8284,0.47411,0.90311,0.51406,0.92974,0.51258,0.81731,0.54364,0.85799,0.5392,0.86539,0.52589,0.89275,0.36094,0.82988,0.49261,0.89349,0.53477,0.67308,0.4068,0.82693,0.51406,0.80505,0.46682,0.76775,0.39423,0.79512,0.42974,0.78181,0.5148,g
1,0.6959,0.46829,0.98732,0.52164,1,1,0.67911,0.5765,0.77239,0.5653,0.80784,0.08955,0.78918,0.83955,0.83396,0.44776,0.73321,0.44217,0.82787,0.57396,0.91605,0.72761,0.73508,0.58209,0.74655,0.57315,0.66232,0.48694,0.69559,0.56761,0.67206,0.56378,b
1,0.83774,0.52264,0.88491,0.44717,0.88679,0.51887,0.83019,0.47736,0.82264,0.50566,0.83396,0.43019,0.86038,0.48868,0.88491,0.5434,0.80944,0.46038,0.87925,0.38113,0.86981,0.42642,0.92453,0.42453,0.86943,0.471,0.83396,0.51132,0.93208,0.51887,0.86604,0.50378,g
1,0.86363,0.475,0.94621,0.51731,1,0.86363,0.83182,0.47046,0.74091,0.41591,0.90905,0.5478,0.78409,1,0.75228,0.60909,0.83409,0.55,1,0.35,0.99318,0,0.78637,0.66364,0.78491,0.57337,0.71137,0.54091,0.74463,0.57322,1,1,b
1,0.78824,0.49216,0.70196,0.5,0.69216,0.56471,0.7,0.47059,0.78236,0.57059,0.73334,0.54118,0.76275,0.47255,0.7902,0.50785,0.75098,0.5,0.72941,0.53334,0.7902,0.54118,0.74902,0.50196,0.74301,0.5502,0.73138,0.54118,0.72549,0.61765,0.71569,0.58628,g
1,0.70966,0.56241,0.675,0.5625,0.61591,0.63978,0.48182,0.72159,0.52259,0.68097,0.40455,0.66818,0.43325,0.63661,0.51364,0.70228,0.32614,0.56364,0.39986,0.52539,0.40682,0.68182,0.42999,0.47599,0.45015,0.46443,0,0,0.48542,0.46268,0.49737,0.46843,b
1,0.94153,0.39002,1,0.68186,0.91202,0.59603,0.92543,0.52951,0.95279,0.47854,0.92596,0.625,0.88949,0.62661,0.84603,0.7897,0.85515,0.69528,0.86588,0.63788,1,0.67436,0.7838,0.7602,0.84906,0.76618,0.90451,0.79292,0.71513,0.85462,0.76181,0.77093,g
1,0.92279,0.4571,0.34128,0.09724,0.4552,0.21783,0.90324,0.52288,0.94757,0.49619,0.40753,0.81983,0.39991,0.15968,0.92851,0.44328,0.8899,0.42136,0.46521,0.75405,0.32936,0.90467,0.89466,0.48141,0.85441,0.37356,0.88942,0.42946,0.39323,0.10915,0.40753,0.20066,b
1,0.85435,0.37609,0.82174,0.52174,0.72609,0.69131,0.82609,0.59131,0.75,0.63478,0.78913,0.38479,0.75218,0.68913,0.69348,0.28695,0.68044,0.36957,0.63478,0.55869,0.76623,0.48078,0.65652,0.43913,0.74965,0.47868,0.74174,0.47776,0.82174,0.37392,0.75218,0.57392,g
1,0.2291,0.57431,0.33127,0.86688,0.76006,0.43034,0.65945,0.46595,0.60372,0.42415,0.73684,0.54489,0.78174,0.4226,0.58205,0.72601,0.66873,0.51703,0.75232,0.53561,0.18112,0.19195,1,0.82818,0.70674,0.29942,0.42415,0.55573,0.512,0.7791,0.76316,0.45511,b
1,0.64601,0.56791,0.72666,0.58404,0.75892,0.49746,0.76316,0.60442,0.76231,0.41681,0.73684,0.47623,0.77759,0.51953,0.90832,0.38795,0.71223,0.47878,0.67488,0.53311,0.64092,0.39559,0.75866,0.48412,0.75185,0.48325,0.67318,0.54924,0.85399,0.49066,0.69779,0.48387,g
1,0.89579,0.58426,0.5,0.5,0.78271,0.53437,0.69734,1,0.69179,0.99778,0.48781,0.76608,0.61863,0.5643,0.4867,0.97561,0.24501,0.92461,0.449,0.69402,0.28714,0.61863,0.04213,0.90355,0.32927,0.94124,0,0.84701,0,0.5643,0.5,0.5,b
1,0.95058,0.58304,0.8965,0.6869,0.86495,0.75258,0.79892,0.86499,0.72152,0.90576,0.62206,0.93747,0.53219,0.92519,0.43695,0.93698,0.35631,0.89809,0.26683,0.82962,0.21433,0.76903,0.1592,0.69976,0.14078,0.62918,0.13815,0.55609,0.14263,0.47238,0.16151,0.40048,g
1,0.98857,0.59525,0.91342,0.7313,0.85885,0.79366,0.73984,0.92139,0.65705,0.96321,0.55145,0.96973,0.43373,0.92145,0.3399,0.95812,0.23928,0.89763,0.15863,0.74754,0.11296,0.66769,0.07312,0.58925,0.08343,0.49321,0.08817,0.4034,0.16356,0.33169,0.20029,0.2515,g
1,0,0,0.5,0.5,0.75407,0.10749,0.80293,0.6645,0,0.29316,0.5,0.5,0.5,0.5,1,0.36645,0.68241,0.18241,0.98534,0,0,0,1,0.20196,0,0,0,0,1,0,0.5,0.5,b
1,0.87042,0.52487,0.89537,0.51272,0.89288,0.51897,0.83115,0.54974,0.83901,0.65576,0.87967,0.53674,0.87348,0.54221,0.85341,0.46074,0.81807,0.5,0.85011,0.55678,0.84092,0.56093,0.83508,0.57723,0.82079,0.56804,0.82854,0.5877,0.79879,0.57349,0.78728,0.57557,g
